building_id,apns,label,n,signal,members,inferred_units,grouping_confidence,representative,representative_confidence,representative_status,roles,kind,flag_notes,sort_key
B3_0856,054-1764-012-05|056-1926-003-00,(single),2,xref/base,B2019-05405|B2019-05408,,high,B2019-05405,low,ambiguous_tie,completion,multi,cross_apn_same_building;representative_tie,20
B3_0872,053-1594-003-00,(single),2,xref/base,B2014-02947|B2017-03526,,high,B2014-02947,low,ambiguous_tie,completion,multi,representative_tie,20
B3_0877,055-1907-028-00,(single),2,xref/base,B2016-03542|B2016-05008,,high,B2016-03542,low,ambiguous_tie,completion,multi,representative_tie,20
B3_0893,061-2573-018-00,(single),2,xref/base,B2017-02331|B2019-05460,,high,B2017-02331,low,ambiguous_tie,completion,multi,representative_tie,20
B3_0938,062-2870-002-00,(single),2,xref/base,B2020-03383|B2021-03714,,high,B2020-03383,low,ambiguous_tie,completion,multi,representative_tie,20
B3_0943,052-1576-032-00,(single),2,xref/base,B2016-01647|B2016-05172,,high,B2016-01647,low,ambiguous_tie,completion,multi,representative_tie,20
B3_0945,056-1919-001-00,(single),2,xref/base,B2025-01486|B2025-01571,,high,B2025-01486,low,ambiguous_tie,completion,multi,representative_tie,20
B3_0946,054-1738-023-00,(single),2,xref/base,B2025-01662|B2025-02064,,high,B2025-01662,low,ambiguous_tie,completion,multi,representative_tie,20
B3_0973,053-1594-017-00,(single),2,xref/base,B2024-00572|B2024-00573,,high,B2024-00572,low,ambiguous_tie,completion,multi,representative_tie,20
B3_0975,058-2161-008-00,(single),2,xref/base,B2023-06133|B2024-01224,,high,B2023-06133,low,ambiguous_tie,completion,multi,representative_tie,20
B3_0977,053-1686-024-00,(single),2,xref/base,B2018-04967|B2018-04970,,high,B2018-04967,low,ambiguous_tie,completion,multi,representative_tie,20
B3_0979,063-2988-003-01,(single),2,xref/base,B2022-00789|B2022-01193,,high,B2022-00789,low,ambiguous_tie,completion,multi,representative_tie,20
B3_0984,055-1906-015-00,(single),2,xref/base,B2017-03631|B2020-00118,,high,B2017-03631,low,ambiguous_tie,completion,multi,representative_tie,20
B3_0988,058-2181-023-00,(single),2,xref/base,B2024-05182|B2024-05185,,high,B2024-05182,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1002,061-2577-019-00,(single),2,xref/base,B2019-00275|B2020-00443,,high,B2019-00275,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1031,060-2401-002-00,(single),2,xref/base,B2019-03278|B2019-04417,,high,B2019-03278,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1038,054-1804-006-00,(single),2,xref/base,B2017-05194|B2018-01163,,high,B2017-05194,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1049,060-2407-014-00,(single),2,xref/base,B2021-04272|B2024-00688,,high,B2021-04272,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1059,052-1523-005-01,(single),2,xref/base,B2022-01706|B2022-02336,,high,B2022-01706,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1065,052-1425-020-00,(single),2,xref/base,B2022-01722|B2022-02231,,high,B2022-01722,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1066,061-2550-003-00,(single),2,xref/base,B2022-03053|B2024-03118,,high,B2022-03053,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1067,058-2159-033-00,(single),2,xref/base,B2019-02048|B2020-02399,,high,B2019-02048,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1078,060-2396-009-00,(single),2,xref/base,B2019-03602|B2019-03603,,high,B2019-03602,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1092,058-2137-004-00,(single),2,xref/base,B2024-03152|B2024-04007,,high,B2024-03152,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1121,058-2156-015-00,(single),2,xref/base,B2021-02725|B2021-02726,,high,B2021-02725,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1150,060-2464-014-00,(single),2,xref/base,B2019-05569|B2021-04278,1.0,high,B2019-05569,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1157,055-1829-016-00,(single),2,xref/base,B2024-04884|B2024-06086,,high,B2024-04884,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1174,053-1623-012-01,(single),2,shared_unit_count,B2018-05100|B2018-05102,2.0,high,B2018-05100,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1205,059-2282-036-00,(single),2,xref/base,B2023-00170|B2023-00172,,high,B2023-00170,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1218,056-1931-012-00,(single),2,xref/base,B2019-02640|B2019-02641,,high,B2019-02640,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1276,061-2575-064-00,(single),2,xref/base,B2020-04067|B2020-04069,,high,B2020-04067,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1281,061-2579-024-00,(single),2,xref/base,B2023-04345|B2023-04495,,high,B2023-04345,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1283,057-2094-016-00,(single),2,xref/base,B2016-03507|B2016-03511,,high,B2016-03507,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1303,062-2907-049-01,(single),2,xref/base,B2019-05082|B2019-05083,,high,B2019-05082,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1335,062-2907-016-00,(single),2,xref/base,B2018-02579|B2018-02972,,high,B2018-02579,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1338,057-2068-015-00,(single),2,xref/base,B2018-04463|B2018-04595,,high,B2018-04463,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1339,059-2336-013-00,(single),2,xref/base,B2017-01577|B2017-03802,,high,B2017-01577,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1342,052-1581-017-00,(single),2,xref/base,B2021-05781|B2021-05785,,high,B2021-05781,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1347,056-2000-005-00,(single),2,xref/base,B2019-03487|B2019-03488,,high,B2019-03487,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1348,054-1800-029-00,(single),2,xref/base,B2023-00357|B2023-02743,,high,B2023-00357,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1350,054-1730-021-02,(single),2,xref/base,B2022-00662|B2023-01513,,high,B2022-00662,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1366,055-1828-011-00,(single),2,xref/base,B2024-01632|B2025-00104,,high,B2024-01632,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1373,057-2013-015-00,(single),2,xref/base,B2024-04949|B2024-04955,,high,B2024-04949,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1377,060-2482-010-00,(single),2,xref/base,B2017-03352|B2018-01621,,high,B2017-03352,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1385,060-2409-070-04,(single),2,shared_unit_count,B2017-04801|B2017-04803,1.0,high,B2017-04801,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1400,054-1788-024-00,(single),2,xref/base,B2019-05492|B2019-05493,,high,B2019-05492,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1411,052-1535-016-00,(single),2,xref/base,B2022-05458|B2023-01503,1.0,high,B2022-05458,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1414,063-2951-013-00,(single),2,xref/base,B2019-02213|B2025-03015,,high,B2019-02213,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1465,054-1791-024-00,(single),2,xref/base,B2022-02623|B2022-02624,,high,B2022-02623,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1469,058-2183-009-00,(single),2,xref/base,B2021-01758|B2022-01942,,high,B2021-01758,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1474,064-4229-002-15,(single),2,xref/base,B2019-05360|B2023-03796,1.0,high,B2019-05360,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1484,059-2254-017-00,(single),2,xref/base,B2019-03402|B2019-03403,,high,B2019-03402,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1493,058-2209-016-00,(single),2,xref/base,B2022-03116|B2022-05775,,high,B2022-03116,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1500,058-2121-022-00,(single),2,xref/base,B2019-03538|B2019-03539,,high,B2019-03538,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1511,057-2062-010-00,(single),2,xref/base,B2022-01835|B2022-01891,,high,B2022-01835,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1518,059-2332-021-00,(single),2,xref/base,B2020-01219|B2020-01489,,high,B2020-01219,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1520,062-2893-024-00,(single),2,xref/base,B2023-02835|B2023-05519,,high,B2023-02835,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1527,055-1848-023-00,(single),2,xref/base,B2023-06132|B2025-02201,,high,B2023-06132,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1530,053-1688-011-00,(single),2,xref/base,B2025-01862|B2025-01868,,high,B2025-01862,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1543,062-2876-005-00,(single),2,xref/base,B2016-05277|B2017-04490,,high,B2016-05277,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1547,059-2286-074-00,(single),2,xref/base,B2020-02880|B2022-02946,,high,B2020-02880,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1575,058-2130-020-02,(single),2,xref/base,B2017-02738|B2020-04223,,high,B2017-02738,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1581,061-2617-005-00,Building A,2,building_label,B2022-04179|B2024-05979,,high,B2022-04179,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1583,053-1607-032-00,(single),2,xref/base,B2018-03724|B2018-03725,,high,B2018-03724,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1612,061-2551-020-00,(single),2,xref/base,B2018-04840|B2019-00325,,high,B2018-04840,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1616,059-2258-008-00,(single),2,xref/base,B2019-01815|B2019-01817,,high,B2019-01815,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1635,057-2076-007-00,(single),2,xref/base,B2018-03475|B2018-03476,,high,B2018-03475,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1643,055-1894-016-00|058-2209-005-00,(single),2,xref/base,B2020-04271|B2021-05397,,high,B2020-04271,low,ambiguous_tie,completion,multi,cross_apn_same_building;representative_tie,20
B3_1647,059-2255-019-00,(single),2,xref/base,B2005-01341|B2024-00667,,high,B2005-01341,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1663,061-2611-023-00,(single),2,xref/base,B2019-02325|B2019-02327,,high,B2019-02325,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1664,055-1878-002-00,(single),2,xref/base,B2019-02891|B2020-01652,,high,B2019-02891,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1686,057-2089-016-01,(single),2,xref/base,B2019-05502|B2020-03275,,high,B2019-05502,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1689,056-1933-021-00,(single),2,xref/base,B2020-01885|B2020-01889,,high,B2020-01885,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1694,055-1849-022-00,(single),2,xref/base,B2019-02700|B2019-02701,,high,B2019-02700,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1719,060-2437-018-00,(single),2,xref/base,B2018-04861|B2018-04862,,high,B2018-04861,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1738,057-2051-025-00,(single),2,xref/base,B2022-01482|B2022-05537,,high,B2022-01482,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1739,058-2187-026-00,(single),2,xref/base,B2018-04943|B2019-00004,,high,B2018-04943,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1764,052-1565-013-00,(single),2,xref/base,B2022-03638|B2023-05597,,high,B2022-03638,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1767,057-2088-008-01,(single),2,xref/base,B2023-04798|B2025-02222,,high,B2023-04798,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1771,062-2868-013-00,(single),2,xref/base,B2022-02710|B2022-05407,1.0,high,B2022-02710,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1784,055-1898-011-00,(single),2,xref/base,B2024-05230|B2025-02190,,high,B2024-05230,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1789,057-2072-010-00,(single),2,xref/base,B2022-01951|B2022-04139,,high,B2022-01951,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1792,054-1736-010-00,(single),2,xref/base,B2021-02621|B2023-05981,,high,B2021-02621,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1799,057-2081-019-00,(single),2,xref/base,B2022-06082|B2023-04340,,high,B2022-06082,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1843,056-1942-020-00,(single),2,xref/base,B2023-02152|B2023-04306,,high,B2023-02152,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1845,052-1565-093-00,(single),2,xref/base,B2024-04287|B2024-04288,,high,B2024-04287,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1851,058-2130-021-00,(single),2,xref/base,B2025-02090|B2025-02456,,high,B2025-02090,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1874,058-2211-005-00,(single),2,xref/base,B2018-04113|B2024-03958,,high,B2018-04113,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1898,052-1564-069-00,(single),2,xref/base,B2019-05406|B2020-03184,,high,B2019-05406,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1899,052-1559-021-00,(single),2,xref/base,B2020-02543|B2021-05585,,high,B2020-02543,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1936,062-2868-016-00,(single),2,xref/base,B2021-01627|B2021-01628,,high,B2021-01627,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1940,061-2558-039-00,(single),2,xref/base,B2025-02444|B2025-03710,,high,B2025-02444,low,ambiguous_tie,completion,multi,representative_tie,20
B3_1952,055-1822-009-00|055-1822-009-01,(single),2,xref/base,B2016-00895|B2018-02985,,high,B2016-00895,low,ambiguous_tie,completion,multi,cross_apn_same_building;representative_tie,20
B3_2003,059-2334-003-00,(single),2,xref/base,B2025-00135|B2025-01929,,high,B2025-00135,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2009,057-2086-009-00,(single),2,xref/base,B2021-03120|B2021-03122,,high,B2021-03120,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2039,052-1563-036-00,(single),2,xref/base,B2024-06000|B2024-06003,2.0,high,B2024-06003,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2064,055-1890-008-00|055-1890-010-001,(single),2,xref/base,B2024-00331|B2024-00332,4.0,high,B2024-00331,low,ambiguous_tie,completion,multi,cross_apn_same_building;representative_tie,20
B3_2111,058-2167-022-00,(single),2,xref/base,B2020-01258|B2020-01259,1.0,high,B2020-01259,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2146,053-1603-032-00,(single),2,xref/base,B2022-01152|B2022-01154,,high,B2022-01152,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2174,061-2575-018-00,(single),2,xref/base,B2022-04384|B2022-04388,,high,B2022-04384,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2188,057-2013-017-00,(single),2,xref/base,B2024-02444|B2024-02632,,high,B2024-02444,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2203,057-2015-022-00,(single),2,xref/base,B2019-01597|B2019-01599,,high,B2019-01597,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2214,055-1852-006-00,(single),2,xref/base,B2023-01199|B2023-01357,,high,B2023-01199,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2216,053-1659-030-00,(single),2,xref/base,B2016-05831|B2017-01908,4.0,high,B2016-05831,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2222,052-1563-047-00,(single),2,xref/base,B2025-03285|B2025-04366,,high,B2025-03285,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2227,063-2977-008-00,(single),2,xref/base,B2019-01619|B2020-02217,,high,B2019-01619,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2234,054-1800-028-00,(single),2,xref/base,B2023-03115|B2023-03116,,high,B2023-03115,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2260,064-4244-017-00,(single),2,xref/base,B2021-00306|B2021-00307,,high,B2021-00306,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2272,053-1697-002-00,(single),2,xref/base,B2025-01379|B2025-05483,,high,B2025-01379,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2277,056-1941-019-00,(single),2,xref/base,B2020-01409|B2020-01452,,high,B2020-01409,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2281,055-1886-001-00,(single),2,xref/base,B2024-05944|B2025-02211,,high,B2024-05944,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2284,054-1730-021-02|054-1783-006-00,(single),2,xref/base,B2022-00715|B2022-01823,,high,B2022-00715,low,ambiguous_tie,completion,multi,cross_apn_same_building;representative_tie,20
B3_2293,052-1569-024-00,(single),2,xref/base,B2020-01030|B2020-02833,,high,B2020-01030,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2309,064-4245-011-00,(single),2,xref/base,B2023-00989|B2024-00687,,high,B2023-00989,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2319,063-3150-082-00,(single),2,xref/base,B2017-05497|B2017-05502,,high,B2017-05497,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2320,054-1789-009-00,(single),2,xref/base,B2017-04535|B2018-03397,,high,B2017-04535,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2338,061-2577-008-01,(single),2,xref/base,B2017-02367|B2017-02369,,high,B2017-02367,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2339,058-2128-022-00,(single),2,xref/base,B2025-01597|B2025-02029,,high,B2025-01597,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2341,052-1565-063-00,(single),2,xref/base,B2025-00123|B2025-00125,,high,B2025-00123,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2352,063-3100-037-00,(single),2,xref/base,B2024-01784|B2024-05954,,high,B2024-01784,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2356,058-2244-012-00,(single),2,xref/base,B2019-03607|B2019-04619,,high,B2019-03607,low,ambiguous_tie,completion,multi,representative_tie,20
B3_2366,060-2429-002-00,(single),2,xref/base,B2021-01799|B2021-04157,,high,B2021-01799,low,ambiguous_tie,completion,multi,representative_tie,20
