project_key,address,apn,units_best,units_source,planning_records,planning_status,planning_filed,building_records,building_status,building_filed,first_bp_issued,last_finaled,status_asof,v2_project_id,v2_match_basis,v2_units,v2_status,v2_bp_issued,v2_co,not_in_v2,needs_status_refresh,possible_v2_match,units_disagree,n_records,address_missing,address_borrowed
apn|052-1526-009-00,1817 SIXTY-SECOND St,052-1526-009-00,2,cpra_UnitsAdded,,,,B2023-05812,Finaled,2023-11-09,2024-03-12,2025-06-24,2026-07-08,286,apn+permit,2,Completed,,2025-06-24,0,0,,0,1,0,0
apn|058-2191-002-00,1828 EUCLID Ave,058-2191-002-00,2,cpra_UnitsAdded,,,,B2021-03440,Finaled,2021-08-03,2023-09-27,2025-05-22,2026-07-08,352,address+apn+permit,2,Completed,,2025-05-22,0,0,,0,1,0,0
apn|058-2171-019-00,1915 Virginia Street,058-2171-019-00,2,description,ZP2015-0146,Approved,2015-06-29,,,,,,2026-07-08,589,address+apn,1,Completed,,2019-01-23,0,1,,0,1,0,0
addr|2003|prince,2003 PRINCE St,,2,description,ZP2019-0195,Withdrawn,2019-12-06,,,,,,2026-09-21,,,,,,,1,0,"188(1u,street,=units);771(1u,street,=units)",0,1,0,0
apn|055-1895-009-00,2021 CHANNING Way,055-1895-009-00,2,cpra_UnitsAdded,,,,B2024-02481,Finaled,2024-05-17,2025-04-29,2026-04-27,2026-07-08,,,,,,,1,0,"179(237u,block)",0,1,0,0
addr|2025|durant,2025 DURANT Ave,,2,description,DRCP2017-0011;ZP2017-0102,Approved,2017-06-30,,,,,,2026-09-21,,,,,,,1,0,"123(74u,street)",0,2,0,0
apn|057-2030-002-00,2116 ALLSTON Way,057-2030-002-00,2,cpra_UnitsAdded,,,,B2020-02394,Finaled,2020-07-28,2021-01-21,2021-10-29,2026-07-08,775;911,address+apn+permit,2,Completed,,2021-10-29,0,0,,0,1,0,0
apn|055-1825-024-01,2124 PARKER St,055-1825-024-01,2,cpra_UnitsAdded,,,,B2024-03840,Issued,2024-08-06,2025-04-09,,2026-09-21,,,,,,,1,0,,0,1,0,0
apn|052-1555-007-00,2127 WOOLSEY St,052-1555-007-00,2,description,,,,B2026-02222,Corrections List Issued,2026-05-27,,,2026-09-21,,,,,,,1,0,,0,1,0,0
addr|2128|ward,2128 WARD St,,2,description,ZP2018-0237,Approved,2018-12-18,,,,,,2026-09-21,,,,,,,1,0,"777(1u,street,=units)",0,1,0,0
apn|056-2006-010-00,2132 MCGEE Ave,056-2006-010-00,2,cpra_UnitsAdded,,,,B2020-03292,Finaled,2020-09-29,2022-02-09,2025-02-20,2026-07-08,337,address+apn+permit,2,Completed,,2025-02-20,0,0,,0,1,0,0
addr|2210|m l king jr,2210 M L KING JR Way,,2,description,ZP2016-0194,Approved,2016-10-11,,,,,,2026-09-21,888,address,1,Completed,,2023-01-11,0,0,,0,1,0,0
apn|055-1887-011-00,2211 CHANNING Way,055-1887-011-00,2,cpra_UnitsAdded,,,,B2024-02377,Issued,2024-05-14,2025-12-01,,2026-09-21,,,,,,,1,0,"26(65u,block);28(63u,block)",0,1,0,0
addr|2212|10th,2212 TENTH St,,2,description,ZP2016-0129,Approved,2016-06-28,,,,,,2026-09-21,592,address,1,Completed,,2019-06-04,0,0,,0,1,0,0
apn|055-1887-010-00,2215 CHANNING Way,055-1887-010-00,2,cpra_UnitsAdded,,,,B2024-02487,Issued,2024-05-17,2025-12-01,,2026-09-21,,,,,,,1,0,"26(65u,block);28(63u,block)",0,1,0,0
apn|057-2018-028-00,2219 MCKINLEY Ave,057-2018-028-00,2,description,,,,B2026-03339,Corrections List Issued,2026-08-07,,,2026-09-21,803,address~10,1,Completed,,2021-12-09,0,0,,0,1,0,0
apn|059-2257-006-00,2220 ROSE St,059-2257-006-00,2,cpra_UnitsAdded,,,,B2024-06085,Finaled,2024-12-30,2024-12-30,,2026-09-21,,,,,,,1,0,"301(1u,block,=units);802(1u,street,=units)",0,1,0,0
apn|055-1830-022-00,2226 DWIGHT Way,055-1830-022-00,2,cpra_UnitsAdded,,,,B2022-03844,Finaled,2022-08-18,2023-05-18,2024-06-03,2026-07-08,200,address+apn+permit,2,Completed,,2024-06-03,0,0,,0,1,0,0
apn|055-1828-011-00,2227 CARLETON St,055-1828-011-00,2,cpra_UnitsAdded,,,,B2023-04737,Finaled,2023-09-14,2024-09-04,2025-09-10,2026-07-08,365,address+apn+permit,2,Completed,,2025-09-10,0,0,,0,1,0,0
apn|057-2014-019-01,2233 GRANT St,057-2014-019-01,2,cpra_UnitsAdded,,,,B2020-02423,Finaled,2020-07-30,2021-12-15,2024-03-28,2026-07-08,224,address+apn+permit,2,Completed,,2024-03-28,0,0,,0,1,0,0
apn|056-1938-029-00,2323 SEVENTH St,056-1938-029-00,2,cpra_UnitsAdded,,,,B2024-00257,Issued,2024-01-18,2025-06-17,,2026-09-21,,,,,,,1,0,"346(1u,block,=units);198(1u,block,=units)",0,1,0,0
apn|055-1884-005-00,2325 CHANNING Way,055-1884-005-00,2,cpra_UnitsAdded,,,,B2024-04276,Issued,2024-09-03,2025-06-02,,2026-09-21,117;183,address~10,22,Entitled,2022-11-01,,0,0,,1,1,0,0
apn|055-1905-011-03,2326 GRANT St,055-1905-011-03,2,cpra_UnitsAdded,,,,B2024-05037,Issued,2024-10-18,2024-11-06,,2026-09-21,74,address~10,1,In Review,,,0,0,,0,1,0,0
apn|056-1942-022-00,2327 Fifth Street,056-1942-022-00,2,description,DRSL2020-0001;ZP2020-0009,Approved,2020-01-23,,,,,,2026-07-08,260,address~10,1,Completed,,2024-05-31,0,1,,0,2,0,0
apn|053-1689-009-00,2327 OREGON St,053-1689-009-00,2,cpra_UnitsAdded,,,,B2022-04721,Finaled,2022-10-12,2023-03-07,2025-02-28,2026-07-08,294,address+apn+permit,2,Completed,,2025-02-28,0,0,,0,1,0,0
apn|056-1937-022-00,2331 EIGHTH St,056-1937-022-00,2,cpra_UnitsAdded,,,,B2024-04179,Issued,2024-08-26,2026-01-20,,2026-09-21,713,address~10,1,Completed,,2021-05-24,0,0,,0,1,0,0
apn|055-1904-020-00,2337 Grant Street,055-1904-020-00,2,description,ZP2022-0163,Withdrawn,2022-11-18,,,,,,2026-07-08,74,address~10,1,In Review,,,0,0,,0,1,0,0
apn|053-1689-006-02,2339 OREGON St,053-1689-006-02,2,cpra_UnitsAdded,,,,B2020-01498,Finaled,2020-05-19,2021-03-03,2023-03-10,2026-07-08,420,address+apn+permit,2,Completed,,2023-03-10,0,0,,0,1,0,0
apn|061-2551-026-03,2371 OAK St,061-2551-026-03,2,cpra_UnitsAdded,,,,B2023-01529,Issued (CPRA; not in census),2023-03-30,2025-09-18,,2026-07-07,,,,,,,1,0,,0,1,0,0
apn|056-1943-023-00,2411 FIFTH St,056-1943-023-00,2,cpra_UnitsAdded,,,,B2017-01029,Finaled,2017-03-13,2017-08-02,2018-10-30,2026-07-08,512,address+apn+permit,2,Completed,,2018-10-30,0,0,,0,1,0,0
apn|052-1573-077-01,2418 ASHBY Ave,052-1573-077-01,2,description,,,,B2026-03288,Issued,2026-08-05,,,2026-09-21,50,address~10,4,In Review,,,0,0,,1,1,0,0
addr|2435|virginia,2435 VIRGINIA St,,2,description,ZP2018-0113,Approved,2018-05-31,,,,,,2026-09-21,,,,,,,1,0,"616(1u,street,=units)",0,1,0,0
apn|055-1880-022-01,2436 CHANNING Way,055-1880-022-01,2,cpra_UnitsAdded,,,,B2023-05281,Finaled,2023-10-16,2024-04-17,2025-06-17,2026-07-08,355,address+apn+permit,2,Completed,,2025-06-17,0,0,,0,1,0,0
apn|055-1847-028-00,2519 COLLEGE Ave,055-1847-028-00,2,cpra_UnitsAdded,,,,B2021-00697,Finaled,2021-02-19,2021-06-14,2023-05-11,2026-07-08,396,address+apn+permit,2,Completed,,2023-05-11,0,0,,0,1,0,0
apn|055-1845-010-00,2618 COLLEGE Ave,055-1845-010-00,2,cpra_UnitsAdded,,,,B2021-05671,Finaled,2021-12-16,2024-08-01,2025-07-25,2026-07-08,348,address+apn+permit,2,Completed,,2025-07-25,0,0,,0,1,0,0
apn|055-1848-024-00,2619 COLLEGE Ave,055-1848-024-00,2,cpra_UnitsAdded,,,,B2024-00819,Finaled,2024-02-22,2024-09-13,2025-06-24,2026-07-08,321,address+apn+permit,2,Completed,,2025-06-24,0,0,,0,1,0,0
apn|055-1841-009-00,2620 HILLEGASS Ave,055-1841-009-00,2,cpra_UnitsAdded,,,,B2024-04291,Finaled,2024-09-03,2025-08-20,,2026-09-21,,,,,,,1,0,"357(2u,block,=units);326(2u,block,=units)",0,1,0,0
apn|055-1840-007-00,2620 REGENT St,055-1840-007-00,2,cpra_UnitsAdded,,,,B2024-01193,Finaled,2024-03-15,2024-06-14,2025-05-30,2026-07-08,316,address+apn+permit,1,Completed,,2025-05-30,0,0,,0,1,0,0
apn|055-1848-023-00,2623 COLLEGE Ave,055-1848-023-00,2,cpra_UnitsAdded,,,,B2023-06132,Issued,2023-11-30,2025-10-14,,2026-09-21,321;348,address~10,2,Completed,,2025-06-24,0,0,,0,1,0,0
apn|055-1841-024-00,2631 REGENT St,055-1841-024-00,2,cpra_UnitsAdded,,,,B2023-02659,Finaled,2023-05-22,2024-01-16,2025-06-03,2026-07-08,326,address+apn+permit,2,Completed,,2025-06-03,0,0,,0,1,0,0
apn|055-1841-021-00,2639 REGENT St,055-1841-021-00,2,cpra_UnitsAdded,,,,B2023-06071,Finaled,2023-11-27,2024-06-11,2025-07-29,2026-07-08,357,address+apn+permit,2,Completed,,2025-07-29,0,0,,0,1,0,0
apn|055-1870-008-00,2701 DURANT Ave,055-1870-008-00,2,cpra_UnitsAdded,,,,B2022-01079,Issued (CPRA; not in census),2022-03-10,2023-05-01,,2026-07-07,,,,,,,1,0,"299(4u,block);400(2u,street,=units)",0,1,0,0
apn|052-1563-036-00,2708 PRINCE St,052-1563-036-00,2,cpra_UnitsAdded,,,,B2024-06003,Issued,2024-12-20,2025-07-11,,2026-09-21,508,address~10,1,Completed,,2018-06-11,0,0,,0,1,0,0
apn|054-1708-005-00,2737 FOREST Ave,054-1708-005-00,2,cpra_UnitsAdded,,,,B2021-02307,Finaled,2021-06-04,2022-11-10,2024-03-11,2026-07-08,269,address+apn+permit,2,Completed,,2024-03-11,0,0,,0,1,0,0
apn|053-1677-008-00,2800 M L KING JR Way,053-1677-008-00,2,cpra_UnitsAdded,,,,B2024-02927,Finaled,2024-06-12,2024-10-22,,2026-09-21,,,,,,,1,0,"419(1u,block,=units)",0,1,0,0
apn|061-2561-001-00,2808 NINTH St,061-2561-001-00,2,cpra_UnitsAdded,,,,B2026-00031,Issued,2026-01-06,2026-06-01,,2026-09-21,69,address,2,In Review,,,0,0,,0,1,0,0
apn|053-1674-016-00,2817 CALIFORNIA St,053-1674-016-00,2,cpra_UnitsAdded,,,,B2022-04445,Finaled,2022-09-26,2022-11-09,2023-01-10,2026-07-08,,,,,,,1,0,"854(1u,block,=units);423(1u,street,=units)",0,1,0,0
apn|052-1433-012-00,3353 M L KING JR Way,052-1433-012-00,2,cpra_UnitsAdded,ZP2015-0184,Approved,2015-08-25,B2017-02082,Finaled,2017-05-16,2019-08-07,2022-09-28,2026-07-08,841,apn+permit,2,Completed,,2022-09-28,0,1,,0,2,0,0
apn|052-1434-003-00,3411 ADELINE St,052-1434-003-00,2,cpra_UnitsAdded,,,,B2020-02735,Finaled,2020-08-21,2020-12-16,2026-04-16,2026-07-08,,,,,,,1,0,,0,1,0,0
apn|059-2325-004-00,776 PAGE St,059-2325-004-00,2,cpra_UnitsAdded,,,,B2021-05043;B2021-05365,Finaled,2021-11-29,2022-06-03,2023-09-20,2026-07-08,445,permit,2,Completed,,2023-09-20,0,0,,0,2,0,0
apn|059-2326-012-00,805 JONES St,059-2326-012-00,2,cpra_UnitsAdded,DRCP2022-0019,Approved,2022-11-17,B2024-00701;B2024-00721;B2024-00797,Issued,2024-02-22,2024-09-06,,2026-07-08,,,,,,,1,1,"498(1u,block,=units);60(3u,block,=units);511(1u,block,=units)",0,4,0,0
apn|056-1936-005-00,944 CHANNING Way,056-1936-005-00,2,cpra_UnitsAdded,,,,B2024-01429,Issued,2024-03-28,2025-09-24,,2026-09-21,,,,,,,1,0,"584(1u,block,=units);346(1u,street,=units)",0,1,0,0
apn|063-3120-063-00,945 CRESTON Rd,063-3120-063-00,2,cpra_UnitsAdded,,,,B2023-04951,Issued,2023-09-25,2025-10-23,,2026-09-21,,,,,,,1,0,,0,1,0,0
