project_id,address,units,v2_status,flag,reason,co_evidence_date,n_census_building_permits,new_construction_permits,latest_building_status,planning_records,planning_statuses,live_planning,assessor_imps,apn,years_since_filing,address_matched_census
580,2431 Spaulding,1,Completed,ok,,2019-04-03,6,B2018-03595,Issued,,,0,1592934.0,055-1913-059-00,,1
581,725 Neilson,1,Completed,ok,,2019-03-15,5,B2018-03598,Finaled,,,0,581661.0,062-2869-033-00,,1
582,826 Miramar,1,Completed,ok,,2019-07-11,2,B2018-02161;B2018-02161-REV01,Issued,,,0,491704.0,062-2874-005-00,,1
583,450 Arlington,1,Completed,ok,,,4,,Finaled,,,0,862505.0,062-2923-005-00,,1
584,926 Channing,1,Completed,ok,,,2,,Issued,,,0,250870.0,056-1936-001-00,,1
585,1211 Talbot Ave,1,Completed,ok,,,3,B2018-01061,Finaled,,,0,337074.0,060-2409-026-00,,1
586,1316 Carleton St,1,Completed,ok,,,9,B2016-03592,Issued,,,0,833302.0,054-1792-026-00,,1
587,1340 Peralta,1,Completed,ok,,,3,B2018-01207,Finaled,,,0,203457.0,060-2417-037-01,,1
588,1430 Acton St,1,Completed,ok,,2019-10-21,1,B2018-01961,Finaled,,,0,486283.0,060-2423-036-00,,1
589,1915 Virginia,1,Completed,ok,,,4,B2016-01284,Finaled,ZP2015-0146,Approved,1,479751.0,058-2171-019-00,,1
590,2130 Derby,1,Completed,ok,,2019-09-05,3,B2018-03289,Finaled,,,0,343672.0,054-1719-009-00,,1
591,2152 Russell,1,Completed,ok,,2019-01-11,6,B2016-02733,Issued,,,0,602554.0,052-1582-005-00,,1
592,2212 Tenth,1,Completed,ok,,2019-06-04,8,B2018-01574;B2018-01573;B2018-01573-REV01;B2018-01574-REV01,Issued,,,0,,056-1975-009-00,,1
593,85 Parnassus,1,Completed,ok,,2019-06-25,11,B2018-01737,Issued,ZCBP2015-0646,Approved,1,529414.0,058-2232-012-01,,1
594,1004 Jones,1,Completed,ok,,2019-07-26,2,B2018-04738,Finaled,,,0,1143387.0,059-2311-002-00,,1
595,1121 Delaware St,1,Completed,ok,,,3,B2017-03440;B2017-03440-REV01,Issued,,,0,299201.0,058-2130-033-00,,1
596,1406 Mcgee Ave,1,Completed,ok,,2019-07-10,5,B2018-01751,Issued,,,0,255385.0,059-2280-007-00,,1
597,1407 Cypress St,1,Completed,ok,,,2,B2018-03533,Finaled,,,0,167777.0,059-2282-029-00,,1
598,1527 Woolsey,1,Completed,ok,,2025-12-30,10,B2019-00029;B2019-00029-REV01;B2024-05661;B2024-05661-REV01,Issued,ZCADU2022-0002,Applicaton Complete,1,1174020.0,052-1542-008-00,,1
599,1843 San Ramon,1,Completed,ok,,,0,,,,,0,1175534.0,062-2922-032-00,,0
600,2320 Jefferson,1,Completed,ok,,2019-11-26,5,B2018-04354,Finaled,,,0,416760.0,055-1912-013-00,,1
601,2913 Newbury,1,Completed,ok,,,1,B2019-01102,Finaled,,,0,292816.0,053-1590-018-00,,1
602,3124 Lewiston,1,Completed,ok,,2019-12-10,3,B2018-05115,Finaled,,,0,394531.0,052-1563-071-00,,1
603,1128 Blake St,1,Completed,ok,,2019-07-17,3,B2017-04149;B2017-04149-REV01,Issued,,,0,594535.0,054-1784-024-00,,1
604,1157 Virginia St,1,Completed,ok,,2019-12-05,1,B2018-03458,Finaled,,,0,774157.0,059-2289-048-00,,1
605,1218 Ordway St,1,Completed,ok,,2019-07-18,2,B2018-02331,Finaled,,,0,708730.0,060-2416-007-00,,1
606,1302 Channing,1,Completed,ok,,,1,,Finaled,,,0,1025500.0,056-1920-002-00,,1
607,1365 Curtis,1,Completed,ok,,2019-03-21,3,B2017-02359,Issued,,,0,384656.0,060-2391-057-01,,1
608,1421 Ashby,1,Completed,ok,,2019-02-27,5,B2017-02462,Issued,,,0,802885.0,053-1619-012-00,,1
609,1461 Curtis,1,Completed,ok,,2019-08-22,4,B2018-03893,Finaled,,,0,397763.0,060-2391-038-00,,1
610,1516 Le Roy,1,Completed,ok,,,0,,,,,0,2151104.0,058-2247-008-00,,0
611,1801 Stuart,1,Completed,ok,,,6,B2018-00613,Issued,,,0,834508.0,054-1726-015-00,,1
612,1838 Sixty-Third,1,Completed,ok,,,0,,,,,0,411704.0,052-1526-024-00,,0
613,1923 Parker,1,Completed,ok,,2019-01-25,2,B2018-01059,Finaled,,,0,739173.0,055-1816-011-00,,1
614,2115 Roosevelt,1,Completed,ok,,2019-07-31,6,B2016-05191,Issued,ZP2018-0157,Approved,1,643563.0,056-2012-029-00,,1
615,2271 Virginia,1,Completed,ok,,,7,B2018-02528,Finaled,,,0,1909098.0,058-2184-014-00,,1
616,2449 Virginia,1,Completed,ok,,2019-10-10,2,B2017-01244;B2017-01244-REV01,Issued,,,0,648504.0,058-2194-008-00,,1
617,2707 Hillegass,1,Completed,ok,,,6,,Issued,,,0,238344.0,054-1710-025-00,,1
618,2828 Webster,1,Completed,ok,,2019-10-29,4,B2018-03006,Issued,,,0,1118163.0,052-1564-058-00,,1
619,2940 Ashby,1,Completed,ok,,2019-09-17,8,B2019-00276,Issued,,,0,1037571.0,052-1565-057-00,,1
620,724 Peralta,1,Completed,ok,,2019-10-21,5,B2018-01975,Finaled,,,0,663597.0,062-2869-006-00,,1
621,1234 Burnett St,1,Completed,ok,,2019-11-04,3,B2018-02318,Issued,,,0,679624.0,053-1628-037-00,,1
622,1611 Ninth St,1,Completed,ok,,,4,B2018-01352,Finaled,,,0,332185.0,058-2125-035-00,,1
623,1612 Virginia St,1,Completed,ok,,2019-12-04,6,B2017-03281;B2017-03281-REV01;B2017-03281-REV02,Issued,,,0,661985.0,058-2157-022-00,,1
624,1711 Mlk Jr Way,1,Completed,ok,,,10,,Issued,ZP2018-0189,Approved,1,885480.0,058-2170-017-00,,1
625,2214 Ninth,1,Completed,ok,,,4,B2017-01699;B2017-01699-REV01,Issued,,,0,1584326.0,056-1970-002-00,,1
626,2322 Acton,1,Completed,ok,,2019-01-17,2,B2018-01921,Finaled,,,0,1160095.0,056-1917-013-00,,1
627,2732 Claremont,1,Completed,ok,,2019-09-26,6,B2018-03492,Ready To Issue,,,0,222420.0,054-1702-023-00,,1
628,681 Spruce,1,Completed,ok,,2019-07-18,2,B2017-03691,Finaled,,,0,687272.0,063-2958-015-00,,1
629,1416 Oxford,1,Completed,ok,,2020-05-26,9,B2019-01817,Issued,,,0,494130.0,059-2258-008-00,,1
630,1353 Berkeley,1,Completed,ok,,2020-10-23,5,B2018-04404;B2018-04404-REV01;B2020-03354,Issued,,,0,745070.0,057-2074-012-00,,1
631,1614 Acton,1,Completed,ok,,2020-08-17,3,B2018-01245,Issued,,,0,528969.0,058-2144-009-00,,1
632,1732 Seventh,1,Completed,ok,,,3,B2018-02645,Finaled,,,0,868559.0,058-2119-015-00,,1
633,1873 San Ramon,1,Completed,ok,,,0,,,,,0,849307.0,062-2922-027-00,,0
634,1914 Oregon,1,Completed,ok,,2020-07-10,5,B2019-00805;B2019-00805-REV01,Issued,,,0,604292.0,053-1679-022-00,,1
635,2128 Oregon,1,Completed,ok,,2020-03-17,9,B2018-04967,Finaled,,,0,933783.0,053-1686-024-00,,1
636,2313 Edwards,1,Completed,ok,,,6,B2017-03973,Finaled,,,0,120378.0,056-1915-032-00,,1
637,3140 Harper,1,Completed,ok,,2020-10-29,1,B2020-01549,Finaled,,,0,1114999.0,052-1548-011-00,,1
638,811 Folger,1,Completed,ok,,,3,B2018-00016,Ready To Issue,,,0,1120000.0,053-1635-021-00,,1
639,857 Neilson,1,Completed,ok,,2020-08-06,3,B2019-01118,Finaled,,,0,834236.0,062-2870-024-00,,1
640,1181 Laurel,1,Completed,ok,,2020-10-02,2,B2018-02038,Finaled,,,0,509115.0,061-2550-004-00,,1
641,1612 Buena,1,Completed,ok,,2020-07-16,6,B2019-02435,Finaled,,,0,122985.0,059-2279-003-00,,1
642,2125 Sixth,1,Completed,ok,,2020-08-14,2,B2018-04808,Finaled,,,0,484338.0,056-1965-020-00,,1
643,2257 Glen,1,Completed,ok,,2020-08-21,9,B2018-01529;B2018-01529-REV02;B2018-01529-REV01;B2018-01529-REV03,Issued,,,0,1048842.0,060-2464-009-00,,1
644,2436 Bonar,1,Completed,ok,,2020-12-29,4,B2019-02468,Finaled,,,0,714941.0,056-1931-018-00,,1
645,2440 Grant,1,Completed,ok,,2022-01-24,9,B2019-00501;B2020-00118,Issued,ZP2015-0181,Approved,1,336369.0,055-1906-015-00,,1
646,2955 Piedmont,1,Completed,ok,,2020-07-15,4,B2019-04476,Finaled,,,0,2841352.0,052-1566-047-00,,1
647,1118 Park Hills,1,Completed,ok,,,0,,,,,0,650142.0,063-3150-059-00,,0
648,1133 Carleton,1,Completed,ok,,2020-09-29,4,B2017-02775,Finaled,,,0,1092032.0,054-1785-005-00,,1
649,1237 Channing,1,Completed,ok,,2020-03-12,6,B2018-05107,Finaled,,,0,480658.0,056-1924-019-00,,1
650,1410 Hawthorne,1,Completed,ok,,2020-05-29,4,B2018-05114,Finaled,ZP2018-0096,Approved,1,1193368.0,059-2249-023-01,,1
651,1427 Tenth,1,Completed,ok,,2020-11-25,3,B2020-01219,Finaled,,,0,998204.0,059-2332-021-00,,1
652,1608 Eighth,1,Completed,ok,,2020-11-20,2,B2016-05739,Finaled,,,0,577343.0,058-2121-007-00,,1
653,1712 Marin,1,Completed,ok,,,6,B2020-00688,Issued,,,0,1325964.0,061-2615-023-00,,1
654,1732 Beverly,1,Completed,ok,,2020-01-16,4,B2018-03582;B2018-03582-REV01;B2018-03582-DEF03,Issued,,,0,492859.0,060-2437-008-00,,1
655,1008 Bancroft,1,Completed,ok,,2020-11-09,1,B2019-03999,Finaled,,,0,421406.0,056-1934-002-00,,1
656,1191 Spruce,1,Completed,ok,,2020-06-25,10,B2015-02031,Issued,ZCBP2015-1048,Closed,0,583576.0,061-2556-024-00,,1
657,1311 Spruce,1,Completed,ok,,,8,B2017-04092,Issued,ZCBP2015-0943,Approved,1,695254.0,060-2462-018-00,,1
658,1615 Francisco,1,Completed,ok,,2020-05-04,5,B2019-04236,Finaled,,,0,2285030.0,058-2157-012-00,,1
659,1991 Marin,1,Completed,ok,,2020-11-18,4,B2019-02858;B2019-02858-REV01;B2020-02136,Issued,ZP2018-0166,Approved,1,842173.0,061-2574-002-00,,1
660,24 Vicente,1,Completed,ok,,2020-08-13,8,B2018-00868,Issued,,,0,2619253.0,064-4231-012-00,,1
661,2524 Dwight,1,Completed,ok,,,4,B2018-03160;B2018-03160-DEF01,Issued,,,0,1843000.0,055-1842-002-00,,1
663,912 Cedar,1,Completed,ok,,,5,B2017-05297;B2017-05297-REV01,Finaled,,,0,1255868.0,058-2121-040-00,,1
664,1767 Tacoma,1,Completed,ok,,2020-09-08,5,B2018-03002,Finaled,,,0,146367.0,062-2886-007-00,,1
665,2312 Spaulding,1,Completed,ok,,2020-12-10,3,B2019-00959,Finaled,,,0,287281.0,055-1914-036-00,,1
666,2832 Stanton,1,Completed,ok,,2020-02-21,10,B2018-05064;B2018-05064-REV01;B2018-05064-REV02,Issued,,,0,1145633.0,053-1669-004-00,,1
667,3034 Acton,1,Completed,ok,,2020-02-20,4,B2019-00978,Issued,,,0,1288402.0,053-1625-006-00,,1
668,65 Domingo,1,Completed,ok,,2020-01-09,4,B2019-00584,Finaled,,,0,209682.0,064-4242-025-00,,1
669,1331 Sixty-Seventh,1,Completed,ok,,,0,,,,,0,450204.0,052-1516-010-00,,0
670,1424 Stannage,1,Completed,ok,,,4,B2020-01331,Finaled,,,0,950000.0,060-2397-009-00,,1
671,1606 Chestnut,1,Completed,ok,,2020-12-23,6,B2019-04441,Issued,,,0,1047890.0,059-2292-021-00,,1
672,1625 Kains,1,Completed,ok,,,2,B2019-02889,Finaled,ZP2019-0168,Withdrawn,0,469908.0,059-2288-035-00,,1
673,1710 Chestnut,1,Completed,ok,,2020-07-02,7,B2019-00801,Finaled,,,0,978971.0,058-2133-009-00,,1
674,2129 Ninth,1,Completed,ok,,,4,B2019-01963;B2019-01961,Finaled,,,0,,056-1974-023-00,,1
675,2312 Stuart,1,Completed,ok,,2020-03-10,7,B2017-03830,Issued,,,0,1196667.0,053-1689-025-00,,1
676,1422 Kains,1,Completed,ok,,2020-11-17,4,B2019-03603;B2019-03603-REV01,Issued,,,0,681406.0,060-2396-009-00,,1
677,1442 Delaware,1,Completed,ok,,2020-01-24,3,B2018-03476,Issued,,,0,410739.0,057-2076-007-00,,1
678,1462 Stannage,1,Completed,ok,,,5,,Finaled,,,0,466366.0,060-2394-030-00,,1
679,1534 Beverly,1,Completed,ok,,2020-10-23,7,B2019-02804;B2019-02804-REV01,Issued,,,0,643510.0,061-2620-003-00,,1
680,1734 Spruce,1,Completed,ok,,,2,,Issued,,,0,2435445.0,058-2181-006-00,,1
681,2333 Rose,1,Completed,ok,,2020-03-16,1,B2018-03242,Finaled,,,0,2250351.0,060-2465-020-00,,1
682,2422 Bonar,1,Completed,ok,,2020-08-10,8,B2019-02641,Finaled,ZCBP2015-1471,Approved,1,1299970.0,056-1931-012-00,,1
683,2431 Mckinley,1,Completed,ok,,2020-03-05,2,B2019-03192,Finaled,,,0,538044.0,055-1902-024-00,,1
684,2441 Woolsey,1,Completed,ok,,2020-11-19,4,B2019-05629,Finaled,,,0,1303230.0,052-1559-006-00,,1
685,2606 Shasta,1,Completed,ok,,2020-07-14,2,B2018-04067,Finaled,ZP2017-0158,Approved,1,701016.0,060-2474-001-02,,1
686,2808 Garber,1,Completed,ok,,2020-12-09,2,B2020-01569,Finaled,,,0,892187.0,053-1701-003-00,,1
687,1330 Carleton,1,Completed,ok,,,18,B2017-05024;B2017-05024-REV01;B2017-05024-REV02;B2017-05024-REV04,Issued,,,0,1288742.0,054-1792-031-00,,1
688,1333 Carlotta,1,Completed,ok,,2020-10-02,3,B2019-00845;B2019-00843,Finaled,,,0,31421.0,060-2445-043-00,,1
689,1353 Acton,1,Completed,ok,,2020-01-21,5,B2018-04874,Finaled,,,0,1456833.0,060-2428-028-00,,1
690,1611 Lincoln,1,Completed,ok,,2020-08-25,2,B2019-04355;B2019-04354,Finaled,,,0,389429.0,058-2155-015-00,,1
691,868 Ensenada,1,Completed,ok,,,5,B2019-01705,Issued,,,0,265016.0,062-2871-004-00,,1
692,94 The Uplands,1,Completed,ok,,,0,,,,,0,1438728.0,064-4251-024-00,,0
693,2341 Carleton,1,Completed,ok,,2020-05-08,4,B2019-01469,Finaled,,,0,1506540.0,055-1833-007-00,,1
694,2633 Marin,1,Completed,ok,,2020-09-24,6,B2018-04394,Issued,,,0,817138.0,063-2964-044-00,,1
695,2801 Ashby,1,Completed,ok,,2020-07-28,7,B2016-05928,Finaled,,,0,298225.0,052-1566-014-00,,1
696,1222 Derby,1,Completed,ok,,,3,B2017-02460;B2017-02460-REV01,Finaled,,,0,551537.0,054-1740-006-00,,1
697,1507 Tyler,1,Completed,ok,,,3,B2019-00401,Finaled,,,0,965692.0,053-1612-017-00,,1
698,1828 Berkeley,1,Completed,ok,,2020-07-02,2,B2016-04789;B2016-04789-REV04,Issued,,,0,1969896.0,057-2060-016-00,,1
699,2215 Acton,1,Completed,ok,,2020-08-14,9,B2019-02162;B2019-02162-REV01,Issued,ZP2019-0009,Approved,1,172540.0,056-1998-047-00,,1
700,2909 Pine,1,Completed,ok,,2020-07-16,3,B2017-01537,Finaled,ZP2016-0083,Approved,1,558766.0,052-1565-040-00,,1
701,2959 California,1,Completed,ok,,2020-03-12,4,B2019-01859,Finaled,,,0,314040.0,053-1608-023-00,,1
702,908 Cedar,1,Completed,ok,,,7,B2017-02403;B2017-02402;B2017-02403-REV01;B2017-02402-REV01,Finaled,,,0,834439.0,058-2121-037-00,,1
703,1821 Ward,1,Completed,ok,,2021-11-16,6,B2020-03080,Issued,,,0,1818465.0,054-1727-010-00,,1
704,2314 Ellsworth,1,Completed,ok,,2021-09-20,5,B2018-02534,Finaled,ZCBP2015-0920,Closed,0,667460.0,055-1886-003-00,,1
705,2629 Woolsey,1,Completed,ok,,2021-06-14,3,B2020-01236,Issued,,,0,951722.0,052-1562-023-00,,1
706,2335 California,1,Completed,ok,,2021-05-26,4,B2020-02678,Issued,,,0,399996.0,055-1912-031-00,,1
708,1315 Milvia,1,Completed,ok,,2021-10-06,6,B2020-03702;B2020-03702-REV01,Issued,,,0,1158022.0,060-2453-018-00,,1
709,1611 Stannage,1,Completed,ok,,2021-03-29,2,B2017-04866,Finaled,,,0,1011675.0,059-2289-039-00,,1
710,2911 Lorina,1,Completed,ok,,2021-09-15,6,B2020-02547,Issued,,,0,1242500.0,053-1588-020-00,,1
711,3109 Lewiston,1,Completed,ok,,2021-10-08,5,B2019-02948,Finaled,,,0,2260676.0,052-1563-101-00,,1
712,59 The Plaza,1,Completed,ok,,,0,,,,,0,3183592.0,064-4240-002-00,,0
713,2325 Eighth,1,Completed,ok,,,3,B2018-01154;B2018-01154-DEF01,Issued,,,0,1337329.0,056-1937-035-00,,1
714,1632 Prince,1,Completed,ok,,2021-11-09,4,B2019-05530,Issued,PLN2018-0036;ZP2019-0084,Closed;Withdrawn,0,313628.0,052-1545-031-00,,1
715,1031 Channing,1,Completed,ok,,2021-11-10,3,B2020-01889;B2020-01885,Finaled,,,0,400597.0,056-1933-021-00,,1
716,1204 Carleton,1,Completed,ok,,,5,B2020-01013,Finaled,,,0,484011.0,054-1787-016-00,,1
717,1280 Monterey,1,Completed,ok,,2021-02-01,2,B2018-04710,Finaled,,,0,839969.0,060-2429-018-00,,1
718,1315 Blake,1,Completed,ok,,2021-03-16,7,B2020-01422,Issued,,,0,915141.0,054-1783-013-00,,1
719,1334 Blake,1,Completed,ok,,2021-10-12,8,B2019-04237,Finaled,,,0,1233489.0,054-1790-025-00,,1
720,1335 Delaware,1,Completed,ok,,2021-10-19,7,B2021-00868,Issued,ZCBP2015-0679,Approved,1,975575.0,058-2141-010-00,,1
721,1512 North,1,Completed,ok,,,3,,Finaled,,,0,480853.0,059-2277-022-00,,1
722,1535 Juanita,1,Completed,ok,,,7,B2020-04509,Under Review,,,0,970259.0,059-2286-039-00,,1
723,1628 Jaynes,1,Completed,ok,,2021-01-27,9,B2020-01658,Issued,,,0,318425.0,059-2278-015-00,,1
724,1775 Sonoma,1,Completed,ok,,2021-07-15,6,B2020-01556,Issued,,,0,1722839.0,061-2608-011-00,,1
725,2117 Eighth,1,Completed,ok,,2021-10-13,5,B2020-00103,Finaled,ZP2022-0086,Approved,1,901723.0,056-1971-024-00,,1
726,1943 Haste,1,Completed,ok,,,3,,Finaled,,,0,1220940.0,055-1899-004-00,,1
727,1015 Mariposa,1,Completed,ok,,2021-08-19,2,B2019-04275,Finaled,,,0,2087191.0,061-2559-020-00,,1
728,1120 Oxford,1,Completed,ok,,2021-12-03,1,B2018-00512,Finaled,,,0,1258356.0,061-2558-012-00,,1
729,1132 Amador,1,Completed,ok,,,8,,Issued,,,0,2277236.0,061-2562-007-00,,1
730,1442 Campus,1,Completed,ok,,2021-06-08,2,B2019-02404,Finaled,ZP2018-0128,Approved,1,833187.0,060-2478-014-00,,1
731,1505 Arch,1,Completed,ok,,2021-01-11,4,B2017-01520,Issued,,,0,2550378.0,059-2252-025-00,,1
732,1612 Spruce,1,Completed,ok,,2021-05-10,4,B2019-04885;B2019-04885-REV01;B2019-04885-REV02,Issued,,,0,429911.0,058-2183-003-00,,1
733,1620 Delaware,1,Completed,ok,,2021-09-23,6,B2020-01519,Issued,,,0,463042.0,057-2066-027-00,,1
734,2748 California,1,Completed,ok,,2021-02-04,3,B2020-00475,Finaled,,,0,657287.0,054-1733-007-00,,1
735,2847 Prince,1,Completed,ok,,2021-07-22,5,B2020-02202,Finaled,,,0,767539.0,052-1564-004-00,,1
736,2911 Hillegass,1,Completed,ok,,,2,B2020-01030;B2020-02833,Finaled,,,0,1024131.0,052-1569-024-00,,1
737,3020 Acton,1,Completed,ok,,2021-03-31,2,B2019-05560,Issued,,,0,1435000.0,053-1624-006-00,,1
738,831 Page,1,Completed,ok,,2021-12-01,4,B2020-03633;B2020-03633-REV01,Issued,,,0,761068.0,059-2336-014-00,,1
739,929 Colusa,1,Completed,ok,,2021-03-17,8,B2019-02327;B2019-02325;B2019-02327-REV01;B2020-02873,Issued,,,0,402389.0,061-2611-023-00,,1
740,1444 Fifth,1,Completed,ok,,2021-03-17,8,B2019-01349;B2019-01863;B2019-03783;B2019-03782,Issued,,,0,,059-2325-006-05,,1
741,1112 Fresno,1,Completed,ok,,2021-02-18,4,B2020-02014,Finaled,ZCBP2015-1617,Closed,0,1108439.0,061-2609-007-00,,1
742,1206 Talbot,1,Completed,ok,,,3,,Finaled,ZP2020-0096,Approved,1,354592.0,060-2408-005-00,,1
743,1284 Hearst,1,Completed,ok,,,8,B2020-00906,Finaled,,,0,720141.0,057-2081-007-00,,1
744,1307 Ward,1,Completed,ok,,,6,B2020-01020,Finaled,,,0,874115.0,054-1739-017-00,,1
745,1625 Russell,1,Completed,ok,,,3,B2020-01282;B2020-01282-DEF01;B2020-01282-DEF02,Issued,,,0,560397.0,053-1673-012-00,,1
746,1628 Seventh,1,Completed,ok,,,3,B2019-05208,Finaled,,,0,407448.0,058-2120-006-00,,1
747,2236 Eighth,1,Completed,ok,,2021-07-21,4,B2020-01864,Finaled,,,0,318971.0,056-1969-016-00,,1
748,2310 Curtis,1,Completed,ok,,2021-07-07,7,B2019-05408;B2019-05408-REV01;B2019-05408-REV02,Issued,,,0,579191.0,056-1926-003-00,,1
749,2417 Woolsey,1,Completed,ok,,,2,B2020-01052,Finaled,,,0,504690.0,052-1559-012-00,,1
750,584 Arlington,1,Completed,ok,,2021-07-20,7,B2019-00524,Issued,,,0,467707.0,062-2923-024-00,,1
751,1444 Fifth [B2019-01349],1,Completed,ok,,2021-03-17,8,B2019-01349;B2019-01863;B2019-03783;B2019-03782,Issued,,,0,,059-2325-006-00,,1
752,1626 Tenth,1,Completed,ok,,2021-10-07,6,B2018-01356;B2018-01356-REV01;B2018-01356-REV02;B2018-01356-REV03,Issued,,,0,892941.0,058-2125-013-00,,1
753,1640 Ninth,1,Completed,ok,,,2,B2018-03252,Finaled,,,0,1096186.0,058-2124-016-00,,1
754,1526 Sixth,1,Completed,ok,,2021-02-09,6,B2019-00047,Issued,DRCP2018-0002;ZP2018-0086,Approved,2,3097179.0,059-2315-027-00,,1
755,1209 Derby,1,Completed,ok,,,4,B2020-01244,Finaled,,,0,1110495.0,054-1787-010-00,,1
756,1316 Milvia,1,Completed,ok,,,1,B2019-03350,Finaled,,,0,876697.0,060-2451-009-00,,1
757,1414 Holly,1,Completed,ok,,2021-10-26,5,B2019-04410,Issued,,,0,455134.0,059-2285-006-00,,1
758,1414 M L King Jr,1,Completed,ok,,,0,,,,,0,862496.0,059-2270-006-00,,0
759,1440 Parker,1,Completed,ok,,,10,,Issued,,,0,1458560.0,054-1794-027-00,,1
760,1505 Tyler,1,Completed,ok,,2021-05-03,3,B2019-01035;B2019-01035-REV01,Issued,,,0,631400.0,053-1612-018-00,,1
761,1821 Woolsey,1,Completed,ok,,2021-07-07,4,B2020-01376,Issued,,,0,1420676.0,052-1550-013-00,,1
762,1522 Alcatraz,1,Completed,ok,,,3,B2018-00936;B2018-00936-REV01,Issued,,,0,203290.0,052-1438-029-00,,1
763,1536 Dwight,1,Completed,ok,,,8,B2020-00794,Issued,ZCBP2015-0668,Approved,1,830863.0,054-1797-024-01,,1
764,1730 Francisco,1,Completed,ok,,2021-01-07,6,B2018-05070,Finaled,,,0,1473354.0,058-2159-033-00,,1
765,1814 Virginia,1,Completed,ok,,,11,B2020-01259;B2020-01259-REV01,Issued,,,0,1626777.0,058-2167-022-00,,1
766,2407 Tenth,1,Completed,ok,,,2,B2020-01988,Finaled,,,0,342314.0,056-1932-023-00,,1
767,2425 Grant,1,Completed,ok,,,7,B2020-00577;B2020-00577-REV01,Issued,ZCBP2015-1710,Approved,1,2694636.0,055-1903-023-00,,1
768,2725 Mathews,1,Completed,ok,,2021-05-07,2,B2020-01744,Finaled,,,0,1221859.0,054-1742-072-00,,1
769,0 Queens,1,Completed,ok,,,3,B2017-03352;B2017-03352-REV01,Issued,,,0,2218300.0,060-2482-010-00,,1
770,1641 Seventh,1,Completed,ok,,2021-08-20,5,B2019-03539;B2019-03539-REV01,Issued,ZP2019-0026,Approved,1,1271843.0,058-2121-022-00,,1
771,2031 Prince,1,Completed,ok,,,2,,Finaled,,,0,618495.0,053-1594-003-00,,1
772,1039 Mariposa,1,Completed,ok,,2021-05-03,5,B2019-05173,Issued,ZP2019-0119,Withdrawn,0,446259.0,061-2559-015-00,,1
773,1107 Colusa,1,Completed,ok,,2021-10-14,9,B2020-02775,Issued,,,0,2121000.0,061-2609-023-00,,1
774,1412 Harmon,1,Completed,ok,,2021-09-14,8,B2019-04125;B2019-04142;B2021-01046,Issued,,,0,1323751.0,052-1519-022-00,,1
776,2131 Derby,1,Completed,ok,,2021-05-14,2,B2020-03928,Finaled,,,0,489701.0,055-1826-011-00,,1
777,2148 Ward,1,Completed,ok,,2021-05-06,4,B2020-03619,Finaled,,,0,898734.0,054-1720-029-00,,1
778,2915 Harper,1,Completed,ok,,2021-11-01,6,B2020-01503;B2022-05425,Issued,,,0,1006208.0,053-1600-027-00,,1
780,3130 Lewiston,1,Completed,ok,,2021-07-12,6,B2020-02258,Issued,,,0,1776346.0,052-1563-072-00,,1
781,50 Northgate,1,Completed,ok,,2021-01-29,4,B2017-02783,Finaled,,,0,659293.0,060-2469-018-00,,1
782,773 Neilson,1,Completed,ok,,,2,,Finaled,,,0,349950.0,062-2869-025-00,,1
784,1212 Colusa,1,Completed,ok,,,9,B2020-01359,Finaled,,,0,1197300.0,060-2436-007-00,,1
785,1227 Neilson,1,Completed,ok,,2021-06-16,4,B2020-00258,Finaled,,,0,891408.0,060-2415-017-00,,1
786,1423 Stannage,1,Completed,ok,,2021-03-05,4,B2020-00799,Finaled,,,0,714653.0,060-2398-013-00,,1
787,1445 Euclid,1,Completed,ok,,2021-02-10,7,B2020-00043,Finaled,,,0,1275426.0,059-2248-014-00,,1
788,1534 Dwight,1,Completed,ok,,2021-04-20,6,B2020-01851,Issued,,,0,709578.0,054-1797-023-00,,1
789,1595 Holly,1,Completed,ok,,2021-10-12,5,B2020-01517,Finaled,,,0,439217.0,059-2284-037-00,,1
790,1610 Oregon,1,Completed,ok,,2023-09-26,7,B2019-03475;B2019-03475-REV01;B2023-00087,Issued,,,0,1307022.0,053-1673-026-00,,1
791,1624 Posen,1,Completed,ok,,,3,B2017-00207,Issued,,,0,1557708.0,060-2436-001-00,,1
792,1711 Stuart,1,Completed,ok,,2021-10-20,8,B2019-03190,Issued,,,0,2045773.0,054-1729-017-00,,1
793,2317 Sixth,1,Completed,ok,,2021-11-15,3,B2020-02676,Finaled,,,0,1077854.0,056-1941-021-00,,1
794,2702 Shasta,1,Completed,ok,,,4,B2017-04282,Finaled,,,0,1890000.0,060-2469-068-01,,1
795,2851 Buena Vista,1,Completed,ok,,,0,,,,,0,2199474.0,058-2242-115-01,,0
796,1854 San Ramon,1,Completed,ok,,,0,,,,,0,558041.0,062-2911-011-00,,0
797,1222 Evelyn,1,Completed,ok,,,4,,Finaled,,,0,400022.0,060-2409-009-02,,1
798,1248 Haskell,1,Completed,ok,,2021-06-04,2,B2020-00446,Issued,,,0,1003170.0,052-1515-046-00,,1
799,1315 Ordway,1,Completed,ok,,2021-07-16,4,B2019-03691,Finaled,,,0,1089528.0,060-2423-018-00,,1
800,1510 Spruce,1,Completed,ok,,,8,,Issued,,,0,802005.0,059-2256-006-00,,1
801,1821 Sacramento,1,Completed,ok,,,3,B2020-00943,Finaled,,,0,507706.0,057-2067-017-00,,1
