"beso_id","property_building_name","building_address","alternate_addresses","beso_property_type","floor_area","_2024_benchmark_status","_2024_energy_star_score","_2024_site_eui_kbtu_ft2_","_2024_source_eui_kbtu_ft2_","_2024_natural_gas_use_therms_","_2024_electricity_use_grid_purchase_kwh_","_2023_benchmark_status","_2023_energy_star_score","_2023_site_eui_kbtu_ft2_","_2023_source_eui_kbtu_ft2_","_2023_natural_gas_use_kbtu_","_2023_electricity_use_grid_purchase_kwh_","_2022_benchmark_status","_2022_energy_star_score","_2022_site_eui_kbtu_ft2","_2022_source_eui_kbtu_ft2","_2022_natural_gas_use_kbtu_","_2022_electricity_use_grid_purchase_kwh_","_2021_benchmark_status","_2021_energy_star_score","_2021_site_eui_kbtu_ft2","_2021_source_eui_kbtu_ft2","_2021_natural_gas_use_kbtu_","_2021_electricity_use_grid_purchase_kwh_","assessment_requirement","assessment_first_cycle_due_date","assessment_first_cycle_status","assessment_first_cycle_payment_status","assessment_second_cycle_due_date","assessment_second_cycle_status","assessment_second_cycle_payment_status","assessment_third_cycle_due_date","assessment_third_cycle_status","assessment_third_cycle_payment_status"
"2030","2535 College Ave","2539 COLLEGE AVE","2535 COLLEGE AVE; 2539 COLLEGE AVE","Multifamily (5+ Units)","24377","2024 - Complied","100","30.2","46.5","5313.4","60201.8","2023 - Complied","99","32.9","51.9","5613.54","70717.5","2022 - Complied","99","32.3","50","5628.86","65777.6","2021 - Complied","99","31.3","48","5531.13","61601.9","Large Building","7/1/2019","Deferred","Deferred","7/1/2024","Did Not Comply","Due",,,
"2040","Mark Twain Condominiums","2601 COLLEGE AVE",,"Multifamily (5+ Units)","43000","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Complied","Paid","7/1/2024","Did Not Comply","Due",,,
"2050","2514-2516 Piedmont Ave","2514 PIEDMONT AVE","2514 PIEDMONT AVE; 2516 PIEDMONT AVE","Multifamily (5+ Units)","29814","2024 - Complied","100","30.7","46.9","6640","73422.7","2023 - Complied","100","36.3","43.7","9844.38","28283.3","2022 - Complied","100","38.3","45.5","10500.97","26531.4","2021 - Complied","100","32.6","39","8901.76","23886.3","Large Building","7/1/2019","Complied","Paid","7/1/2024","Deferred","Deferred","7/1/2029","Upcoming","Upcoming"
"2070","2313 Warring St","2313 WARRING ST","2313 WARRING ST","Multifamily (5+ Units)","15967","2024 - Complied",,"53.5","87.6","5664.58","84206.3","2023 - Complied",,"53.9","87.2","5799.26","82067.9","2022 - Complied",,"53.6","84.9","5934.41","76722.1","2021 - Complied",,"43.9","69.7","4856.12","63078.3","Time of Sale",,,,,,,,,
"2080","Warring Street Apartments","2461 WARRING ST","2461 WARRING ST","Multifamily (5+ Units)","40093","2024 - Complied","93","35.5","55.6","10049.75","122704.5","2023 - Complied","90","40.2","60.6","11901.61","123406.4","2022 - Did Not Report",,,,,,"2021 - Complied","90","39.4","58.9","11765.68","117835.7","Large Building","7/1/2019","Exempt","Exempt","7/1/2024","Did Not Comply","Due",,,
"2090","Piedmont Avenue Apartments","2437 PIEDMONT AVE","2437 PIEDMONT AVE","Multifamily (5+ Units)","28626","2024 - Complied","100","22.3","40.3","3645.75","80599.3","2023 - Complied","100","24.2","44.6","3808.94","91756.6","2022 - Complied","100","25.4","45.9","4110.87","92222.5","2021 - Complied","100","26.6","44.9","4835.45","81519","Large Building","7/1/2019","Deferred","Deferred","7/1/2024","Did Not Comply","Due",,,
"2110","2715 Dwight Way","2715 DWIGHT WAY","2715 DWIGHT WAY","Multifamily (5+ Units)","29856","2024 - Exempt",,,,,,"2023 - Did Not Report",,,,,,"2022 - Complied","100","17.4","24.8","4056.28","33073.9","2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"2120","2732 Haste Street","2732 HASTE ST","2732 HASTE ST","Multifamily (5+ Units)","28956","2024 - Complied","100","21.2","33.4","4272.89","54419.3","2023 - Complied","100","26.1","41.5","5196.83","68792.5","2022 - Complied","100","26.3","42.9","5092.28","74050.2","2021 - Complied","100","22.5","36.2","4443.26","60799.7","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"2140","2725 Haste St","2725 HASTE ST","2725 HASTE ST; 2721 HASTE ST","Multifamily (5+ Units)","49012","2024 - Complied","100","18.8","30.1","6283.64","85388.4","2023 - Complied","100","21.1","32.9","7329.52","88041.7","2022 - Complied","100","19.7","30.4","6924.71","80000.5","2021 - Complied","100","19.4","29.3","6956.91","74106.1","Large Building","7/1/2018","Complied","Paid","7/1/2023","Complied","Paid","7/1/2028","Upcoming","Upcoming"
"2150","College Avenue Apartments","2415 COLLEGE AVE","2415 COLLEGE AVE","Multifamily (5+ Units)","38238","2024 - Complied","100","18.8","28.5","5260.47","56452.4","2023 - Complied","100","21.7","32.3","6188.3","61390.9","2022 - Complied","100","21.4","31.7","6130.3","59602.5","2021 - Complied","100","21.3","31.9","6051.61","61172.4","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"2160","2724 Channing Way","2724 CHANNING WAY","2724 CHANNING WAY","Multifamily (5+ Units)","18850","2024 - Complied",,"28.3","49.5","3208.96","62351.5","2023 - Complied",,"27.6","48.4","3118.13","61161.8","2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"2170","The Berk on College","2700 BANCROFT WAY","2315 COLLEGE AVE; 2700 BANCROFT WAY","Multifamily (5+ Units)","65750","2024 - Complied","29","40.2","64.6","18016.59","246559.7","2023 - Complied","41","38","63","16358.56","253767.8","2022 - Complied","88","37.2","61.2","16150.87","243476.9","2021 - Complied","94","26","46.2","9967.33","208371.7","Large Building","7/1/2018","Deferred","Deferred","7/1/2023","Deferred","Deferred","7/1/2028","Upcoming","Upcoming"
"2180","The Graduate Berkeley Hotel","2600 DURANT AVE","2600 DURANT AVE","Commercial","70000","2024 - Complied","94","64","115.2","25662.5","561878","2023 - Complied","95","60.6","113.2","22565.5","581345.9","2022 - Complied","92","76.4","122.1","36705","491533","2021 - Did Not Report",,,,,,"Large Building","7/1/2018","Did Not Comply","Due",,,,,,
"2190","Royston Apartments","2601 CHANNING WAY","2601 CHANNING WAY","Multifamily (5+ Units)","34635","2024 - Complied",,"16.5","30.3","3156.9","75321.4","2023 - Complied",,"19","33.6","3872.99","79226.8","2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due","7/1/2024","Deferred","Deferred","7/1/2029","Upcoming","Upcoming"
"2200","2355 Telegraph Ave","2500 DURANT AVE","2500 DURANT AVE; 2506 DURANT AVE; 2367 TELEGRAPH AVE; 2355 TELEGRAPH AVE","Multifamily (5+ Units)","32121","2024 - Complied",,"65.8","101.8","15115.12","176031.4","2023 - Complied",,"74.9","126.4","15319.88","256477.6","2022 - Complied",,"89.2","150.3","18268.04","304440.8","2021 - Complied",,"95","165.8","18370.78","355654.4","Large Building","7/1/2019","Exempt","Exempt","7/1/2024","Did Not Comply","Exempt",,,
"2210","2516 DURANT AVE","2516 DURANT AVE","2516 DURANT AVE; 2518 DURANT AVE","Commercial","23002","2024 - Complied",,"36.6","100.5","260.04","239076.4","2023 - Complied",,"71.3","134.7","8549.06","230257.5","2022 - Complied",,"72.8","134.9","9043.92","225475.4","2021 - Complied",,"69.6","119.8","9890.13","179667.5","Time of Sale",,,,,,,,,
"2220","2526-2528 Durant Ave","2526 DURANT AVE","2526 DURANT AVE; 2528 DURANT AVE","Multifamily (5+ Units)","29590","2024 - Complied","100","32.6","55","6136.06","102834.2","2023 - Complied","100","32.2","56.1","5738.08","110672.3","2022 - Complied","100","35.7","60.3","6713.02","113119.5","2021 - Complied","97","48.3","72.1","10680.5","106008.4","Large Building","7/1/2019","Deferred","Deferred","7/1/2026","Upcoming","Upcoming",,,
"2230","The Granada at Sather Gate","2510 BANCROFT WAY","2301 TELEGRAPH AVE; 2512 BANCROFT WAY; 2514 BANCROFT WAY; 2516 BANCROFT WAY; 2309 TELEGRAPH AVE; 2315 TELEGRAPH AVE; 2311 TELEGRAPH AVE; 2305 TELEGRAPH AVE; 2307 TELEGRAPH AVE; 2301 TELEGRAPH AVE","Multifamily (5+ Units)","45836","2024 - Complied",,"72.6","147.7","14543.35","548771.8","2023 - Complied",,"81.7","155","19344.3","531111","2022 - Complied",,"81.7","158.1","18496.05","555015.5","2021 - Complied",,"55","126.4","7255.22","526664","Large Building","7/1/2019","Exempt","Exempt","7/1/2024","Did Not Comply","Due",,,
"2240","2580 Bancroft Way","2580 BANCROFT WAY","2580 BANCROFT WAY; 2562 BANCROFT WAY; 2564 BANCROFT WAY; 2546 BANCROFT WAY; 2552 BANCROFT WAY; 2558 BANCROFT WAY; 2576 BANCROFT WAY; 2570 BANCROFT WAY; 2560 BANCROFT WAY","Commercial","172522","2024 - Did Not Report",,,,,,"2023 - Complied","100","18.2","36.2","14482.82","495188.7","2022 - Did Not Report",,,,,,"2021 - Exempt",,,,,,"Large Building","7/1/2019","Exempt","Exempt","7/1/2025","Did Not Comply","Due",,,
"2260","Bancroft Commons","2470 BANCROFT WAY","2468 BANCROFT WAY; 2470 BANCROFT WAY","Commercial","17802","2024 - Complied",,"36.3","57.9","4456.91","58889.8","2023 - Complied",,"15.5","35.7","795.98","57770.1","2022 - Complied",,"11.8","31.8","109.8","58089.2","2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due","7/1/2024","Pending","Due",,,
"2270","Telegraph Commons Apartments","2490 CHANNING WAY","2486 CHANNING WAY; 2488 CHANNING WAY; 2404 TELEGRAPH AVE; 2498 CHANNING WAY; 2492 CHANNING WAY; 2490 CHANNING WAY; 2494 CHANNING WAY; 2400 TELEGRAPH AVE; 2496 CHANNING WAY; 2402 TELEGRAPH AVE","Multifamily (5+ Units)","26338","2024 - Complied","89","66.6","109.3","11628.48","173591.6","2023 - Complied","77","83.3","128.3","15782.19","180185.8","2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Pending","Due",,,,,,
"2280","Evans Manor","2315 DWIGHT WAY","2315 DWIGHT WAY; 2316 HASTE ST","Multifamily (5+ Units)","44262","2024 - Complied",,"32.3","49.1","10441.9","112894.7","2023 - Complied","94","37.2","52.4","13120.64","98564.5","2022 - Complied","95","34.6","49.9","11904.2","100212","2021 - Complied","94","36.3","51.8","12630.33","101058.9","Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"2290","Picardo Arms Apartments","2491 ELLSWORTH ST","2491 ELLSWORTH ST","Multifamily (5+ Units)","32240","2024 - Complied","95","59.1","73.3","16974.14","60654.1","2023 - Complied","74","61","76.4","17373.46","66984.4","2022 - Complied","80","57.6","72.7","16300.62","66215.7","2021 - Complied","69","54.5","70.5","15147.27","71321.1","Large Building","7/1/2024","Complied","Paid","7/1/2019","Deferred","Deferred","7/1/2029","Upcoming","Upcoming"
"2300","2431 Ellsworth Street","2431 ELLSWORTH ST","2431 ELLSWORTH ST","Multifamily (5+ Units)","31866","2024 - Complied","100","23.7","38.9","5012.37","74806.8","2023 - Complied","100","29.4","47.6","6325.95","89234.8","2022 - Complied","100","29.9","48.2","6482.44","89580.9","2021 - Complied","100","26.6","42.3","5874.65","76625.3","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"2310","2330 Haste St","2330 HASTE ST","2330 HASTE ST","Multifamily (5+ Units)","17721","2024 - Complied","100","23.4","48.2","1762.68","70056.8","2023 - Complied","100","23.9","50.1","1709.01","74206.8","2022 - Complied","100","24.4","50.9","1777.07","74836.6","2021 - Complied","99","26.1","53.5","1982.25","77462.8","Time of Sale",,,,,,,,,
"2330","First Congregational Church of Berkeley (CAMPUS)","2345 CHANNING WAY","2340 DURANT AVE; 2345 CHANNING WAY","Commercial","24166","2024 - Complied","23","54.6","75.5","10708.05","73216.8","2023 - Complied","26","53.8","75","10425.63","75241","2022 - Complied","44","39.1","56.5","9267.17","79193","2021 - Did Not Report",,,,,,"Large Building","7/1/2023","Deferred","Deferred","7/1/2028","Upcoming","Upcoming",,,
"2340","2362 Bancroft Way","2362 BANCROFT WAY","2339 DURANT AVE; 2320 DANA ST; 2362 BANCROFT WAY","Commercial","38440","2024 - Insufficient Data",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"2370","2405 Fulton St","2405 FULTON ST","2405 FULTON ST","Multifamily (5+ Units)","36300","2024 - Complied","100","14.3","21.3","3861.8","38636.1","2023 - Complied","100","15.5","22.4","4391.13","36736.3","2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due","7/1/2025","Complied","Paid","7/1/2030","Upcoming","Upcoming"
"2400","2230 Haste St","2230 HASTE ST","2230 HASTE ST","Multifamily (5+ Units)","32648","2024 - Complied","100","18.1","27.8","4254.75","48339.2","2023 - Complied","100","22.6","35.7","5154.16","65492.3","2022 - Complied","100","20.6","32.7","4680.5","60269.1","2021 - Complied","100","17.8","29.5","3785.15","59205.7","Large Building","7/1/2019","Complied","Paid","7/1/2024","Deferred","Deferred","7/1/2029","Upcoming","Upcoming"
"2410","The Dwight","2121 DWIGHT WAY","2477 SHATTUCK AVE; 2475 SHATTUCK AVE; 2479 SHATTUCK AVE; 2121 DWIGHT WAY; 2107 DWIGHT WAY","Multifamily (5+ Units)","90717","2024 - Complied","99","24.1","52.3","7923.11","409114.3","2023 - Complied","100","24.1","52.1","8026.12","406458.8","2022 - Complied","99","26.1","56.1","8734.06","437072.9","2021 - Complied","100","24.3","51.5","8489.04","396050.7","Large Building","7/1/2018","Deferred","Deferred","7/1/2028","Upcoming","Upcoming",,,
"2420","Berkeley Apartments - Fine Arts Building","2451 SHATTUCK AVE","2110 HASTE ST; 2461 SHATTUCK AVE; 2471 SHATTUCK AVE; 2451 SHATTUCK AVE; 2100 HASTE ST","Mixed Use (Comm/MF)","58315","2024 - Insufficient Data",,,,,,"2023 - Complied","99","35.9","71.7","9625.32","331668.5","2022 - Complied","99","36.4","73.2","9535.09","342233.9","2021 - Complied","100","29.8","61.4","7315.61","294496.1","Large Building","7/1/2018","Deferred","Deferred","7/1/2023","Did Not Comply","Due",,,
"2430","2117 Haste St","2117 HASTE ST","2117 HASTE ST","Multifamily (5+ Units)","30048","2024 - Complied","100","25.3","46.1","4257.36","98276.7","2023 - Complied","100","27.4","48.7","4788.54","100687.3","2022 - Complied","100","26.5","46.5","4770.41","93808.6","2021 - Complied","100","24.5","44.1","4198.69","92419.6","Large Building","7/1/2019","Deferred","Deferred","7/1/2024","Deferred","Deferred","7/1/2029","Upcoming","Upcoming"
"2450","Stadium Place","2310 FULTON ST","2310 FULTON ST; 2129 DURANT AVE; 2131 DURANT AVE","Mixed Use (Comm/MF)","51320","2024 - Complied",,"16.4","30.2","4600.03","111440.7","2023 - Complied",,"17.8","31.4","5366.23","109763.5","2022 - Insufficient Data",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2018","Deferred","Deferred","7/1/2023","Did Not Comply","Due",,,
"2470","Berkeley Park Apartments","2025 DURANT AVE","2020 BANCROFT WAY; 2025 DURANT AVE","Multifamily (5+ Units)","67410","2024 - Complied","100","42.4","58.9","23018.42","162419.9","2023 - Complied","100","46.2","63.7","25300","171341.9","2022 - Complied","100","43.7","60.8","23696.11","168504.1","2021 - Complied","100","39.7","48.1","24339.14","71655.7","Large Building","7/1/2018","Pending","Due","7/1/2023","Deferred","Deferred",,,
"2480","2300 Shattuck Ave","2300 SHATTUCK AVE","2322 SHATTUCK AVE; 2036 BANCROFT WAY; 2040 BANCROFT WAY; 2338 SHATTUCK AVE; 2350 SHATTUCK AVE; 2342 SHATTUCK AVE; 2300 SHATTUCK AVE; 2330 SHATTUCK AVE","Mixed Use (Comm/MF)","118605","2024 - Complied",,"20.1","33.7","15384.2","248939.1","2023 - Complied",,"23.9","38.4","19365.47","264400.6","2022 - Complied",,"23","40.6","16163.14","326055.5","2021 - Complied",,"18.7","33","13069.78","266613.1","Large Building","7/1/2018","Complied","Paid","7/1/2027","Upcoming","Upcoming",,,
"2500","Stuart Pratt Manor","2020 DURANT AVE","2020 DURANT AVE","Multifamily (5+ Units)","26701","2024 - Complied","35","82.3","119.8","16862.23","149505.6","2023 - Complied","37","81.7","122.2","16242.93","163006.6","2022 - Complied","40","81.1","119.5","16437.73","153228","2021 - Complied","39","82.3","116.1","17420.68","133110.2","Large Building","7/1/2018","Complied","Paid","7/1/2023","Pending","Paid",,,
"2510","Varsity Berkeley","2024 DURANT AVE","2024 DURANT AVE","Multifamily (5+ Units)","95066","2024 - In Progress",,,,,,"2023 - Complied","99","34.2","56.6","13079.88","336330.3","2022 - Complied","99","34.8","58.2","15791.14","349521.8","2021 - Complied","100","30.1","52.2","17479.76","327069.7","Large Building","7/1/2018","Deferred","Deferred","7/1/2025","Did Not Comply","Due",,,
"2520","2029 Channing Way","2029 CHANNING WAY","2029 CHANNING WAY","Multifamily (5+ Units)","26545","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"2530","Haste Park Apartments","2033 HASTE ST","2033 HASTE ST","Multifamily (5+ Units)","35000","2024 - Complied","100","39.5","58.3","10454.56","98702.9","2023 - Complied","99","44.7","64.3","12178.3","101775.1","2022 - Complied","99","43.1","64.5","11256.33","112453.6","2021 - Complied","99","42.3","61.3","11451.64","98643.4","Large Building","7/1/2018","Pending","Due","7/1/2023","Complied","Paid","7/1/2028","Upcoming","Upcoming"
"2540","The Barker Bldg","2484 SHATTUCK AVE","2486 SHATTUCK AVE; 2484 SHATTUCK AVE","Commercial","40000","2024 - Complied","98","9.8","27.6",,"115438.2","2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Complied","98","10","28",,"117269.1","Large Building","7/1/2019","Complied","Paid","7/1/2024","Did Not Comply","Due",,,
"2550","Herrick Hospital Campus","2001 DWIGHT WAY","2001 DWIGHT WAY","Commercial","280979","2024 - Complied","94","151.6","257.2","268620.8","4613244.5","2023 - Complied","90","162.5","270.1","296875.89","4681211.5","2022 - Complied","96","154","254.2","306898.98","4697611.7","2021 - Complied","97","148.6","246.8","293462.1","4610306.4","Large Building","7/1/2018","Did Not Comply","Due","7/1/2023","Deferred","Deferred","7/1/2028","Upcoming","Upcoming"
"2590","The Panoramic Berkeley","2539 TELEGRAPH AVE","2543 TELEGRAPH AVE","Mixed Use (Comm/MF)","72000","2024 - In Progress",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2029","Upcoming","Upcoming",,,,,,
"2620","2390 Fourth St","2390 FOURTH ST","2390 FOURTH ST; 2380 FOURTH ST; 2370 FOURTH ST","Mixed Use","26366","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"2670","Avalon Berkeley","651 ADDISON ST","2020 THIRD ST","Mixed Use (Comm/MF)","94083","2024 - Insufficient Data",,,,,,"2023 - Complied","59","38.6","66.2","22478.45","405327.2","2022 - Complied","49","40.6","70.9","23035.75","445435.8","2021 - Complied","36","41.3","73.1","22854.65","468557","Large Building","7/1/2018","Deferred","Deferred","7/1/2024","Did Not Comply","Due",,,
"2680","Fourth & U","700 UNIVERSITY AVE","2020 FOURTH ST","Mixed Use (Comm/MF)","179754","2024 - Complied","100","28.4","50.6","29748.63","625370.4","2023 - Complied","99","31","54.3","33288.87","655797.4","2022 - Complied","96","29.7","52.6","31317.29","646195.5","2021 - Did Not Report",,,,,,"Large Building","7/1/2018","Deferred","Deferred","7/1/2023","Deferred","Deferred","7/1/2028","Upcoming","Upcoming"
"2690","Takara Sake USA","719 ALLSTON WAY","708 ADDISON ST; 719 ALLSTON WAY","Mixed Use (Comm/Ind)","69677","2024 - Complied",,"276.5","460.5","124888.05","1985937.2","2023 - Complied",,"358.3","545.4","182313.88","1973706.6","2022 - Complied",,"370.7","558.2","191043.81","1971197.5","2021 - Complied",,"360.4","545.9","184489.75","1953616.9","Large Building","7/1/2018","Exempt","Exempt",,,,,,
"2740","The Aquatic III","2000 FIFTH ST","2001 FOURTH ST; 2010 Fifth St; 2015 FOURTH ST; 2007 FOURTH ST; 2000 FIFTH ST","Mixed Use","135136","2024 - Complied","98","24.8","53.9","11997.31","630778.8","2023 - Complied","97","26.3","56.3","13339.13","649217.8","2022 - Complied","97","26.8","57.3","13615.95","660640.8","2021 - Complied","97","25.2","55.1","12030.98","646878.1","Large Building","7/1/2018","Deferred","Deferred","7/1/2028","Upcoming","Upcoming",,,
