GEOID20,corridor,acres,parcels,units_per_block,headroom_mh_byright,headroom_mh_bonus,headroom_corridor_est,headroom_hillside,headroom_total
060014232002016,,1.0183212770261882,3,0,7,11,0,0,7
060014220001052,,4.285301525403582,3,1,0,0,294,0,294
060014219001012,,0.9973173196014793,4,5,27,43,0,0,27
060014221002008,,0.3993222964509392,0,3,0,0,0,0,0
060014220001019,,3.8222260405341135,17,5,0,0,291,0,291
060014221002012,,0.3978396641621362,0,0,0,0,0,0,0
060014232001011,,0.31110567526716115,0,0,0,0,0,0,0
060014211001006,,11.425164417515857,41,40,0,0,0,0,0
060014215001014,,7.602444166218809,33,36,0,0,0,0,0
060014215003020,,3.099937010505589,14,14,0,0,0,0,0
060014220002062,,4.997953445554886,17,13,115,183,0,0,115
060014221001024,,1.754695313798341,12,12,84,132,0,0,84
060014219004014,,3.8160484059974342,31,35,213,337,0,0,213
060014221001018,,0.2537772267667788,0,0,0,0,0,0,0
060014219002017,,0.4173609892980423,0,0,0,0,0,0,0
060014238002010,,21.08698483288202,79,78,0,0,0,0,0
060014237002002,,0.3924033457698585,0,0,0,0,0,0,0
060014238001005,,4.010520341212094,24,23,0,0,0,0,0
060014229023003,,2.6969081333326423,4,1,0,0,0,0,0
060014229012007,,3.770828121188943,16,158,0,0,243,0,243
060014234002000,,4.2319267630066735,32,51,212,340,0,0,212
060014229012004,,0.3321096326918702,0,0,0,0,0,0,0
060014233001000,,4.460746346245268,32,33,215,339,11,0,226
060014230003014,,5.296209640985754,34,49,227,363,0,0,227
060014218001012,,4.793103084318606,36,38,250,394,0,0,250
060014218001003,,2.816260032581283,18,24,109,173,7,0,116
060014218001010,,4.990046073347937,34,47,231,367,0,0,231
060014223002010,,4.9134434050931155,41,59,275,439,0,0,275
060014224003004,,5.163019840374952,32,93,142,226,75,0,217
060014217001013,,0.672620848353624,0,0,0,0,0,0,0
060014217001001,,5.329815972865289,30,28,0,0,0,0,0
060014217003001,,5.023899510608938,27,97,174,278,8,0,182
060014224003006,,4.969536326686162,7,2,7,11,74,0,81
060014224004001,,5.081475064490788,32,159,193,309,13,0,206
060014236011012,,5.111374815648315,45,50,307,487,0,0,307
060014239021006,,2.4493085411025426,19,27,117,185,0,0,117
060014237002019,,2.3986519379017737,2,0,0,0,157,0,157
060014220001002,,15.421352646602854,0,0,0,0,0,0,0
060014220002022,,5.124965611629009,14,4,0,0,354,0,354
060014220002056,,3.1513349298507594,14,12,0,0,252,0,252
060014214002005,,6.245588516582604,33,36,0,0,0,0,0
060014216003002,,1.4729951789257725,9,11,0,0,0,0,0
060014216004000,,6.528771283743975,36,36,0,0,0,0,0
060019821001006,,65.66504275494012,0,1,0,0,0,0,0
060019821001007,,59.7626836132154,0,0,0,0,0,0,0
060019821001015,,55.42474864155932,0,0,0,0,0,0,0
060014216003000,,4.356467875266125,22,21,0,0,0,0,0
060014215001003,,19.143748113024234,48,40,0,0,0,0,0
060014239011018,,0.8572085683095966,7,11,7,11,47,0,54
060014216001009,,5.732844850038235,32,31,0,0,0,0,0
060014237001007,,7.657548666285987,46,60,316,500,0,0,316
060014240014005,,2.245940812155066,16,35,43,71,72,0,115
060014240014011,,4.9586636899016066,34,77,226,362,0,0,226
060014240014017,,2.603749404519521,14,36,74,118,37,0,111
060014219004000,,1.5659068023574267,10,8,62,98,0,0,62
060014212002010,,0.6165279267605775,0,0,0,0,0,0,0
060014222001002,,5.798327776127034,30,32,204,324,0,0,204
060014236023013,,1.945954879053927,14,18,95,151,0,0,95
060014218001007,,3.269945512954999,22,33,148,236,0,0,148
060014220001066,,1.4287633156431498,3,0,0,0,75,0,75
060014240021002,,4.672762763544096,37,50,254,402,0,0,254
060014238001007,,13.580170449291005,47,50,0,0,0,0,0
060014229022004,,1.000035478797618,5,0,0,0,70,0,70
060014224002002,,2.5029304088809177,8,26,56,88,0,0,56
060014217002003,,0.5327592024432085,0,0,0,0,0,0,0
060014223003006,,0.32444936586638806,0,0,0,0,0,0,0
060014239022014,Telegraph,2.8088468711372685,21,34,61,97,92,0,153
060014218002002,,0.5112610342555651,8,0,0,0,127,0,127
060014216004006,,1.732208724084829,11,27,0,0,0,4,4
060014228002005,,3.021851709961965,2,2,0,0,288,0,288
060014220001029,,4.994741075595813,16,14,0,0,354,0,354
060014220001021,,5.030077145145618,23,19,158,250,0,0,158
060014221001012,,0.2616845989737281,0,0,0,0,0,0,0
060014215002003,,3.2976213156793213,19,21,0,0,0,0,0
060014220002055,,2.989233799608299,30,10,0,0,160,0,160
060014220002051,,3.3262855399295126,20,8,0,0,272,0,272
060014212002023,,3.117481492589758,17,19,0,0,0,0,0
060014213001008,,5.521075538120875,40,39,133,209,0,0,133
060014212002013,,6.729915064258248,36,41,0,0,0,0,0
060014212002009,,0.5357244670208144,0,0,0,0,0,0,0
060014219001006,,1.5355128404369653,11,10,0,0,69,0,69
060014212003004,,0.7912314314578633,0,0,0,0,0,0,0
060014216003009,,2.9857743242677586,35,45,0,0,0,6,6
060014234002003,,3.7246194148545833,26,33,181,285,0,0,181
060014221002019,,1.5389723157775057,6,29,0,0,107,0,107
060014212004000,,9.464877426336834,52,52,0,0,0,0,0
060014211002001,,4.650770384593518,23,21,0,0,0,0,0
060014211002010,,10.628002456902781,62,63,0,0,0,0,0
060014213003003,,3.1024080643202607,12,14,84,132,0,0,84
060014214002003,,8.645970192154648,44,48,0,0,6,0,6
060014214002009,,4.120729341346449,21,21,14,22,0,0,14
060014211002021,,4.026829296388926,21,25,0,0,0,0,0
060014236012000,College–Elmwood,4.151617514029844,42,32,13,21,396,0,409
060014239021002,College–Elmwood,2.4559803864021563,33,27,0,0,315,0,315
060014223002003,,5.035513463537895,31,43,208,332,0,0,208
060014231001009,,4.553410864295455,32,51,209,337,0,0,209
060014222001016,,2.6593481153496334,20,22,137,217,0,0,137
060014231002002,,4.621364844198926,31,41,211,335,0,0,211
060014232002007,,2.7381747320376593,15,36,6,10,156,0,162
060014231003003,,5.433600233081498,37,44,253,401,0,0,253
060014236023005,Telegraph,3.0799214746067487,25,60,69,109,196,0,265
060014227003004,College–Southside,0.688929803530457,1,99,0,0,34,0,34
060014228001010,,1.6719150110068406,2,2,0,0,127,0,127
060014236021006,Telegraph,1.851807728714937,11,16,0,0,124,0,124
060014227004000,College–Southside,5.399746795820497,19,207,0,0,295,0,295
060014219003001,,3.2981155264422557,19,18,81,129,78,0,159
060014219001011,,4.232668079151075,25,30,169,269,0,0,169
060014215002002,,2.494775931292501,12,13,0,0,0,0,0
060014215002001,,5.443978659103119,30,31,0,0,0,0,0
060014215001015,,11.436778370444813,56,50,0,0,0,0,0
060014215002023,,6.71484163598875,36,38,0,0,0,0,0
060014216003012,,3.094994902876246,14,16,0,0,0,0,0
060014215001010,,1.6729034325327092,7,7,0,0,0,0,0
060014221002003,,0.38573150047024507,0,0,0,0,0,0,0
060014219003003,,11.604562924461018,99,111,625,989,65,0,690
060014222003002,,0.29973882771967153,0,0,0,0,0,0,0
060014220002050,,5.818096206644408,6,0,0,0,147,0,147
060014212003007,,5.174386687922442,33,34,0,0,0,0,0
060014213004001,,6.643181075363273,33,34,231,363,0,0,231
060014213002018,Solano,1.7957148071218905,14,33,70,110,35,0,105
060014213001007,,0.4860562853459142,0,1,0,0,0,0,0
060014213002008,,3.8909213365819855,27,27,188,296,0,0,188
060014214001004,,5.217877235060663,34,37,0,0,0,0,0
060014214001010,,10.206934886882731,56,65,0,0,0,0,0
060014215002014,,6.165526372987242,32,32,0,0,0,0,0
060014217001000,,5.602126103242106,40,42,0,0,0,0,0
060014212003009,,3.8518786863101733,25,26,0,0,0,0,0
060014213001018,,2.8001981827859175,20,20,28,44,0,0,28
060014213003002,,4.967559483634425,24,27,166,262,0,0,166
060014219004007,,4.044373778473095,33,29,228,360,0,0,228
