id,address_display,units,status,permits,filed,complete,entitled,bp_issued,co_date,height_stories,height_feet,is_uc_project,construction_status,developer,architect,description,latitude,longitude,processing_days,density_bonus,vli_units,apn,owner,accela_status,accela_status_date,construction_start,estimated_completion,sb35_flag,sb330_flag,ab2011_flag,total_fees,app_packet_mb,construction_method,field_survey_date,field_survey_notes,demolition_permit_date,demolition_start_date,inspection_count,first_inspection_date,last_inspection_date,final_inspection_date,density_bonus_pct,construction_data_reliability,is_stalled,fee_count,unit_category,tenure,project_size,created_at,updated_at,bp_filed_date,total_units,year,pipeline_stage,construction_substage,coord_source,project_category
132,"1627 Jaynes St",0,Approved,ZP2024-0129,2024-09-06,2024-10-18,2025-05-16,,,3,,0,,,,"Demolition of existing single-family residence to construct a new 2,250 square-foot, two-story [dwelling] at 1627 Jaynes  UPPH: 1627 JAYNES Demolition of existing SFR to construct new 2250 square foot, two-story, four bedroom, three bath house. New 107 square foot patio at lower level; new exterior stairway to main entry; New 890 square foot patio in rear yard. Replacement of entry path from sidewalk to house.",37.8782356,-122.27953219,252,0,0,059227901600,"Humphries Shoana S & Rahimi Al","Appeal: No Appeal",2025-05-16,,,0,0,0,9780.0,0.0,,,,,,,,,,,Estimated,1,1,2-4,Renter,"Small (1-10)","2026-04-01 21:02:26","2026-04-01 21:02:26",,,2024,Entitled,,initial_import,housing_replacement
133,"2128 Oxford St",485,Approved," ZP2022-0135",2023-03-17,2023-03-17,2024-10-04,,,26,,0,,"Core Spaces",,"** SB330 Application — Demolition of existing structure(s) (includes 16 rent-controlled units) and construction of 26-story, mixed-use building with 485 dwelling units (includes 5 ELI and 42 VLI) and 13,500 SF of commercial space. Closed LUST Site (2148 Center). Eligible National Register Historic (2132 Center).",37.87026527,-122.26618858,567,0,47,,"Core Berkeley Oxford LLC","Case Closed: Approved",2024-10-04,,,0,1,0,755449.02,0.0,,,,,,,,,,,Estimated,0,0,5+,Renter,"Mega (100+)","2026-04-01 21:02:26","2026-04-01 21:02:26",,485.0,2023,Entitled,,initial_import,housing_addition
134,"2480 Bancroft Way",28,Completed,DRCF2023-0005,2023-09-12,2023-09-12,2023-10-02,,,8,,0,completed,,,"DRCF: 2480 Bancroft Way. Demolish an existing one story retail building and construct a new eight story mixed-use building with 28 residential units. Proposed restaurant space on the first floor serving beer and wine. Two residential units will be provided at very low income affordability levels.",37.86838541,-122.25966232,20,0,0,055187802200,"Rue Ell Enterprises Inc","Public Notification: Completed",2023-10-02,,,0,0,0,4300.0,0.0,,2026-04-03,"Finished, for rent.",2022-12-19,,,,,,,Estimated,0,1,5+,Renter,"Medium (11-49)","2026-04-01 21:02:26","2026-04-01 21:02:26",,28.0,2023,Completed,"Final Inspection / CO",initial_import,housing_addition
135,"2150 Kittredge St",169,Completed,B2021-00008,2021-01-01,"","",,2024-01-01,3,,0,occupied,,,"Mixed-use residential building with 169 units. CO issued 2024.",37.8683686,-122.26683842,1095,0,0,"057 202901600",,,,2022-06-01,2024-06-01,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,,,,"2026-04-01 21:02:26","2026-04-01 21:02:26",,169.0,2021,Completed,Occupied,initial_import,housing_addition
136,"1951 Shattuck Ave",163,Completed,B2021-04893,2021-01-01,"","",,2024-01-01,3,,0,occupied,,,"Mixed-use residential building with 163 units. CO issued 2024.",37.87277577,-122.26881378,1095,0,0,"057 204600100",,,,2022-06-01,2024-06-01,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,,,,"2026-04-01 21:02:26","2026-04-01 21:02:26",,163.0,2021,Completed,Occupied,initial_import,housing_addition
137,"2000 University Ave",82,Completed,B2022-01111,2022-01-01,"","",,2024-01-01,3,,0,occupied,"Read Investments",,"Mixed-use residential building with 82 units. CO issued 2024.",37.8716201,-122.27050252,730,0,0,"057 202501300",,,,2022-06-01,2024-06-01,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,,,,"2026-04-01 21:02:26","2026-04-01 21:02:26",,82.0,2022,Completed,Occupied,initial_import,housing_addition
138,"2099 MLK Jr Way",72,Completed,B2021-03950,2021-01-01,"","",,2024-01-01,3,,0,occupied,,,"Mixed-use residential building with 72 units. CO issued 2024.",37.87089665,-122.27264044,1095,0,0,"057 202401300",,,,2022-06-01,2024-06-01,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,,,,"2026-04-01 21:02:26","2026-04-01 21:02:26",,72.0,2021,Completed,Occupied,initial_import,housing_addition
139,"2538 DURANT Ave",83,"Under Construction",TBD,2024-01-01,"","",2024-10-01,,8,,0,topped_out,"Martin Group / Valiance Capital","Studio KDA","8-story mixed-use with 83 units (5 VLI). Martin Group/Valiance Capital, Studio KDA. Construction imminent.",37.86775753,-122.25717556,274,1,5,"055 187602000",,"Building Permits Filed",,2024-10-01,2026-12-01,0,1,0,95868.4,0.0,,2026-04-03,"Topped out.",,,,,,,,Probable,0,0,5+,Renter,"Very Large (51-100)","2026-04-01 21:02:26","2026-04-01 21:02:26",,83.0,2024,"Under Construction","Enclosure / Rough Systems",initial_import,housing_addition
140,"2136 SAN PABLO Ave",125,Approved,TBD,2024-01-01,"",2024-04-01,,,6,,0,,"Allrise Capital","Trachtenberg Architects","6-story mixed-use with 125 units (10 VLI). Allrise Capital, Trachtenberg Architects. Approved Apr 2024.",37.8668949,-122.29183688,91,1,10,"056 197701101",,Approved,,,,0,0,0,225071.5,0.0,,,,,,,,,,,Estimated,0,0,5+,Renter,"Mega (100+)","2026-04-01 21:02:26","2026-04-01 21:02:26",,125.0,2024,Entitled,,initial_import,housing_addition
141,"2016 ASHBY Ave",50,"Building Permits Filed",TBD,2024-01-01,"","",2024-06-01,,7,,0,foundation,CHDC,"Lowney Architecture","100% affordable housing, 50 units. Community Housing Development Corp, Lowney Architecture. Building permits filed.",37.85482147,-122.26822209,152,1,50,"053 159202000",,"Building Permits Filed",,2025-06-01,2027-06-01,0,0,0,2192720.87,0.0,,,,,,,,,,,Probable,0,1,5+,Renter,"Large (21-50)","2026-04-01 21:02:26","2026-04-01 21:02:26",,50.0,2024,"Permits Active",Foundation,initial_import,housing_addition
142,"2350 TELEGRAPH Ave",48,"Under Review",TBD,2024-01-01,"","",,,8,,0,,,"Trachtenberg Architects","8-story mixed-use with 48 units (2 VLI). Kick-Axe Properties/Ken Sarachan, Trachtenberg Architects. Renderings published.",37.86760496,-122.25922449,822,1,2,"055 187900100",,"Under Review",,,,0,0,0,970.0,0.0,,,,,,,,,,,Unknown,0,0,5+,Renter,"Large (21-50)","2026-04-01 21:02:26","2026-04-01 21:02:26",,48.0,2024,"In Review",,initial_import,housing_addition
143,"2902 ADELINE St",54,"Under Construction",TBD,2024-01-01,"","",2024-01-01,,6,,0,framing,"Realtex Group","SDT Architects","54 units. Realtex Group, SDT Architects. Under construction since July 2025.",37.85622646,-122.26905086,0,1,0,"053 159800600",,"Under Construction",,2024-12-01,2026-06-01,0,0,0,751490.65,0.0,,,,2021-09-01,,,,,,,Probable,0,0,5+,Renter,"Very Large (51-100)","2026-04-01 21:02:26","2026-04-01 21:02:26",,54.0,2024,"Under Construction",Superstructure,initial_import,housing_addition
144,"2127 DWIGHT Way",58,Entitled,TBD,2024-01-01,"","",,,6,,0,,"Riaz Capital","Trachtenberg Architects","58 units (8 affordable). Riaz Capital, Levy Design Partners. Topped out, opening 2026.",37.86431483,-122.26684931,427,1,8,"055 189001201",,"Under Construction",,2024-06-01,2026-03-01,0,0,0,,0.0,,2026-04-03,"Existing apartment still standing - CO date was incorrect",,,,,,,,Confirmed,0,0,5+,Renter,"Very Large (51-100)","2026-04-01 21:02:26","2026-04-01 21:02:26",,58.0,2024,Entitled,,initial_import,housing_addition
145,"1708 HARMON St",80,"Demolition Permits Filed",TBD,2024-01-01,"","",,,5,,0,,CHDC,"Kava Massih Architects","80 units affordable senior housing. Demo permits filed.",37.84896792,-122.27329273,822,1,80,"052 153300103",,"Demolition Permits Filed",,,,0,0,0,3660.0,0.0,,,,,,,,,,,Unknown,0,0,5+,Renter,"Very Large (51-100)","2026-04-01 21:02:26","2026-04-01 21:02:26",,80.0,2024,"Permits Active",,initial_import,housing_addition
146,"2800 TELEGRAPH Ave",18,"Building Permits Filed",TBD,2024-01-01,"","",,,4,,0,,,"SDT Architects","18 units. Bright Street/Via Development, SDT Architects. Building permits filed.",37.85932315,-122.25951996,822,0,0,"053 168900100",,"Building Permits Filed",,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,5+,Renter,"Medium (6-20)","2026-04-01 21:02:26","2026-04-01 21:02:26",,18.0,2024,"Permits Active",,initial_import,housing_addition
147,"2300 ELLSWORTH St",69,"Demolition Underway",TBD,2024-01-01,"","",2025-09-04,,7,,0,framing,"Riaz Capital","Trachtenberg Architects","7-story with 69 units. Riaz Capital. Demolition underway.",37.86791627,-122.26398397,822,1,0,"055 188600100",,"Demolition Underway",,2025-10-01,2027-06-01,0,0,0,2981382.05,0.0,,2026-04-03,"Demolition done, framing up.",2025-01-30,2025-09-01,,,,,,Unknown,0,1,5+,Renter,"Very Large (51-100)","2026-04-01 21:02:26","2026-04-01 21:02:26",,69.0,2024,"Permits Active",Superstructure,initial_import,housing_addition
148,"2018 BLAKE St",12,"Demolition Permits Filed",TBD,2024-01-01,"","",,,6,,0,,,"SDT Architects","6-story co-living with 12 units. Tripalink. Demo permits filed.",37.8625782,-122.26883511,822,0,0,"055 182102100",,"Demolition Permits Filed",,,,0,0,0,,0.0,,,,,,,,,,,Unknown,0,0,5+,Renter,"Medium (6-20)","2026-04-01 21:02:26","2026-04-01 21:02:26",,12.0,2024,"Permits Active",,initial_import,housing_addition
149,"2198 SAN PABLO Ave",100,Entitled,TBD,2024-01-01,"","",,,7,,0,,"Allrise Capital","Trachtenberg Architects","7-story mixed-use. Allrise Capital, Trachtenberg Architects. Entitled. Unit count TBD.",37.86653584,-122.29166193,822,1,0,"056 197701300",,Entitled,,,,0,0,0,41660.0,0.0,,,,,,,,,,,Estimated,0,0,5+,Renter,"Very Large (51-100)","2026-04-01 21:02:26","2026-04-01 21:02:26",,100.0,2024,Entitled,,initial_import,housing_addition
150,"3030 TELEGRAPH Ave",144,"Under Construction",TBD,2024-01-01,"","",2023-10-01,2026-01-27,10,,0,finishing,,,"144 unit mixed-use development.",37.85482734,-122.2603453,757,1,0,"052 157602701",,"Under Review",,2024-01-01,2025-12-01,0,0,0,1260430.42,0.0,,2026-04-03,"Topped out, finishing, not yet rented.",2024-01-30,,,,,,,estimated_height,0,1,5+,Renter,"Mega (100+)","2026-04-01 21:02:26","2026-04-01 21:02:26",,144.0,2024,"Under Construction","Interior Finishes",initial_import,housing_addition
151,"Ashby BART",618,"Developer Selected",TBD,2025-01-01,"","",,,20,,0,,,,"618 units, 50% affordable. Developer Adeline Alliance/Relequity selected Aug 2025. BART transit-oriented development.",37.8531,-122.2704,456,1,309,"053 165200105",,"Developer Selected",,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,5+,Renter,"Mega (100+)","2026-04-01 21:02:26","2026-04-01 21:02:26",,618.0,2025,Pre-Application,,manual_corrected,housing_addition
152,"1598 UNIVERSITY Ave",207,"Under Construction",TBD,2024-01-01,"","",2024-01-01,,8,,0,topped_out,"NX Ventures","Trachtenberg Architects","207 units modular construction, topped out. NX Ventures. 21 VLI units.",37.87032921,-122.28000582,0,1,21,"056 200300100",,"Under Construction",,2024-03-01,2026-03-01,0,0,0,75421.2,0.0,,,,,,,,,,,Probable,0,0,5+,Renter,"Mega (100+)","2026-04-01 21:02:26","2026-04-01 21:02:26",,207.0,2024,"Under Construction","Enclosure / Rough Systems",initial_import,housing_addition
153,"1701 SAN PABLO Ave",110,"Under Construction",TBD,2024-01-01,"","",2023-06-01,,10,,0,foundation,,,"110 units 100% affordable educator housing. BUSD + Abode/SAHA. Under construction.",37.87282,-122.29272,0,1,110,"058 212701403",,"Under Construction",,2025-06-01,2027-06-01,0,0,0,57612.6,0.0,,,,,,,,,,,estimated_height,0,0,5+,Renter,"Mega (100+)","2026-04-01 21:02:26","2026-04-01 21:02:26",,110.0,2024,"Under Construction",Foundation,manual_corrected,housing_addition
154,"2001 ASHBY Ave",87,Completed,TBD,2024-01-01,"","",2022-02-04,2025-06-01,1,,0,Completed,RCD,"Pyatok Architects","87 units, 86 affordable. Resources for Community Development. OPEN June 2025.",37.85541723,-122.26832199,517,1,86,"053 159101803",,Open,,2023-06-01,2025-06-01,0,0,0,981306.46,0.0,,,,,,,,,,,Confirmed,0,0,5+,Renter,"Very Large (51-100)","2026-04-01 21:02:26","2026-04-01 21:02:26",2021-12-15,87.0,2024,Completed,"Final Inspection / CO",initial_import,housing_addition
155,"1700 SACRAMENTO St",85,"Under Review",TBD,2024-01-01,"","",,,7,,0,,"Insight Housing","Pyatok Architects","85 units BART Phase 1. Insight Housing. AB 2011. Pyatok Architects.",37.87468358,-122.28217011,822,1,0,"058 215100100",,"Under Review",,,,0,0,1,,0.0,,,,,,,,,,,estimated_height,0,0,5+,Renter,"Very Large (51-100)","2026-04-01 21:02:26","2026-04-01 21:02:26",,85.0,2024,"In Review",,initial_import,housing_addition
156,"2550 SHATTUCK Ave",72,Entitled,TBD,2025-01-01,"",2025-01-21,,,7,,0,,"4Terra Investments","Trachtenberg Architects","72 units, 15 affordable. 4Terra Investments. ZAB/DRC in progress.",37.86276714,-122.2677616,456,1,8,"055 182100101",,"ZAB Review",,,,0,0,0,17633.0,0.0,,,,,,,,,,,Unknown,0,0,5+,Renter,"Very Large (51-100)","2026-04-01 21:02:26","2026-04-01 21:02:26",,72.0,2025,Entitled,,initial_import,housing_addition
157,"2587 TELEGRAPH Ave",52,"Under Construction",TBD,2024-01-01,"","",2024-01-01,,8,,0,topped_out,"Gilbane Development",,"52 units, 6 VLI. Gilbane Development. Topped out summer 2026.",37.86381398,-122.25828879,0,1,6,"055 183901901",,"Under Construction",,2024-06-01,2026-06-01,0,0,0,1759549.01,0.0,,2026-04-03,"Topped out.",2023-06-01,,,,,,,Probable,0,0,5+,Renter,"Very Large (51-100)","2026-04-01 21:02:26","2026-04-01 21:02:26",,52.0,2024,"Under Construction","Enclosure / Rough Systems",initial_import,housing_addition
158,"1367 UNIVERSITY Ave",39,Completed,TBD,2024-01-01,"","",2023-03-13,2025-06-18,4,,0,Completed,"Panoramic Interests",,"39 units supportive housing. Panoramic Interests. OPEN July 2025.",37.87028242,-122.28519012,534,0,39,"057 207300500",,Open,,2023-07-01,2025-07-01,0,0,0,171103.97,0.0,,,,,,,,,,,Confirmed,0,0,5+,Renter,"Large (21-50)","2026-04-01 21:02:26","2026-04-01 21:02:26",,39.0,2024,Completed,"Final Inspection / CO",initial_import,housing_addition
159,"2403 SAN PABLO Ave",36,"Under Construction",TBD,2025-01-01,"","",2024-01-01,,4,,0,foundation,,,"36 units Jewish cohousing co-op. Groundbreaking Apr 2025.",37.86272977,-122.28972121,0,0,0,"056 192800100",,"Under Construction",,2025-04-01,2027-04-01,0,0,0,42242.0,0.0,,,,,,,,,,,Probable,0,0,5+,Renter,"Large (21-50)","2026-04-01 21:02:26","2026-04-01 21:02:26",,36.0,2025,"Under Construction",Foundation,initial_import,housing_addition
160,"2344 FULTON St",18,Pre-Application,TBD,2025-01-01,"","",,,4,,0,,,,"18 units. Pre-application stage.",37.86616878,-122.26585528,456,0,0,"055 189200400",,Pre-Application,,,,0,0,0,,0.0,,,,,,,,,,,estimated_height,0,0,5+,Renter,"Medium (6-20)","2026-04-01 21:02:26","2026-04-01 21:02:26",,18.0,2025,Pre-Application,,initial_import,housing_addition
161,"2555 COLLEGE Ave",12,Completed,ZP2022-0019,2022-02-04,2022-07-21,2023-05-31,,2023-06-09,4,47,0,Completed,"Panoramic Interests","Trachtenberg Architects","11 units (1 VLI), 4-story, State Density Bonus. Trachtenberg Architects.",37.86412303,-122.25354342,490,1,1,"055 184702000","LAWSON DONALD & CAROLYN",Approved,2023-05-31,,,0,0,0,179362.17,47.47,,,,,,,,,,,Confirmed,0,1,5+,Renter,"Medium (6-20)","2026-04-01 21:02:26","2026-04-01 21:02:26",,11.0,2022,Completed,"Final Inspection / CO",initial_import,housing_addition
162,"2820 SAN PABLO Ave",1,Entitled,ZP2022-0038,2024-12-06,,,,,2,,0,,,,SFD,37.85530167,-122.28812032,482,0,0,"053 166101100",,Approved,,,,0,0,0,,,,,,,,,,,,,Estimated,0,0,SFD,Owner,small,"2026-04-01 21:02:26","2026-04-01 21:02:26",,1.0,2024,Entitled,,initial_import,housing_addition
163,"0 PARKER St",1,Entitled,ZP2024-0100,2024-08-08,,,,,3,,0,,,,SFD,37.86,-122.267,602,0,0,"055 182901100",,Approved,,,,0,0,0,,,,,,,,,,,,,estimated_height,0,0,SFD,Owner,small,"2026-04-01 21:02:26","2026-04-01 21:02:26",,1.0,2024,Entitled,,initial_import,housing_addition
164,"1752 SHATTUCK Ave",68,Completed,"ZP2022-0011, B2023-00774, ZP2025-0046",2022-01-18,2022-05-06,2023-01-12,2024-06-13,2025-05-27,7,,0,Completed,"Panoramic Interests","Studio KDA","Demolish existing non-residential building, construct new mixed-use residential development containing 68 dwelling units and 1,200 sq.ft. commercial space, six parking spaces. State Density Bonus.",37.8776,-122.2691,1225,1,0,"058 217600101","1752 Shattuck LLC / Panoramic Interests","Case Closed: Approved",2023-02-15,,,0,1,0,702886.04,48.2,,,,,,,,,,,Confirmed,0,3,5+,Renter,"Very Large (51-100)","2026-04-01 21:02:26","2026-04-01 21:02:26",,68.0,2022,Completed,"Final Inspection / CO",initial_import,housing_addition
165,"2200 BANCROFT Way",550,"Under Construction","",2024-01-01,,,,,23,253,1,foundation,"UC Berkeley Capital Strategies",KieranTimberlake,"Bancroft-Fulton Student Housing. 23 stories, 1,625 beds, 19,500 sf open space, 500-seat dining. Tallest building in Berkeley. UC project — exempt from city zoning, not in Accela, not counted toward RHNA.",37.86743806,-122.26558553,822,0,0,,"UC Berkeley","UC Project - Not in City System",,2024-06-01,2027-08-01,0,0,0,,0.0,,,,,,,,,,,Confirmed,0,0,5+,Renter,"Mega (100+)","2026-04-01 21:02:26","2026-04-01 21:02:26",,550.0,2024,"Under Construction",Foundation,city_gis,housing_addition
166,"3031 ADELINE St",64,"Under Review",ZP2024-0XXX,,,,,,7,,0,,,,,,,,0,0,,,,,,,0,0,0,,,,,,,,,,,,,estimated_height,,,,,,,,,,,"In Review",,initial_import,housing_addition
167,"2435 SAN PABLO Ave",40,"Under Review",B2025-XXXXX,,,,,,5,,0,,,,,,,,0,0,,,,,,,0,0,0,,,,,,,,,,,,,estimated_height,,,,,,,,,,,"In Review",,initial_import,housing_addition
168,"3000 SAN PABLO Ave",29,"Under Review",ZP202X-XXXX,,,,,,5,,0,,,,,,,,0,0,,,,,,,0,0,0,,,,,,,,,,,,,estimated_height,,,,,,,,,,,"In Review",,initial_import,housing_addition
169,"3020 SAN PABLO Ave",29,"Under Review",ZP202X-XXXX,,,,,,5,,0,,,,,,,,0,0,,,,,,,0,0,0,,,,,,,,,,,,,estimated_height,,,,,,,,,,,"In Review",,initial_import,housing_addition
170,"1950 OXFORD St",300,Completed,,,,,,2024-08-21,14,154,1,occupied,"UC Berkeley","Morris Adjmi Architects","14-story UC Berkeley student dorm, 772 apartment-style bedrooms, construction wrapping up. Morris Adjmi Architects.",37.8725,-122.266,,0,0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Completed,Occupied,initial_import,housing_addition
171,"2400 BOWDITCH St",750,Pre-Application,"",2026-01-01,,,,,26,280,1,,"UC Berkeley Capital Strategies","SOM (Skidmore Owings & Merrill)","Channing-Bowditch Student Housing (Anna Head site). 26 stories (+ 14-story wing). ~550,000 sf dormitory. ~1,500 beds. Partial demolition of Anna Head School site. Largest UC Berkeley student housing project ever proposed. SOM design with white/grey cement panel facade. UC project — exempt from city zoning, not counted toward RHNA. Site bounded by Channing (N), Bowditch (E), Haste (S), Telegraph (W).",37.867,-122.257,,0,0,,"UC Berkeley","UC Project - Pre-Application",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre-Application,,manual_corrected,housing_addition
172,"2650 TELEGRAPH Ave",45,Completed,"ZP2019-0070, B2021-02225",2019-05-18,2019-09-20,2020-06-16,2023-08-02,2025-06-16,5,,0,,"2650 TELEGRAPH LP","Trachtenberg Architects","New 5 story mixed use Density Bonus project with 45 dwelling units, ground level lobby and commercial space",,,,0,0,,"2650 TELEGRAPH LP",,,,,,,,15207.0,,,,,,,468,,,2025-06-16,,,,,,,,,,,,,Completed,,initial_import,housing_addition
173,"2000 DWIGHT Way",113,Completed,"ZP2019-0074, B2021-02404",2019-05-24,2020-07-01,2020-09-30,2022-04-18,2025-03-15,6,,0,,"Berkeley Ruby WIP Development LLC","Trachtenberg Architects","New 6 story senior living facility Type I-A with 113 units, basement parking and senior amenities",,,,0,0,,"BERKELEY RUBY WIP DEVELOPMENT",,,,,,,,44250.0,,,,,,,527,,,,,,,,,,,,,,,,Completed,,initial_import,housing_addition
174,"1773 OXFORD St",24,Completed,"ZP2022-0062, B2023-02354",2022-05-10,2022-09-21,2023-02-17,2023-11-13,2025-05-21,5,,0,,,,"Demolish existing 4-story 6-unit building and replace with 5-story building with 22 units, 2 units reserved for 50% AMI",,,,0,2,,,,,,,,,,279648.46,,,,,,,478,,,2025-05-21,,,,,,,,,,,,,Completed,,initial_import,housing_addition
175,"1698 UNIVERSITY Ave",36,Completed,"DRCF2015-0003, B2014-05752",2014-12-01,2015-02-26,2015-03-20,2017-06-20,2025-05-22,5,,0,,,,"New 36-unit mixed use building with retail at ground level and structured parking below",,,,0,0,,,,,,,,,,531089.91,,,,,,,788,,,2025-05-22,,,,,,,,,,,,,Completed,,initial_import,housing_addition
176,"2440 SHATTUCK Ave",40,Completed,"ZP2021-0201, B2022-02525, B2022-05117",2021-12-09,2022-02-24,2022-06-24,2022-10-14,2025-03-05,8,,0,,,,"New 8-story mixed-use building with 40 dwelling units utilizing State Density Bonus",,,,0,0,,,,,,,,,,881258.84,,,,,,,,,,2025-03-05,,,,,,,,,,,,,Completed,,initial_import,housing_addition
177,"2556 HASTE St",556,"Under Construction",,,,,,,12,132,1,,"UC Berkeley Capital Strategies","","People's Park Student Housing. 12 stories, 1,113 beds, $312M. Bounded by Bowditch (E), Haste (N), Dwight (S), extending half block west toward Telegraph. Includes supportive housing component.",37.86575,-122.25715,,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,"Under Construction",,city_gis,housing_addition
178,"2131 University Ave",205,Completed,"UP2010-0078, B2015-02995, B2015-02998, B2015-03000, B2015-03005",,2022,2013-07-08,,,,,0,,"Mill Creek Residential Trust","Kirk E. Peterson & Associates","Modera Acheson Commons / Modera Berkeley. Four-building mixed-use project spanning the University/Shattuck/Walnut/Berkeley Way block. Building A (Acheson historic rehab at 2131 University, 37 units), Building B (new 6-story at 2145 University, 35 units), Building C (1900 Walnut St, 65 units), Building D / MacFarlane (2111 University Ave at Shattuck corner, 68 units). Secondary addresses: 2145 University Ave, 1900 Walnut St, 2111 University Ave, 1987 Shattuck Ave. UP2010-0078 approved 2013-07-08, all four building permits filed 2015-06-23, groundbreaking Aug 2018, leasing began early 2021, substantially complete mid-2022. Unit count confidence: developer_reported (matches UP2010-0078 and aggregated building permits). Source: accela_lookup_2026-05-02, see data/raw/accela_research/2026-05-02_modera_and_sfyimby_candidates.md.",,,,0,0,"057-2046-008-03, 057-2046-008-02, 057-2046-006-00, 057-2046-010-00",,,,2018-08-23,,,,,,,,,,,,,,,,,,0,0,,,,"2026-05-03 17:03:26",,,,,,,,housing_addition
179,"2352 Shattuck Ave",237,Completed,"ZP2018-0135, DRCF2020-0003, B2019-05574, B2019-05575",,2022,2018,,,,,0,,,,"Logan Park. Mixed-use 7-story building with 237 dwelling units. Two-phase construction: Phase I (South Building, B2019-05575) and Phase II (North Building, B2019-05574), both Finaled. Use Permit ZP2018-0135 filed 06/28/2018. Design Review DRCF2020-0003 approved 07/24/2020. Source: accela_lookup_2026-05-02.",,,,0,0,055-1895-018-05,,,,,,,,,,,,,,,,,,,,,,0,0,,,,"2026-05-03 17:08:17",,,,,,,,housing_addition
180,"2065 Kittredge St",189,Entitled,"ZP2021-0193, LMSAP2021-0004, DRCF2023-0002",,,2021-07-22,,,,,0,,,,"New 189-unit multi-family apartment building; 5-story Type IIIA over 3-story Type IA with partial basement. Use Permit ZP2021-0193 approved. Structural Alteration Permit LMSAP2021-0004 approved for alteration/demolition of portions of Shattuck Hotel landmark. Building permits B2022-03273 filed but Closed Expired — project needs new building permits. Source: accela_lookup_2026-05-02.",,,,0,0,057-2027-006-00,,,,,,,,,,,,,,,,,,,,,,0,0,,,,"2026-05-03 17:08:17",,,,,,,,housing_addition
181,"2015 Blake St",168,Entitled,"ZP2020-0072, ZP2022-0178",,,2020-07-10,,,,,0,,,,"Demolish 3 existing commercial buildings and 1 duplex; restore and relocate 2 Victorian residential structures; construct new multi-family residential. Use Permit ZP2020-0072 approved 07/10/2020, modified by ZP2022-0178 (SB 330) approved 12/19/2022. No building permits filed yet. Source: accela_lookup_2026-05-02.",,,,0,0,055-1822-013-3,,,,,,,,,,,,,,,,,,,,,,0,0,,,,"2026-05-03 17:08:17",,,,,,,,housing_addition
182,"2072 Addison St",66,Entitled,"ZP2016-0020, ZP2018-0200, DRCF2019-0001",,,2017-11-30,,,,,0,,,,"The Artisan. Use Permit ZP2016-0020 to demolish existing non-residential structure and construct a six-story mixed-use building with 66 dwelling units. Filed 01/27/2016, approved 11/30/2017. ZP2018-0200 modified to waive parking. Design Review DRCF2019-0001 approved 01/07/2019. No building permits filed yet — project is approved but pre-construction. Source: accela_lookup_2026-05-02.",,,,0,0,057-2023-025-00,,,,,,,,,,,,,,,,,,,,,,0,0,,,,"2026-05-03 17:08:17",,,,,,,,housing_addition
