"apn","strnbr","strdirect","strname","strapart","strfract","bldsqfttaxable","lotsqft"
"063 295900700","700",,"CRAGMONT AVE",,,"1816","5460"
"063 295900800","716",,"CRAGMONT AVE",,,"2199","6500"
"063 295901000","726",,"CRAGMONT AVE",,,"2961","9350"
"063 295901100","732",,"CRAGMONT AVE",,,"2773","8300"
"063 295901200","734",,"CRAGMONT AVE",,,"2440","7400"
"063 295901300","738",,"CRAGMONT AVE",,,"2837","6650"
"063 295901400","742",,"CRAGMONT AVE",,,"2781","6250"
"063 295901500","746",,"CRAGMONT AVE",,,"3769","6250"
"063 295901600","752",,"CRAGMONT AVE",,,"2622","6250"
"063 295901700","756",,"CRAGMONT AVE",,,"2056","6250"
"063 295901800","760",,"CRAGMONT AVE",,,"3830","5625"
"063 295901900","766",,"CRAGMONT AVE",,,"2064","5625"
"063 295902000","770",,"CRAGMONT AVE",,,"2148","6250"
"063 295902100","774",,"CRAGMONT AVE",,,"3887","6650"
"063 295902200","780",,"CRAGMONT AVE",,,"1842","7548"
"063 295902300","782",,"CRAGMONT AVE",,,"4202","6820"
"063 295902400","784",,"CRAGMONT AVE",,,"2583","13439"
"063 295902500","790",,"CRAGMONT AVE",,,"2301","5000"
"063 295902601","792",,"CRAGMONT AVE",,,"2084","5285"
"063 295902700","796",,"CRAGMONT AVE",,,"2268","6201"
"063 295902800","800",,"CRAGMONT AVE",,,"3379","7102"
"063 295902900","814",,"CRAGMONT AVE",,,"1958","7242"
"063 295903000","824",,"CRAGMONT AVE",,,"2464","6321"
"063 295903100","836",,"CRAGMONT AVE",,,"2909","6493"
"063 295903200","850",,"CRAGMONT AVE",,,"3080","7200"
"063 295903300","861",,"REGAL RD",,,"2600","6050"
"063 295903400","851",,"REGAL RD",,,"3330","7000"
"063 295903500","841",,"REGAL RD",,,"2598","7960"
"063 295903600","829",,"REGAL RD",,,"2681","10140"
"063 295903700","815",,"REGAL RD",,,"3605","5000"
"063 295903800","809",,"REGAL RD",,,"2620","6360"
"063 295903901","803",,"REGAL RD",,,"2705","9450"
"063 295903902","0",,"REGAL RD",,,"0","10065"
"063 295904000","801",,"REGAL RD",,,"1780","8650"
"063 295904104","781",,"SPRUCE ST",,,"2663","12127"
"063 295904203","779",,"SPRUCE ST",,,"1611","10608"
"063 295904403","775",,"SPRUCE ST",,,"5028","11832"
"063 295904600","0",,"SPRUCE ST",,,"0","7924"
"063 295904700","769",,"SPRUCE ST",,,"3175","7840"
"063 295904800","765",,"SPRUCE ST",,,"1781","7791"
"063 295904900","761",,"SPRUCE ST",,,"2065","7300"
"063 295905000","757",,"SPRUCE ST",,,"1818","6750"
"063 295905100","751",,"SPRUCE ST",,,"2279","6050"
"063 295905200","747",,"SPRUCE ST",,,"2522","4560"
"063 295905300","743",,"SPRUCE ST",,,"2530","5650"
"063 295905400","741",,"SPRUCE ST",,,"2609","5900"
"063 295905500","737",,"SPRUCE ST",,,"2180","6500"
"063 295905600","733",,"SPRUCE ST",,,"2324","7450"
"063 295905700","729",,"SPRUCE ST",,,"2659","9185"
"063 295905800","725",,"SPRUCE ST",,,"3834","9412"
"063 295905900","721",,"SPRUCE ST",,,"2430","9828"
"063 295906000","717",,"SPRUCE ST",,,"1686","9400"
"063 295906100","711",,"SPRUCE ST",,,"2488","9000"
"063 295906200","707",,"SPRUCE ST",,,"4690","6100"
"063 295906300","40",,"HALKIN LN",,,"3640","8584"
"063 295906400","722",,"CRAGMONT AVE",,,"1991","8415"
"063 296000100","10",,"POPLAR ST",,,"2430","4000"
"063 296000200","20",,"POPLAR ST",,,"2054","2300"
"063 296000300","30",,"POPLAR ST",,,"3152","5320"
"063 296000400","38",,"POPLAR ST",,,"2146","4680"
"063 296000500","95",,"ROCK LN",,,"2338","5200"
"063 296000604","79",,"ROCK LN",,,"3260","24400"
"063 296000605","77",,"ROCK LN",,,"1360","10378"
"063 296000700","67",,"ROCK LN",,,"2233","6200"
"063 296000800","61",,"ROCK LN",,,"2359","6200"
"063 296000900","55",,"ROCK LN",,,"2253","2920"
"063 296001000","43",,"ROCK LN",,,"2884","3780"
"063 296001100","35",,"ROCK LN",,,"2386","4880"
"063 296001200","25",,"ROCK LN",,,"1833","5600"
"063 296001300","21",,"ROCK LN",,,"2941","6240"
"063 296001400","1",,"ROCK LN",,,"2607","4879"
"063 296001500","825",,"CRAGMONT AVE",,,"2702","4440"
"063 296001600","819",,"CRAGMONT AVE",,,"3010","4545"
"063 296001700","809",,"CRAGMONT AVE",,,"2584","4950"
"063 296001801","801",,"CRAGMONT AVE",,,"4262","7800"
"063 296002001","793",,"CRAGMONT AVE",,,"3104","12692"
"063 296002100","785",,"CRAGMONT AVE",,,"2389","7584"
"063 296002200","781",,"CRAGMONT AVE",,,"3221","6392"
"063 296002300","777",,"CRAGMONT AVE",,,"1119","4840"
"063 296002400","773",,"CRAGMONT AVE",,,"982","4840"
"063 296002500","769",,"CRAGMONT AVE",,,"2989","4840"
"063 296002600","763",,"CRAGMONT AVE",,,"1614","4840"
"063 296002700","759",,"CRAGMONT AVE",,,"2779","4840"
"063 296002800","755",,"CRAGMONT AVE",,,"1951","5000"
"063 296002900","749",,"CRAGMONT AVE",,,"1661","4800"
"063 296100100","94",,"ROCK LN",,,"2219","6490"
"063 296100200","80",,"POPLAR ST",,,"4078","6975"
"063 296100300","90",,"POPLAR ST",,,"3869","6000"
"063 296100401","744",,"EUCLID AVE",,,"1801","6000"
"063 296100500","752",,"EUCLID AVE",,,"3028","6054"
"063 296100600","760",,"EUCLID AVE",,,"2285","6572"
"063 296100700","774",,"EUCLID AVE",,,"1795","4514"
"063 296100801","780",,"EUCLID AVE",,,"3342","11000"
"063 296100900","784",,"EUCLID AVE",,,"3324","9900"
"063 296101000","786",,"EUCLID AVE",,,"1888","6450"
"063 296101100","788",,"EUCLID AVE",,,"2386","5280"
"063 296101200","800",,"EUCLID AVE",,,"1909","4446"
"063 296101300","810",,"EUCLID AVE",,,"2622","3869"
"063 296101400","814",,"EUCLID AVE",,,"2210","4100"
"063 296101500","820",,"EUCLID AVE",,,"2838","5141"
"063 296101600","828",,"EUCLID AVE",,,"3404","4808"
"063 296101700","834",,"EUCLID AVE",,,"2593","8556"
"063 296101800","848",,"EUCLID AVE",,,"5076","7020"
"063 296101900","854",,"EUCLID AVE",,,"3156","5500"
"063 296102000","858",,"EUCLID AVE",,,"3538","5358"
"063 296102100","862",,"EUCLID AVE",,,"1993","4800"
"063 296102200","886",,"EUCLID AVE",,,"1865","5980"
"063 296102300","900",,"EUCLID AVE",,,"3292","10000"
"063 296102400","902",,"EUCLID AVE",,,"2640","5220"
"063 296102500","906",,"EUCLID AVE",,,"3485","5750"
"063 296102600","910",,"EUCLID AVE",,,"2410","5150"
"063 296102700","916",,"EUCLID AVE",,,"3057","5070"
"063 296102800","920",,"EUCLID AVE",,,"2087","5457"
"063 296102900","925",,"REGAL RD",,,"2232","4750"
"063 296103000","921",,"REGAL RD",,,"1862","5150"
"063 296103100","917",,"REGAL RD",,,"2118","5400"
"063 296103200","915",,"REGAL RD",,,"3975","5650"
"063 296103300","911",,"REGAL RD",,,"2803","5750"
"063 296103400","909",,"REGAL RD",,,"1914","5750"
"063 296103601","901",,"REGAL RD",,,"2975","6954"
"063 296103700","2457",,"MARIN AVE",,,"1770","7590"
"063 296103800","891",,"REGAL RD",,,"3035","7420"
"063 296103900","0",,"REGAL RD",,,"0","5372"
"063 296104000","879",,"REGAL RD",,,"3418","5900"
"063 296104100","875",,"REGAL RD",,,"3482","7208"
"063 296104200","871",,"REGAL RD",,,"1995","5950"
"063 296104300","869",,"REGAL RD",,,"3721","7800"
"063 296104400","10",,"ROCK LN",,,"2225","7375"
"063 296104500","14",,"ROCK LN",,,"1953","8094"
"063 296104600","20",,"ROCK LN",,,"2452","6148"
"063 296104700","26",,"ROCK LN",,,"2538","5643"
"063 296104800","34",,"ROCK LN",,,"1967","4816"
"063 296104900","42",,"ROCK LN",,,"2699","3648"
"063 296105000","46",,"ROCK LN",,,"1924","3952"
"063 296105100","50",,"ROCK LN",,,"2221","4186"
"063 296105200","54",,"ROCK LN",,,"2200","5000"
"063 296105300","60",,"ROCK LN",,,"2423","6300"
"063 296105400","70",,"ROCK LN",,,"1873","6943"
"063 296105500","80",,"ROCK LN",,,"1499","7050"
"063 296105600","86",,"ROCK LN",,,"2021","6800"
"063 296200100","110",,"POPLAR ST",,,"1548","7920"
"063 296200200","130",,"POPLAR ST",,,"2499","6000"
"063 296200300","140",,"POPLAR ST",,,"1800","6000"
"063 296200400","150",,"POPLAR ST",,,"1921","6000"
"063 296200500","160",,"POPLAR ST",,,"2583","5940"
"063 296200600","190",,"POPLAR ST",,,"2350","6720"
"063 296200700","750",,"HILLDALE AVE",,,"3321","6500"
"063 296200800","756",,"HILLDALE AVE",,,"1446","6000"
"063 296200900","762",,"HILLDALE AVE",,,"2031","6850"
"063 296201000","770",,"HILLDALE AVE",,,"3371","6750"
"063 296201100","774",,"HILLDALE AVE",,,"4968","8008"
"063 296201200","780",,"HILLDALE AVE",,,"2587","8120"
"063 296201300","790",,"HILLDALE AVE",,,"2162","5332"
"063 296201400","95",,"BONNIE LN",,,"1566","4400"
"063 296201500","89",,"BONNIE LN",,,"2247","7749"
"063 296201600","81",,"BONNIE LN",,,"1538","3936"
"063 296201700","77",,"BONNIE LN",,,"2006","3403"
"063 296201800","71",,"BONNIE LN",,,"2003","3850"
"063 296201900","63",,"BONNIE LN",,,"2367","3900"
"063 296202000","57",,"BONNIE LN",,,"1861","4050"
"063 296202100","51",,"BONNIE LN",,,"2730","5084"
"063 296202200","47",,"BONNIE LN",,,"2083","5084"
"063 296202300","35",,"BONNIE LN",,,"2939","5084"
"063 296202402","29",,"BONNIE LN",,,"3116","4941"
"063 296202500","21",,"BONNIE LN",,,"1930","4536"
"063 296202600","899",,"EUCLID AVE",,,"2318","8580"
"063 296202700","865",,"EUCLID AVE",,,"2559","4816"
"063 296202801","859",,"EUCLID AVE",,,"1725","4128"
"063 296202900","851",,"EUCLID AVE",,,"3072","3877"
"063 296203000","845",,"EUCLID AVE",,,"2376","3984"
"063 296203100","841",,"EUCLID AVE",,,"2347","3984"
"063 296203201","831",,"EUCLID AVE",,,"1714","3984"
"063 296203202","821",,"EUCLID AVE",,,"2408","3984"
"063 296203300","793",,"EUCLID AVE",,,"1591","4000"
"063 296203400","789",,"EUCLID AVE",,,"2124","3690"
"063 296203500","787",,"EUCLID AVE",,,"1873","4400"
"063 296203600","783",,"EUCLID AVE",,,"2209","3850"
"063 296203700","781",,"EUCLID AVE",,,"2119","4500"
"063 296203800","777",,"EUCLID AVE",,,"2441","4000"
"063 296203900","773",,"EUCLID AVE",,,"2505","6188"
"063 296204000","771",,"EUCLID AVE",,,"2348","8721"
"063 296204100","769",,"EUCLID AVE",,,"3241","7524"
"063 296204200","767",,"EUCLID AVE",,,"2422","5929"
"063 296204300","765",,"EUCLID AVE",,,"3660","6300"
"063 296204400","755",,"EUCLID AVE",,,"3033","7200"
"063 296300100","670",,"GRIZZLY PEAK BLVD",,,"1804","3773"
"063 296300200","678",,"GRIZZLY PEAK BLVD",,,"1334","2739"
"063 296300300","680",,"GRIZZLY PEAK BLVD",,,"2393","3825"
"063 296300400","688",,"GRIZZLY PEAK BLVD",,,"2168","4800"
"063 296300500","690",,"GRIZZLY PEAK BLVD",,,"2267","5535"
"063 296300600","698",,"GRIZZLY PEAK BLVD",,,"2689","5880"
"063 296300700","700",,"GRIZZLY PEAK BLVD",,,"3436","6000"
"063 296300800","704",,"KEELER AVE",,,"3409","5880"
"063 296300900","710",,"KEELER AVE",,,"2772","5680"
"063 296301000","714",,"KEELER AVE",,,"2600","5655"
"063 296301100","720",,"KEELER AVE",,,"1541","4902"
"063 296301200","722",,"KEELER AVE",,,"1441","5200"
"063 296301300","730",,"KEELER AVE",,,"1933","5280"
"063 296301400","734",,"KEELER AVE",,,"1288","5160"
"063 296301500","740",,"KEELER AVE",,,"1631","4800"
"063 296301600","744",,"KEELER AVE",,,"1557","4360"
"063 296301700","746",,"KEELER AVE",,,"1951","4080"
"063 296301900","760",,"KEELER AVE",,,"1767","8320"
"063 296302000","768",,"KEELER AVE",,,"2007","4680"
"063 296302100","770",,"KEELER AVE",,,"2581","5080"
"063 296302207","774",,"KEELER AVE",,,"3484","12320"
"063 296302400","780",,"KEELER AVE",,,"1901","7240"
"063 296302500","790",,"KEELER AVE",,,"2451","7200"
"063 296302600","800",,"KEELER AVE",,,"2824","7280"
"063 296302700","810",,"KEELER AVE",,,"2420","10800"
"063 296302800","820",,"KEELER AVE",,,"2220","7000"
"063 296302900","850",,"KEELER AVE",,,"1062","4920"
"063 296303001","860",,"KEELER AVE",,,"1942","6674"
"063 296303101","870",,"KEELER AVE",,,"1765","5494"
"063 296303200","880",,"KEELER AVE",,,"2424","4400"
"063 296303301","890",,"KEELER AVE",,,"1983","4814"
"063 296303302","2585",,"MARIN AVE",,,"1722","5390"
"063 296303400","900",,"KEELER AVE",,,"1028","7752"
"063 296303500","904",,"KEELER AVE",,,"2285","5840"
"063 296303601","920",,"KEELER AVE",,,"4506","11158"
"063 296303800","922",,"KEELER AVE",,,"2874","5120"
"063 296303900","95",,"FOREST LN",,,"3372","6956"
"063 296304000","65",,"FOREST LN",,,"1743","5457"
"063 296304100","51",,"FOREST LN",,,"1248","4488"
"063 296304200","33",,"FOREST LN",,,"2054","3600"
"063 296304300","25",,"FOREST LN",,,"1603","2880"
"063 296304400","15",,"FOREST LN",,,"1871","5000"
"063 296304500","5",,"FOREST LN",,,"2985","5440"
"063 296304600","1",,"FOREST LN",,,"1899","6191"
"063 296304700","909",,"HILLDALE AVE",,,"2102","8475"
"063 296305000","2582",,"MARIN AVE",,,"2348","4284"
"063 296305100","875",,"HILLDALE AVE",,,"2865","11900"
"063 296305200","0",,"HILLDALE AVE",,,"0","5328"
"063 296305302","855",,"HILLDALE AVE",,,"2084","6300"
"063 296305502","825",,"HILLDALE AVE",,,"2406","6900"
"063 296305600","805",,"HILLDALE AVE",,,"1775","6200"
"063 296305701","799",,"HILLDALE AVE",,,"2203","13005"
"063 296305900","791",,"HILLDALE AVE",,,"2865","14027"
"063 296306000","783",,"HILLDALE AVE",,,"2152","6000"
"063 296306100","779",,"HILLDALE AVE",,,"1833","5480"
"063 296306200","777",,"HILLDALE AVE",,,"3264","5320"
"063 296306301","767",,"HILLDALE AVE",,,"1881","5120"
"063 296306302","765",,"HILLDALE AVE",,,"1920","5080"
"063 296306400","761",,"HILLDALE AVE",,,"1804","5200"
"063 296306502","748",,"KEELER AVE",,,"0","3682"
"063 296306503","757",,"HILLDALE AVE",,,"2058","9760"
"063 296306600","751",,"HILLDALE AVE",,,"2013","4480"
"063 296306700","747",,"HILLDALE AVE",,,"1209","4400"
"063 296306800","743",,"HILLDALE AVE",,,"1119","4480"
"063 296306900","739",,"HILLDALE AVE",,,"1700","4640"
"063 296307000","735",,"HILLDALE AVE",,,"1238","5000"
"063 296307100","729",,"HILLDALE AVE",,,"2354","5480"
"063 296307200","725",,"HILLDALE AVE",,,"1047","5510"
"063 296307300","721",,"HILLDALE AVE",,,"1525","6000"
"063 296307400","717",,"HILLDALE AVE",,,"1614","6160"
"063 296307500","711",,"HILLDALE AVE",,,"1639","6360"
"063 296307600","705",,"HILLDALE AVE",,,"2090","8150"
"063 296307700","699",,"HILLDALE AVE",,,"1925","9858"
"063 296307800","693",,"HILLDALE AVE",,,"1878","6545"
"063 296307900","685",,"HILLDALE AVE",,,"2075","5977"
"063 296308000","681",,"HILLDALE AVE",,,"1127","3575"
"063 296308100","2580",,"MARIN AVE",,,"2606","5021"
"063 296308200","901",,"HILLDALE AVE",,,"3149","5005"
"063 296400100","708",,"GRIZZLY PEAK BLVD",,,"2483","6120"
"063 296400200","720",,"GRIZZLY PEAK BLVD",,,"1908","5300"
"063 296400300","726",,"GRIZZLY PEAK BLVD",,,"4716","6500"
"063 296400400","730",,"GRIZZLY PEAK BLVD",,,"2525","4366"
"063 296400500","736",,"GRIZZLY PEAK BLVD",,,"2070","4620"
"063 296400600","744",,"GRIZZLY PEAK BLVD",,,"2772","4200"
"063 296400700","752",,"GRIZZLY PEAK BLVD",,,"1931","4520"
"063 296400800","760",,"GRIZZLY PEAK BLVD",,,"2129","5040"
"063 296400900","762",,"GRIZZLY PEAK BLVD",,,"1866","5240"
"063 296401000","768",,"GRIZZLY PEAK BLVD",,,"2054","5160"
"063 296401100","770",,"GRIZZLY PEAK BLVD",,,"1636","5320"
"063 296401200","776",,"GRIZZLY PEAK BLVD",,,"2359","5800"
"063 296401300","780",,"GRIZZLY PEAK BLVD",,,"2775","6200"
"063 296401400","784",,"GRIZZLY PEAK BLVD",,,"2214","6360"
"063 296401500","796",,"GRIZZLY PEAK BLVD",,,"2341","6680"
"063 296401600","800",,"GRIZZLY PEAK BLVD",,,"2331","7040"
"063 296401701","808",,"GRIZZLY PEAK BLVD",,,"2524","15440"
"063 296401900","840",,"GRIZZLY PEAK BLVD",,,"1695","8322"
"063 296402002","850",,"GRIZZLY PEAK BLVD",,,"2050","8096"
"063 296402003","860",,"GRIZZLY PEAK BLVD",,,"1337","6232"
"063 296402201","870",,"GRIZZLY PEAK BLVD",,,"2868","12780"
"063 296402302","880",,"GRIZZLY PEAK BLVD",,,"2631","5230"
"063 296402303","890",,"GRIZZLY PEAK BLVD",,,"3125","7480"
"063 296402401","2637",,"MARIN AVE",,,"2925","6323"
"063 296402500","2635",,"MARIN AVE",,,"2027","5160"
"063 296402600","2620",,"MARIN AVE",,,"2312","5304"
"063 296402700","900",,"GRIZZLY PEAK BLVD",,,"1551","3330"
"063 296402801","906",,"GRIZZLY PEAK BLVD",,,"2609","3990"
"063 296402802","912",,"GRIZZLY PEAK BLVD",,,"1897","6149"
"063 296402900","920",,"GRIZZLY PEAK BLVD",,,"3160","7872"
"063 296403001","179",,"FOREST LN",,,"6491","8680"
"063 296403101","171",,"FOREST LN",,,"2429","7350"
"063 296403200","161",,"FOREST LN",,,"1892","5200"
"063 296403303","155",,"FOREST LN",,,"2342","4441"
"063 296403400","145",,"FOREST LN",,,"2411","3680"
"063 296403500","139",,"FOREST LN",,,"3166","10640"
"063 296403600","933",,"KEELER AVE",,,"2608","4300"
"063 296403804","927",,"KEELER AVE",,,"1894","6891"
"063 296403900","925",,"KEELER AVE",,,"1461","7502"
"063 296404000","915",,"KEELER AVE",,,"3157","10150"
"063 296404100","911",,"KEELER AVE",,,"560","5840"
"063 296404200","907",,"KEELER AVE",,,"2590","5424"
"063 296404300","2610",,"MARIN AVE",,,"1618","5950"
"063 296404400","2633",,"MARIN AVE",,,"2202","5440"
"063 296404500","2615",,"MARIN AVE",,,"2782","5593"
"063 296404600","893",,"KEELER AVE",,,"1315","6006"
"063 296404700","875",,"KEELER AVE",,,"1588","4560"
"063 296404800","871",,"KEELER AVE",,,"2688","4760"
"063 296404900","861",,"KEELER AVE",,,"1932","8320"
"063 296405000","855",,"KEELER AVE",,,"1921","7680"
"063 296405100","845",,"KEELER AVE",,,"1347","8977"
"063 296405200","833",,"KEELER AVE",,,"1877","7560"
"063 296405301","821",,"KEELER AVE",,,"1786","6734"
"063 296405403","801",,"KEELER AVE",,,"1798","6327"
"063 296405503","797",,"KEELER AVE",,,"1438","6400"
"063 296405603","793",,"KEELER AVE",,,"1806","4125"
"063 296405701","769",,"KEELER AVE",,,"1739","6280"
"063 296405800","767",,"KEELER AVE",,,"993","7020"
"063 296405900","765",,"KEELER AVE",,,"1908","6320"
"063 296406000","763",,"KEELER AVE",,,"1711","6120"
"063 296406100","759",,"KEELER AVE",,,"1546","5640"
"063 296406200","755",,"KEELER AVE",,,"1437","4960"
"063 296406300","753",,"KEELER AVE",,,"1383","4560"
"063 296406401","745",,"KEELER AVE",,,"1876","4440"
"063 296406402","741",,"KEELER AVE",,,"1479","4080"
"063 296406500","737",,"KEELER AVE",,,"2442","4300"
"063 296406600","733",,"KEELER AVE",,,"2123","4300"
"063 296500100","600",,"CRESTON RD",,,"1620","6100"
"063 296500200","610",,"CRESTON RD",,,"1376","5460"
"063 296500301","614",,"CRESTON RD",,,"3534","9800"
"063 296500500","640",,"CRESTON RD",,,"2932","4770"
"063 296500600","646",,"CRESTON RD",,,"2697","6050"
"063 296500700","650",,"CRESTON RD",,,"3752","5950"
"063 296500800","656",,"CRESTON RD",,,"2748","5512"
"063 296501001","666",,"CRESTON RD",,,"2129","9180"
"063 296501100","670",,"CRESTON RD",,,"2351","4743"
"063 296501200","0",,"CRESTON RD",,,"0","5025"
"063 296501300","678",,"CRESTON RD",,,"2542","5000"
"063 296501400","682",,"CRESTON RD",,,"2648","5950"
"063 296501501","698",,"CRESTON RD",,,"2938","11931"
"063 296501701","700",,"CRESTON RD",,,"3377","6600"
"063 296501800","706",,"CRESTON RD",,,"3272","6839"
"063 296501900","714",,"CRESTON RD",,,"2248","7400"
"063 296502000","720",,"CRESTON RD",,,"1421","6950"
"063 296502100","726",,"CRESTON RD",,,"1664","6192"
"063 296502201","728",,"CRESTON RD",,,"1233","6148"
"063 296502301","734",,"CRESTON RD",,,"2949","7700"
"063 296502501","744",,"CRESTON RD",,,"2692","8284"
"063 296502600","750",,"CRESTON RD",,,"1904","5508"
"063 296502700","756",,"CRESTON RD",,,"2465","5000"
"063 296502800","762",,"CRESTON RD",,,"1514","4850"
"063 296502900","766",,"CRESTON RD",,,"1295","4400"
"063 296503000","770",,"CRESTON RD",,,"856","4000"
"063 296503100","776",,"CRESTON RD",,,"1998","3550"
"063 296503200","780",,"CRESTON RD",,,"2022","3200"
"063 296503301","798",,"CRESTON RD",,,"2719","12272"
"063 296503500","787",,"GRIZZLY PEAK BLVD",,,"1558","3650"
"063 296503600","777",,"GRIZZLY PEAK BLVD",,,"1569","4650"
"063 296503700","771",,"GRIZZLY PEAK BLVD",,,"1745","5600"
"063 296503800","765",,"GRIZZLY PEAK BLVD",,,"1528","6150"
"063 296503900","759",,"GRIZZLY PEAK BLVD",,,"2518","6400"
"063 296504000","755",,"GRIZZLY PEAK BLVD",,,"2620","6400"
"063 296504100","747",,"GRIZZLY PEAK BLVD",,,"1891","6100"
"063 296504200","745",,"GRIZZLY PEAK BLVD",,,"1373","5800"
"063 296504300","739",,"GRIZZLY PEAK BLVD",,,"1443","5800"
"063 296504400","735",,"GRIZZLY PEAK BLVD",,,"1666","6000"
"063 296504500","731",,"GRIZZLY PEAK BLVD",,,"1743","6136"
"063 296504600","725",,"GRIZZLY PEAK BLVD",,,"1452","6000"
"063 296504700","719",,"GRIZZLY PEAK BLVD",,,"1488","6000"
"063 296504801","711",,"GRIZZLY PEAK BLVD",,,"2048","7150"
"063 296504901","705",,"GRIZZLY PEAK BLVD",,,"1442","6665"
"063 296505000","701",,"GRIZZLY PEAK BLVD",,,"1453","7304"
"063 296505100","699",,"GRIZZLY PEAK BLVD",,,"1528","7304"
"063 296505200","687",,"GRIZZLY PEAK BLVD",,,"2393","7614"
"063 296505300","677",,"GRIZZLY PEAK BLVD",,,"2558","7700"
"063 296505400","671",,"GRIZZLY PEAK BLVD",,,"2121","7100"
"063 296505500","663",,"GRIZZLY PEAK BLVD",,,"2202","6400"
"063 296505601","659",,"GRIZZLY PEAK BLVD",,,"750","5750"
"063 296505602","651",,"GRIZZLY PEAK BLVD",,,"2121","5300"
"063 296505700","645",,"GRIZZLY PEAK BLVD",,,"2040","5150"
"063 296505800","639",,"GRIZZLY PEAK BLVD",,,"3234","5150"
"063 296505900","633",,"GRIZZLY PEAK BLVD",,,"2169","5150"
"063 296506000","629",,"GRIZZLY PEAK BLVD",,,"1938","5150"
"063 296506100","617",,"GRIZZLY PEAK BLVD",,,"2059","6050"
"063 296506200","611",,"GRIZZLY PEAK BLVD",,,"3157","6148"
"063 296700100","4",,"SUNSET LN",,,"2067","5390"
"063 296700200","830",,"CRESTON RD",,,"940","5300"
"063 296700301","840",,"CRESTON RD",,,"1880","7500"
"063 296700500","845",,"GRIZZLY PEAK BLVD",,,"1463","3900"
"063 296700600","850",,"CRESTON RD",,,"1478","3500"
"063 296700700","860",,"CRESTON RD",,,"1041","4450"
"063 296700801","880",,"CRESTON RD",,,"1634","6080"
"063 296700901","898",,"CRESTON RD",,,"1524","5860"
"063 296701000","2690",,"MARIN AVE",,,"2419","5265"
"063 296701100","906",,"CRESTON RD",,,"1724","4640"
"063 296701200","263",,"FOREST LN",,,"2968","7990"
"063 296701301","925",,"GRIZZLY PEAK BLVD",,,"1522","8690"
"063 296701400","931",,"GRIZZLY PEAK BLVD",,,"2696","6160"
"063 296701600","921",,"GRIZZLY PEAK BLVD",,,"1615","4850"
"063 296701701","0",,"GRIZZLY PEAK BLVD",,,"0","5038"
"063 296701705","901",,"GRIZZLY PEAK BLVD",,,"3683","13804"
"063 296701801","2653",,"MARIN AVE",,,"2209","5050"
"063 296701901","899",,"GRIZZLY PEAK BLVD",,,"3065","10300"
"063 296702001","851",,"GRIZZLY PEAK BLVD",,,"1641","6118"
"063 296800100","930",,"CRESTON RD",,,"1978","5151"
"063 296800200","936",,"CRESTON RD",,,"1907","5512"
"063 296800300","208",,"FOREST LN",,,"1706","5781"
"063 296800400","204",,"FOREST LN",,,"1672","3500"
"063 296800500","946",,"CRESTON RD",,,"2181","3600"
"063 296800600","950",,"CRESTON RD",,,"2749","4100"
"063 296800700","956",,"CRESTON RD",,,"1936","6825"
"063 296800800","966",,"CRESTON RD",,,"1608","7800"
"063 296800900","972",,"CRESTON RD",,,"2844","4400"
"063 296801000","976",,"CRESTON RD",,,"2760","6240"
"063 296801100","980",,"CRESTON RD",,,"1500","6600"
"063 296801200","982",,"CRESTON RD",,,"2256","6950"
"063 296801300","988",,"CRESTON RD",,,"3409","7150"
"063 296801400","990",,"CRESTON RD",,,"1656","7384"
"063 296801500","1000",,"CRESTON RD",,,"3462","7500"
"063 296801601","1010",,"CRESTON RD",,,"3333","9375"
"063 296801800","1020",,"CRESTON RD",,,"2633","8475"
"063 296801902","1021",,"GRIZZLY PEAK BLVD",,,"1700","7453"
"063 296801903","1036",,"CRESTON RD",,,"2336","7453"
"063 296802300","1044",,"CRESTON RD",,,"2001","4429"
"063 296802400","1048",,"CRESTON RD",,,"2534","3626"
"063 296802500","1050",,"CRESTON RD",,,"4135","4800"
"063 296802600","1056",,"CRESTON RD",,,"2432","4500"
"063 296802700","1064",,"CRESTON RD",,,"1670","3300"
"063 296802800","1066",,"CRESTON RD",,,"2472","4100"
"063 296802900","1070",,"CRESTON RD",,,"2114","4900"
"063 296803000","1074",,"CRESTON RD",,,"2465","5750"
"063 296803100","1080",,"CRESTON RD",,,"2642","6500"
"063 296803200","1084",,"CRESTON RD",,,"2125","6800"
"063 296803300","1090",,"CRESTON RD",,,"2180","6300"
"063 296803400","1094",,"CRESTON RD",,,"2330","4914"
"063 296803501","1024",,"CRESTON RD",,,"3511","7733"
"063 296803502","1030",,"CRESTON RD",,,"3042","7821"
"063 296803701","1022",,"CRESTON RD",,,"3773","9300"
"063 296803800","1014",,"CRESTON RD",,,"1808","8250"
"063 296803900","1012",,"CRESTON RD",,,"1438","7693"
"063 296804000","1006",,"CRESTON RD",,,"4775","14720"
"063 296804101","986",,"CRESTON RD",,,"3849","14400"
"063 296804401","984",,"CRESTON RD",,,"2474","13900"
"063 296804501","978",,"CRESTON RD",,,"1275","6625"
"063 296804701","945",,"GRIZZLY PEAK BLVD",,,"1336","16800"
"063 296805000","935",,"GRIZZLY PEAK BLVD",,,"2615","5850"
"063 296805100","200",,"FOREST LN",,,"1767","3713"
"063 296900101","930",,"GRIZZLY PEAK BLVD",,,"1561","4150"
"063 296900201","934",,"GRIZZLY PEAK BLVD",,,"2518","3910"
