"apn","strnbr","strdirect","strname","strapart","strfract","bldsqfttaxable","lotsqft"
"063 296900300","168",,"FOREST LN",,,"2273","4802"
"063 296900401","944",,"GRIZZLY PEAK BLVD",,,"2084","6059"
"063 296900601","950",,"GRIZZLY PEAK BLVD",,,"1820","5000"
"063 296900700","954",,"GRIZZLY PEAK BLVD",,,"2305","3444"
"063 296900804","956",,"GRIZZLY PEAK BLVD",,,"2187","7051"
"063 296901001","968",,"GRIZZLY PEAK BLVD",,,"1682","6447"
"063 296901101","972",,"GRIZZLY PEAK BLVD",,,"1625","9750"
"063 296901102","0",,"GRIZZLY PEAK BLVD",,,"0","7193"
"063 296901200","976",,"GRIZZLY PEAK BLVD",,,"2246","7240"
"063 296901300","978",,"GRIZZLY PEAK BLVD",,,"1893","7880"
"063 296901400","980",,"GRIZZLY PEAK BLVD",,,"1728","5200"
"063 296901500","982",,"GRIZZLY PEAK BLVD",,,"2151","5754"
"063 296901600","990",,"GRIZZLY PEAK BLVD",,,"2410","4943"
"063 296901700","994",,"GRIZZLY PEAK BLVD",,,"2016","5040"
"063 296901800","998",,"GRIZZLY PEAK BLVD",,,"1721","5104"
"063 296901900","1002",,"GRIZZLY PEAK BLVD",,,"2208","5800"
"063 296902001","1008",,"GRIZZLY PEAK BLVD",,,"2403","4760"
"063 296902003","1012",,"GRIZZLY PEAK BLVD",,,"2156","5700"
"063 296902100","1014",,"GRIZZLY PEAK BLVD",,,"2617","5340"
"063 296902200","1016",,"GRIZZLY PEAK BLVD",,,"2543","13040"
"063 296902301","1022",,"GRIZZLY PEAK BLVD",,,"2008","9684"
"063 296903200","11",,"LATHAM LN",,,"1378","4524"
"063 296903302","1041",,"MILLER AVE",,,"3181","18032"
"063 296903303","1047",,"MILLER AVE",,,"1414","4914"
"063 296903304","29",,"LATHAM LN",,,"1713","4830"
"063 296903423","1025",,"MILLER AVE",,,"3678","8785"
"063 296903425","1033",,"MILLER AVE",,,"4311","14085"
"063 296903435","1024",,"GRIZZLY PEAK BLVD",,,"4207","9878"
"063 296903436","1026",,"GRIZZLY PEAK BLVD",,,"3940","6809"
"063 296903437","1028",,"GRIZZLY PEAK BLVD",,,"3871","7167"
"063 296903439","55",,"LATHAM LN",,,"0","4131"
"063 296903441","43",,"LATHAM LN",,,"0","7914"
"063 296903442","65",,"LATHAM LN",,,"0","4216"
"063 296903444","35",,"LATHAM LN",,,"0","9746"
"063 296903701","1020",,"GRIZZLY PEAK BLVD",,,"2724","9897"
"063 296903800","1018",,"GRIZZLY PEAK BLVD",,,"1896","13120"
"063 296903902","1015",,"MILLER AVE",,,"0","5160"
"063 296903904","1017",,"MILLER AVE",,,"3017","5271"
"063 296904000","1013",,"MILLER AVE",,,"834","5750"
"063 296904100","1011",,"MILLER AVE",,,"1079","6600"
"063 296904200","1009",,"MILLER AVE",,,"3347","8798"
"063 296904302","975",,"KEELER AVE",,,"2938","5940"
"063 296904303","1007",,"MILLER AVE",,,"2856","5500"
"063 296904405","977",,"KEELER AVE",,,"734","6696"
"063 296904409","995",,"KEELER AVE",,,"1391","9040"
"063 296904410","1005",,"MILLER AVE",,,"1966","10080"
"063 296904502","973",,"KEELER AVE",,,"1651","17098"
"063 296904701","106",,"FOREST LN",,,"1471","8160"
"063 296904902","108",,"FOREST LN",,,"1394","5375"
"063 296904903","110",,"FOREST LN",,,"3222","9840"
"063 296905000","120",,"FOREST LN",,,"2100","6440"
"063 296905100","0",,"FOREST LN",,,"0","5804"
"063 296905307","136",,"FOREST LN",,,"4007","12041"
"063 296905400","140",,"FOREST LN",,,"1886","3960"
"063 297000202","10",,"FOREST LN",,,"3777","4816"
"063 297000301","18",,"FOREST LN",,,"1333","5800"
"063 297000400","0",,"FOREST LN",,,"0","5543"
"063 297000500","50",,"FOREST LN",,,"1156","5712"
"063 297000602","60",,"FOREST LN",,,"1258","4416"
"063 297000702","70",,"FOREST LN",,,"1962","4128"
"063 297000800","954",,"KEELER AVE",,,"2463","5580"
"063 297000900","960",,"KEELER AVE",,,"2597","4400"
"063 297001000","964",,"KEELER AVE",,,"2228","7040"
"063 297001100","966",,"KEELER AVE",,,"2110","6720"
"063 297001200","968",,"KEELER AVE",,,"2312","6200"
"063 297001300","976",,"KEELER AVE",,,"2186","6200"
"063 297001400","980",,"KEELER AVE",,,"3345","6360"
"063 297001500","984",,"KEELER AVE",,,"2356","6576"
"063 297001602","998",,"KEELER AVE",,,"1826","7040"
"063 297001603","981",,"MILLER AVE",,,"2030","8568"
"063 297001800","975",,"MILLER AVE",,,"2002","10880"
"063 297001900","969",,"MILLER AVE",,,"1476","6200"
"063 297002000","963",,"MILLER AVE",,,"1851","4800"
"063 297002101","959",,"MILLER AVE",,,"3571","6877"
"063 297002102","961",,"MILLER AVE",,,"3619","5790"
"063 297002200","945",,"HILLDALE AVE",,,"2854","4320"
"063 297002301","943",,"HILLDALE AVE",,,"1780","6040"
"063 297002401","941",,"HILLDALE AVE",,,"1790","7160"
"063 297002501","939",,"HILLDALE AVE",,,"1632","6720"
"063 297002502","935",,"HILLDALE AVE",,,"2328","6400"
"063 297002600","933",,"HILLDALE AVE",,,"1889","6240"
"063 297002700","0",,"HILLDALE AVE",,,"0","6039"
"063 297002800","925",,"HILLDALE AVE",,,"1540","4400"
"063 297002900","923",,"HILLDALE AVE",,,"1157","4480"
"063 297100100","800",,"HILLDALE AVE",,,"2039","5885"
"063 297100200","830",,"HILLDALE AVE",,,"1446","5200"
"063 297100300","840",,"HILLDALE AVE",,,"1818","4400"
"063 297100400","846",,"HILLDALE AVE",,,"2325","4400"
"063 297100500","854",,"HILLDALE AVE",,,"2187","4400"
"063 297100600","860",,"HILLDALE AVE",,,"2591","4560"
"063 297100700","876",,"HILLDALE AVE",,,"1400","4446"
"063 297100803","2540",,"MARIN AVE",,,"1708","5400"
"063 297100900","900",,"HILLDALE AVE",,,"2486","4120"
"063 297101000","902",,"HILLDALE AVE",,,"1615","4200"
"063 297101100","906",,"HILLDALE AVE",,,"1914","4440"
"063 297101201","910",,"HILLDALE AVE",,,"2912","10658"
"063 297101400","916",,"HILLDALE AVE",,,"2638","6705"
"063 297101500","918",,"HILLDALE AVE",,,"1467","7020"
"063 297101700","920",,"HILLDALE AVE",,,"1564","7260"
"063 297101800","924",,"HILLDALE AVE",,,"2642","5900"
"063 297101900","928",,"HILLDALE AVE",,,"2200","4000"
"063 297102000","932",,"HILLDALE AVE",,,"2210","6840"
"063 297102101","936",,"HILLDALE AVE",,,"3362","11920"
"063 297102300","940",,"HILLDALE AVE",,,"1287","5500"
"063 297102400","942",,"HILLDALE AVE",,,"1830","5480"
"063 297102500","946",,"HILLDALE AVE",,,"1668","5360"
"063 297102600","948",,"HILLDALE AVE",,,"1898","5248"
"063 297102700","952",,"HILLDALE AVE",,,"2534","5670"
"063 297102800","956",,"HILLDALE AVE",,,"2287","4815"
"063 297102900","958",,"HILLDALE AVE",,,"2904","4664"
"063 297103102","960",,"HILLDALE AVE",,,"2510","7426"
"063 297103201","966",,"HILLDALE AVE",,,"2789","8100"
"063 297103400","943",,"REGAL RD",,,"1221","2275"
"063 297103500","998",,"HILLDALE AVE",,,"2329","4664"
"063 297103601","935",,"REGAL RD",,,"2165","3900"
"063 297103701","933",,"REGAL RD",,,"920","4128"
"063 297103800","931",,"REGAL RD",,,"1534","5450"
"063 297103900","929",,"EUCLID AVE",,,"1681","5934"
"063 297104000","927",,"EUCLID AVE",,,"2443","6760"
"063 297104100","923",,"EUCLID AVE",,,"2368","7102"
"063 297104200","921",,"EUCLID AVE",,,"1718","6916"
"063 297104300","919",,"EUCLID AVE",,,"1641","6118"
"063 297104400","917",,"EUCLID AVE",,,"1692","5896"
"063 297104704","911",,"EUCLID AVE",,,"4293","20701"
"063 297104800","907",,"EUCLID AVE",,,"2601","3960"
"063 297104900","905",,"EUCLID AVE",,,"2085","4000"
"063 297105000","2520",,"MARIN AVE",,,"2762","5440"
"063 297105100","2530",,"MARIN AVE",,,"2429","7200"
"063 297105200","2531",,"MARIN AVE",,,"2680","7425"
"063 297105301","10",,"BONNIE LN",,,"2621","4440"
"063 297105302","14",,"BONNIE LN",,,"2173","4816"
"063 297105400","20",,"BONNIE LN",,,"2042","5120"
"063 297105500","32",,"BONNIE LN",,,"1945","5520"
"063 297105600","44",,"BONNIE LN",,,"2053","4640"
"063 297105700","50",,"BONNIE LN",,,"2826","3933"
"063 297105800","60",,"BONNIE LN",,,"2209","3440"
"063 297105900","70",,"BONNIE LN",,,"2142","6040"
"063 297106000","76",,"BONNIE LN",,,"2036","6360"
"063 297106100","84",,"BONNIE LN",,,"2630","5800"
"063 297200100","880",,"REGAL RD",,,"2056","3355"
"063 297200200","890",,"REGAL RD",,,"1971","3900"
"063 297200300","894",,"REGAL RD",,,"2000","2432"
"063 297200400","897",,"CRAGMONT AVE",,,"983","1664"
"063 297200500","900",,"REGAL RD",,,"3114","15914"
"063 297200600","904",,"REGAL RD",,,"1149","6069"
"063 297200700","906",,"REGAL RD",,,"2174","9200"
"063 297200800","908",,"REGAL RD",,,"2408","8466"
"063 297200900","912",,"REGAL RD",,,"2273","7300"
"063 297201000","916",,"REGAL RD",,,"2984","6450"
"063 297201100","920",,"REGAL RD",,,"3363","5550"
"063 297201200","924",,"REGAL RD",,,"1476","5050"
"063 297201300","930",,"EUCLID AVE",,,"2631","12580"
"063 297201400","940",,"EUCLID AVE",,,"1446","4380"
"063 297201500","944",,"EUCLID AVE",,,"1379","4704"
"063 297201600","948",,"EUCLID AVE",,,"3041","5704"
"063 297201700","952",,"EUCLID AVE",,,"1874","7000"
"063 297201800","954",,"EUCLID AVE",,,"2279","9633"
"063 297201900","956",,"EUCLID AVE",,,"1741","11078"
"063 297202000","958",,"EUCLID AVE",,,"1815","9856"
"063 297202100","960",,"EUCLID AVE",,,"999","3900"
"063 297202301","962",,"EUCLID AVE",,,"2440","7450"
"063 297202600","970",,"EUCLID AVE",,,"1990","5350"
"063 297202700","972",,"EUCLID AVE",,,"2481","6250"
"063 297202800","974",,"EUCLID AVE",,,"1547","6250"
"063 297202900","978",,"EUCLID AVE",,,"2545","6250"
"063 297203000","980",,"EUCLID AVE",,,"2418","9375"
"063 297203100","986",,"EUCLID AVE",,,"3525","9375"
"063 297203200","990",,"EUCLID AVE",,,"3049","6250"
"063 297203300","994",,"EUCLID AVE",,,"3754","6250"
"063 297203400","998",,"EUCLID AVE",,,"2827","6250"
"063 297203500","1000",,"EUCLID AVE",,,"2325","7493"
"063 297203600","1006",,"EUCLID AVE",,,"1812","6048"
"063 297203700","1008",,"EUCLID AVE",,,"1784","5734"
"063 297203800","1014",,"EUCLID AVE",,,"3406","11780"
"063 297203900","1018",,"EUCLID AVE",,,"2225","5978"
"063 297204000","1022",,"EUCLID AVE",,,"3717","6215"
"063 297204100","0",,"EUCLID AVE",,,"0","5466"
"063 297204200","1030",,"EUCLID AVE",,,"2706","3360"
"063 297204300","1034",,"EUCLID AVE",,,"2382","4510"
"063 297204400","1029",,"CRAGMONT AVE",,,"2454","3975"
"063 297204500","1027",,"CRAGMONT AVE",,,"2226","4950"
"063 297204600","1023",,"CRAGMONT AVE",,,"2648","5170"
"063 297204700","1021",,"CRAGMONT AVE",,,"2771","5687"
"063 297204800","1017",,"CRAGMONT AVE",,,"2293","5764"
"063 297204900","1015",,"CRAGMONT AVE",,,"2280","5896"
"063 297205000","1011",,"CRAGMONT AVE",,,"1939","7500"
"063 297205100","1007",,"CRAGMONT AVE",,,"3655","12500"
"063 297205200","1003",,"CRAGMONT AVE",,,"2525","6675"
"063 297205300","1001",,"CRAGMONT AVE",,,"3193","6850"
"063 297205400","993",,"CRAGMONT AVE",,,"2328","7938"
"063 297205500","989",,"CRAGMONT AVE",,,"1552","6000"
"063 297205600","987",,"CRAGMONT AVE",,,"2184","6775"
"063 297205701","973",,"CRAGMONT AVE",,,"1564","6784"
"063 297205702","979",,"CRAGMONT AVE",,,"1580","7100"
"063 297205800","969",,"CRAGMONT AVE",,,"1727","6081"
"063 297205900","965",,"CRAGMONT AVE",,,"2244","6350"
"063 297206000","959",,"CRAGMONT AVE",,,"2746","6732"
"063 297206100","951",,"CRAGMONT AVE",,,"2203","20375"
"063 297206202","968",,"EUCLID AVE",,,"0","1500"
"063 297206203","968",,"EUCLID AVE",,,"1987","15132"
"063 297206300","966",,"EUCLID AVE",,,"4407","21053"
"063 297206400","921",,"CRAGMONT AVE","VAC",,"0","932"
"063 297206501","921",,"CRAGMONT AVE",,,"4200","25970"
"063 297206600","911",,"CRAGMONT AVE",,,"1973","10404"
"063 297206900","907",,"CRAGMONT AVE",,,"1080","5843"
"063 297207000","901",,"CRAGMONT AVE",,,"3115","29172"
"063 297300100","815",,"SPRUCE ST",,,"3228","4182"
"063 297300200","820",,"REGAL RD",,,"2514","6062"
"063 297300400","862",,"REGAL RD",,,"4397","8550"
"063 297300500","866",,"REGAL RD",,,"3529","7800"
"063 297300600","870",,"REGAL RD",,,"2083","5000"
"063 297300700","882",,"CRAGMONT AVE",,,"1930","5600"
"063 297300800","890",,"CRAGMONT AVE",,,"1812","5828"
"063 297301101","830",,"REGAL RD",,,"0","148326"
"063 297301200","2336",,"MARIN AVE",,,"2125","5300"
"063 297301300","2348",,"MARIN AVE",,,"1800","4400"
"063 297301400","2356",,"MARIN AVE",,,"2122","2880"
"063 297301500","2362",,"MARIN AVE",,,"1541","2280"
"063 297301600","2370",,"MARIN AVE",,,"1596","2137"
"063 297301700","900",,"CRAGMONT AVE",,,"2080","2200"
"063 297301800","910",,"CRAGMONT AVE",,,"1625","2843"
"063 297302001","916",,"CRAGMONT AVE",,,"2166","2925"
"063 297302200","930",,"CRAGMONT AVE",,,"2348","5768"
"063 297302300","936",,"CRAGMONT AVE",,,"2580","4641"
"063 297302400","938",,"CRAGMONT AVE",,,"1944","5568"
"063 297302500","944",,"CRAGMONT AVE",,,"3976","4716"
"063 297302600","950",,"CRAGMONT AVE",,,"2184","5355"
"063 297302700","958",,"CRAGMONT AVE",,,"3189","5550"
"063 297302800","962",,"CRAGMONT AVE",,,"2628","5500"
"063 297302900","968",,"CRAGMONT AVE",,,"2214","5253"
"063 297303000","972",,"CRAGMONT AVE",,,"2895","4850"
"063 297303100","978",,"CRAGMONT AVE",,,"3594","4500"
"063 297303200","982",,"CRAGMONT AVE",,,"2468","4500"
"063 297303300","986",,"CRAGMONT AVE",,,"2989","4896"
"063 297303400","996",,"CRAGMONT AVE",,,"2806","6000"
"063 297303500","993",,"SANTA BARBARA RD",,,"1145","4947"
"063 297303600","985",,"SANTA BARBARA RD",,,"3158","2400"
"063 297303700","975",,"SANTA BARBARA RD",,,"2202","3220"
"063 297303800","971",,"SANTA BARBARA RD",,,"2807","5000"
"063 297303900","967",,"SANTA BARBARA RD",,,"1918","5000"
"063 297304000","961",,"SANTA BARBARA RD",,,"2086","5304"
"063 297304100","951",,"SANTA BARBARA RD",,,"2325","5712"
"063 297304200","945",,"SANTA BARBARA RD",,,"2321","6171"
"063 297304300","941",,"SPRUCE ST",,,"2938","6200"
"063 297304400","937",,"SPRUCE ST",,,"2402","5850"
"063 297304500","933",,"SPRUCE ST",,,"2125","4700"
"063 297304600","931",,"SPRUCE ST",,,"1958","4350"
"063 297304700","929",,"SPRUCE ST",,,"1594","4386"
"063 297304800","925",,"SPRUCE ST",,,"2008","4320"
"063 297304900","915",,"SPRUCE ST",,,"1746","9861"
"063 297305000","909",,"SPRUCE ST",,,"1827","5289"
"063 297305100","905",,"SPRUCE ST",,,"2602","5699"
"063 297305200","2314",,"MARIN AVE",,,"2648","6150"
"063 297305300","920",,"CRAGMONT AVE",,,"1298","6058"
"063 297305400","924",,"CRAGMONT AVE",,,"2639","5800"
"063 297400100","959",,"SPRUCE ST",,,"2447","5400"
"063 297400200","970",,"SANTA BARBARA RD",,,"2932","4600"
"063 297400300","974",,"SANTA BARBARA RD",,,"2988","4000"
"063 297400400","987",,"SPRUCE ST",,,"3103","7421"
"063 297400500","982",,"SANTA BARBARA RD",,,"3966","3696"
"063 297400600","984",,"SANTA BARBARA RD",,,"2240","6572"
"063 297400700","990",,"SANTA BARBARA RD",,,"2162","7367"
"063 297400800","992",,"SANTA BARBARA RD",,,"1504","5070"
"063 297400900","1000",,"CRAGMONT AVE",,,"1991","3819"
"063 297401000","1004",,"CRAGMONT AVE",,"2026-01-02T00:00:00.000","2223","4255"
"063 297401100","1004",,"CRAGMONT AVE",,,"1663","2754"
"063 297401200","1006",,"CRAGMONT AVE",,,"2050","9384"
"063 297401300","1008",,"CRAGMONT AVE",,,"2516","8788"
"063 297401501","1012",,"CRAGMONT AVE",,,"2348","7905"
"063 297401600","1014",,"CRAGMONT AVE",,,"2923","8957"
"063 297401701","1016",,"CRAGMONT AVE",,,"4618","6561"
"063 297401902","1018",,"CRAGMONT AVE",,,"2242","7488"
"063 297401903","1020",,"CRAGMONT AVE",,,"2592","7740"
"063 297402000","1022",,"CRAGMONT AVE",,,"1676","7150"
"063 297402100","1024",,"CRAGMONT AVE",,,"1597","5850"
"063 297402200","1026",,"CRAGMONT AVE",,,"2799","4800"
"063 297402300","1028",,"CRAGMONT AVE",,,"2206","4371"
"063 297402400","1030",,"CRAGMONT AVE",,,"2143","4872"
"063 297402500","1032",,"CRAGMONT AVE",,,"2243","4332"
"063 297402600","1044",,"EUCLID AVE",,,"1618","3914"
"063 297402700","1052",,"EUCLID AVE",,,"1701","2585"
"063 297402800","1056",,"EUCLID AVE",,,"1408","2346"
"063 297402900","1067",,"KEITH AVE",,,"1200","3850"
"063 297403000","1065",,"KEITH AVE",,,"1315","4050"
"063 297403100","1061",,"KEITH AVE",,,"1332","4350"
"063 297403200","1059",,"KEITH AVE",,,"1353","6180"
"063 297403300","1057",,"KEITH AVE",,,"3148","5796"
"063 297403400","1053",,"KEITH AVE",,,"1660","5893"
"063 297403500","1051",,"KEITH AVE",,,"2174","6493"
"063 297403600","1049",,"KEITH AVE",,,"3010","6510"
"063 297403700","1047",,"KEITH AVE",,,"1728","6355"
"063 297403800","1045",,"KEITH AVE",,,"2570","6457"
"063 297403900","1043",,"KEITH AVE",,,"2935","6292"
"063 297404000","1039",,"KEITH AVE",,,"0","7348"
"063 297404100","1035",,"KEITH AVE",,,"1814","8000"
"063 297404201","1029",,"KEITH AVE",,,"2600","14381"
"063 297404205","1021",,"KEITH AVE",,,"2120","8000"
"063 297404303","1023",,"KEITH AVE",,,"2112","7700"
"063 297404400","1019",,"KEITH AVE",,,"1607","5000"
"063 297404502","1015",,"KEITH AVE",,,"1824","5350"
"063 297404600","1013",,"KEITH AVE",,,"1554","5350"
"063 297404700","1011",,"KEITH AVE",,,"2996","10350"
"063 297404800","1009",,"KEITH AVE",,,"2084","7850"
"063 297404900","1005",,"KEITH AVE",,,"2331","7850"
"063 297405000","1003",,"KEITH AVE",,,"1447","4710"
"063 297405100","1001",,"KEITH AVE",,,"2104","9200"
"063 297405200","999",,"SPRUCE ST",,,"1362","6636"
"063 297405301","995",,"SPRUCE ST",,,"1554","6072"
"063 297405302","993",,"SPRUCE ST",,,"2580","4998"
"063 297405600","1010",,"CRAGMONT AVE","2",,"1428","5132"
"063 297405700","1010",,"CRAGMONT AVE","3",,"1301","5132"
"063 297405800","1010",,"CRAGMONT AVE",,"2026-01-02T00:00:00.000","2385","5132"
"063 297406000","1010",,"CRAGMONT AVE","1",,"1103","5132"
"063 297406100","1010",,"CRAGMONT AVE","COM",,"0","0"
"063 297500100","936",,"REGAL RD",,,"3414","5565"
"063 297500200","938",,"REGAL RD",,,"1974","5457"
"063 297500300","940",,"REGAL RD",,,"1580","3400"
"063 297500400","944",,"REGAL RD",,,"2422","5100"
"063 297500500","946",,"REGAL RD",,,"2981","6450"
"063 297500602","948",,"REGAL RD",,,"2489","7100"
"063 297500801","950",,"REGAL RD",,,"2200","9158"
"063 297500900","960",,"REGAL RD",,,"0","19187"
"063 297501000","960",,"REGAL RD","PARKS",,"0","117224"
"063 297501100","0",,"REGAL RD",,,"0","7650"
"063 297501200","964",,"REGAL RD",,,"2682","7650"
"063 297501300","968",,"REGAL RD",,,"3380","7650"
"063 297501503","974",,"REGAL RD",,,"2879","5568"
"063 297501601","982",,"REGAL RD",,,"2481","7004"
"063 297501700","984",,"REGAL RD",,,"1926","7000"
"063 297501800","988",,"REGAL RD",,,"1571","6834"
"063 297501900","990",,"REGAL RD",,,"1446","7467"
"063 297502000","1065",,"CRAGMONT AVE",,,"1774","6161"
"063 297502100","1063",,"CRAGMONT AVE",,,"2692","7420"
"063 297502200","1061",,"CRAGMONT AVE",,,"1916","8732"
"063 297502302","1057",,"CRAGMONT AVE",,,"1244","7230"
"063 297502303","1059",,"CRAGMONT AVE",,,"3399","4500"
"063 297502403","1055",,"CRAGMONT AVE",,,"2655","5070"
"063 297502502","1053",,"CRAGMONT AVE",,,"2200","3850"
"063 297502701","1049",,"CRAGMONT AVE",,,"1704","6550"
"063 297502703","1051",,"CRAGMONT AVE",,,"2729","6550"
"063 297502800","1047",,"CRAGMONT AVE",,,"2683","6500"
"063 297502900","1045",,"CRAGMONT AVE",,,"2284","7155"
"063 297503000","1043",,"CRAGMONT AVE",,,"1488","5192"
"063 297503100","1041",,"CRAGMONT AVE",,,"1705","4510"
"063 297503200","1039",,"EUCLID AVE",,,"2013","6800"
"063 297503300","1035",,"EUCLID AVE",,,"4049","8049"
"063 297503400","1027",,"EUCLID AVE",,,"1889","7406"
"063 297503500","1019",,"EUCLID AVE",,,"3731","9750"
"063 297503600","1015",,"EUCLID AVE",,,"7707","8230"
"063 297503702","1009",,"EUCLID AVE",,,"1360","6144"
"063 297503703","1007",,"EUCLID AVE",,,"1365","5548"
"063 297503802","1005",,"EUCLID AVE",,,"1328","5000"
"063 297503902","1003",,"EUCLID AVE",,,"1379","5000"
"063 297504000","1001",,"EUCLID AVE",,,"1354","5850"
"063 297504101","985",,"EUCLID AVE",,,"1622","5500"
"063 297504202","987",,"EUCLID AVE",,,"2752","7000"
"063 297504300","981",,"EUCLID AVE",,,"2814","13000"
"063 297504402","975",,"EUCLID AVE","VAC",,"0","6302"
"063 297504403","975",,"EUCLID AVE",,,"2820","9592"
"063 297504600","971",,"EUCLID AVE",,,"3048","7900"
"063 297504700","965",,"EUCLID AVE",,,"2975","7600"
"063 297504800","955",,"EUCLID AVE",,,"1903","11420"
"063 297504901","951",,"EUCLID AVE",,,"1680","8175"
"063 297505000","949",,"EUCLID AVE",,,"2996","6350"
"063 297505100","945",,"EUCLID AVE",,,"2452","4800"
"063 297505200","941",,"EUCLID AVE",,,"3127","4048"
"063 297600100","8",,"POPPY LN",,,"1721","6050"
"063 297600200","20",,"POPPY LN",,,"2793","5301"
"063 297600300","22",,"POPPY LN",,,"2834","5922"
"063 297600400","26",,"POPPY LN",,,"2619","7254"
"063 297600500","30",,"POPPY LN",,,"2016","7748"
"063 297600600","50",,"POPPY LN",,,"2346","8216"
"063 297600700","58",,"POPPY LN",,,"1978","7097"
"063 297600800","66",,"POPPY LN",,,"2376","8909"
"063 297600900","74",,"POPPY LN",,,"1773","5200"
"063 297601000","0",,"POPPY LN",,,"0","3939"
"063 297601100","0",,"POPPY LN",,,"0","5287"
"063 297601201","80",,"POPPY LN",,,"0","67438"
"063 297601203","0",,"REGAL RD",,,"0","8566"
"063 297601204","1071",,"CRAGMONT AVE",,,"2666","5562"
"063 297601300","0",,"KEELER AVE",,,"0","4590"
"063 297601403","0",,"KEELER AVE",,,"0","10480"
"063 297601503","0",,"KEELER AVE",,,"0","9625"
"063 297601600","0",,"KEELER AVE",,,"0","8761"
"063 297601700","0",,"KEELER AVE",,,"0","8672"
"063 297601801","1064",,"KEELER AVE",,,"3455","14080"
"063 297602000","1070",,"KEELER AVE",,,"2493","6000"
"063 297602100","1072",,"KEELER AVE",,,"1316","8450"
"063 297602200","1076",,"KEELER AVE",,,"2000","9550"
"063 297602301","1080",,"KEELER AVE",,,"1585","5368"
"063 297602401","1090",,"KEELER AVE",,,"1575","10431"
"063 297602500","1094",,"KEELER AVE",,,"193","6000"
"063 297602604","1096",,"KEELER AVE",,,"759","10402"
"063 297602901","161",,"BRET HARTE RD",,,"2343","10563"
"063 297603000","155",,"BRET HARTE RD",,,"1690","13338"
"063 297603101","137",,"BRET HARTE RD",,,"1746","5000"
"063 297603201","131",,"BRET HARTE RD",,,"1490","19812"
