Date	Permit Number	Status	Address	Occupancy Class
11/18/2024	ESR-2024-03684	Closed Expired	1554 SAN LORENZO Ave, BERKELEY CA 94707	R-3
11/14/2024	ESR-2024-03650	Closed Expired	104 HILL Rd, BERKELEY CA 94708	R-3
11/14/2024	ESR-2024-03643	Closed Expired	1332 CURTIS St, BERKELEY CA 94702	R-3
11/14/2024	ESR-2024-03642	Closed Expired	1936 BERRYMAN St, B, BERKELEY CA 94709	R-3
11/13/2024	ESR-2024-03637	Closed Expired	973 OXFORD St, BERKELEY CA 94707	R-3
11/13/2024	ESR-2024-03634	Closed Expired	1201 ORDWAY St, BERKELEY CA 94706	R-3
11/12/2024	ESR-2024-03618	Closed Expired	1321 BONITA Ave, BERKELEY CA 94709	R-3
11/12/2024	ESR-2024-03613	Closed Expired	50 HILLCREST Rd, BERKELEY CA 94705	R-3
11/12/2024	ESR-2024-03611	Closed Expired	1535 VIRGINIA St, BERKELEY CA 94703	R-3
11/07/2024	ESR-2024-03569	Closed Expired	2907 FLORENCE St, BERKELEY CA 94705	R-3
11/07/2024	ESR-2024-03573	Closed Expired	1793 SAN LORENZO Ave, BERKELEY CA 94707	R-3
11/06/2024	ESR-2024-03552	Closed Expired	2818 WEBSTER St, BERKELEY CA 94705	R-3
11/05/2024	ESR-2024-03538	Closed Expired	2312 ROSE St, BERKELEY CA 94708	R-3
11/04/2024	ESR-2024-03523	Closed Expired	1108 WALNUT St, BERKELEY CA 94707	R-3
10/30/2024	ESR-2024-03492	Closed Expired	1122 DELAWARE St, BERKELEY CA 94702	R-3
10/30/2024	ESR-2024-03491	Closed Expired	1111 CAMELIA St, BERKELEY CA 94702	R-3
10/28/2024	ESR-2024-03447	Closed Expired	570 NEILSON St, BERKELEY CA 94707	R-3
10/25/2024	ESR-2024-03433	Closed Expired	2611 PARKER St, BERKELEY CA 94704	R-3
10/24/2024	ESR-2024-03399	Closed Expired	76 HILLCREST Rd, BERKELEY CA 94705	R-3
10/24/2024	ESR-2024-03414	Closed Expired	2914 NEWBURY St, BERKELEY CA 94703	R-3
10/24/2024	ESR-2024-03415	Closed Expired	2220 CALIFORNIA St, BERKELEY CA 94703	R-3
10/23/2024	ESR-2024-03398	Closed Expired	1822 FRANCISCO St, BERKELEY CA 94703	R-3
10/23/2024	ESR-2024-03396	Closed Expired	3111 DEAKIN St, BERKELEY CA 94705	R-3
10/23/2024	ESR-2024-03395	Closed Expired	3111 DEAKIN St, BERKELEY CA 94705	R-3
10/23/2024	ESR-2024-03394	Closed Expired	3111 DEAKIN St, BERKELEY CA 94705	R-3
10/23/2024	ESR-2024-03384	Closed Expired	2140 WOOLSEY St, BERKELEY CA 94705	R-3
10/23/2024	ESR-2024-03383	Closed Expired	595 SANTA BARBARA Rd, BERKELEY CA 94707	R-3
10/22/2024	ESR-2024-03381	Closed Expired	2619 ETNA St, C, BERKELEY CA 94704	R-3
10/22/2024	ESR-2024-03378	Closed Expired	62 EL CAMINO REAL, BERKELEY CA 94705	R-3
10/22/2024	ESR-2024-03374	Closed Expired	1030 DELAWARE St, B, BERKELEY CA 94710	R-3
10/22/2024	ESR-2024-03366	Closed Expired	915 INDIAN ROCK Ave, BERKELEY CA 94707	R-3
10/21/2024	ESR-2024-03348	Closed Expired	1437 M L KING JR Way, A, BERKELEY CA 94709	R-3
10/21/2024	ESR-2024-03349	Closed Expired	1885 THOUSAND OAKS Blvd, BERKELEY CA 94707	R-3
10/20/2024	24TMP-029160		2923 ELLIS St, BERKELEY CA 94703	R-3
10/18/2024	ESR-2024-03339	Closed Expired	2210 TENTH St, BERKELEY CA 94710	R-3
10/18/2024	ESR-2024-03329	Closed Expired	1812 M L KING JR Way, BERKELEY CA 94709	R-3
10/18/2024	ESR-2024-03327	Closed Expired	1514 OREGON St, E, BERKELEY CA 94703	R-3
10/17/2024	ESR-2024-03297	Closed Expired	583 SANTA CLARA Ave, BERKELEY CA 94707	R-3
10/17/2024	ESR-2024-03313	Closed Expired	1228 ASHBY Ave, B, BERKELEY CA 94702	R-3
10/16/2024	ESR-2024-03275	Closed Expired	1535 VIRGINIA St, BERKELEY CA 94703	R-3
10/15/2024	ESR-2024-03271	Closed Expired	1116 DWIGHT Way, 3, BERKELEY CA 94702	R-3
10/12/2024	ESR-2024-03237	Closed Expired	1601 LA VEREDA Rd, BERKELEY CA 94709	R-3
10/11/2024	ESR-2024-03229	Closed Expired	1890 HARMON St, BERKELEY CA 94703	R-3
10/11/2024	ESR-2024-03223	Closed Expired	1675 ADDISON St, BERKELEY CA 94703	R-3
10/11/2024	ESR-2024-03222	Closed Expired	1673 ADDISON St, BERKELEY CA 94703	R-3
10/11/2024	ESR-2024-03221	Closed Expired	1671 ADDISON St, BERKELEY CA 94703	R-3
10/09/2024	ESR-2024-03177	Closed Expired	701 HEINZ Ave, BERKELEY CA 94710	R-3
10/08/2024	ESR-2024-03155	Closed Expired	1916 WOOLSEY St, BERKELEY CA 94703	R-3
10/07/2024	ESR-2024-03140	Closed Expired	1701 BLAKE St, BERKELEY CA 94703	R-3
10/07/2024	ESR-2024-03138	Closed Expired	1326 BERKELEY Way, BERKELEY CA 94702	R-3
10/03/2024	24TMP-028309		2531 FULTON St, BERKELEY CA 94704	R-3
10/02/2024	24TMP-028244		2702 GRANT St, BERKELEY CA 94703	R-3
10/02/2024	ESR-2024-03087	Closed Expired	2529 COLLEGE Ave, BERKELEY CA 94704	R-3
10/01/2024	ESR-2024-03084	Closed Expired	1537 Oregon St, BERKELEY CA 94703 United States	R-3
09/30/2024	ESR-2024-03055	Closed Expired	664 ARLINGTON Ave, BERKELEY CA 94707	R-3
09/27/2024	ESR-2024-03042	Closed Expired	1601 ROSE St, BERKELEY CA 94703	R-3
09/27/2024	ESR-2024-03041	Closed Expired	915 INDIAN ROCK Ave, BERKELEY CA 94707	R-3
09/27/2024	ESR-2024-03039	Closed Expired	2314 SPAULDING Ave, BERKELEY CA 94703	R-3
09/26/2024	24TMP-027952		1303 SIXTY-SIXTH St, BERKELEY CA 94702	R-3
09/24/2024	24TMP-027830		2814 CALIFORNIA St, B, BERKELEY CA 94703	R-3
09/24/2024	ESR-2024-03008	Closed Expired	1321 ALCATRAZ Ave, A, BERKELEY CA 94702	R-3
09/24/2024	ESR-2024-03005	Closed Expired	664 ARLINGTON Ave, BERKELEY CA 94707	R-3
09/24/2024	ESR-2024-02998	Closed Expired	1701 SPRUCE St, BERKELEY CA 94709	R-3
09/24/2024	ESR-2024-02997	Closed Expired	1019 MIDDLEFIELD Rd, BERKELEY CA 94708	R-3
09/23/2024	24TMP-027657		74 POPPY Ln, BERKELEY CA 94708	R-3
09/23/2024	ESR-2024-02989	Closed Expired	1205 BONITA Ave, BERKELEY CA 94709	R-3
09/23/2024	ESR-2024-02979	Closed Expired	62 EL CAMINO REAL, BERKELEY CA 94705	R-3
09/23/2024	ESR-2024-02978	Closed Expired	471 CRAGMONT Ave, BERKELEY CA 94708	R-3
09/23/2024	ESR-2024-02972	Closed Expired	1367 MIRAMONTE Ct, BERKELEY CA 94703	R-3
09/20/2024	ESR-2024-02953	Closed Expired	2544 ETNA St, BERKELEY CA 94704	R-3
09/20/2024	ESR-2024-02952	Closed Expired	1349 DELAWARE St, BERKELEY CA 94702	R-3
09/19/2024	ESR-2024-02933	Closed Expired	1933 FRANCISCO St, REAR, BERKELEY CA 94709	R-3
09/19/2024	ESR-2024-02931	Closed Expired	1933 FRANCISCO St, BERKELEY CA 94709	R-3
09/18/2024	ESR-2024-02909	Closed Expired	811 ARLINGTON Ave, BERKELEY CA 94707	R-3
09/17/2024	ESR-2024-02898	Closed Expired	1930 FRANCISCO St, BERKELEY CA 94709	R-3
09/16/2024	ESR-2024-02879	Closed Expired	1634 MCGEE Ave, BERKELEY CA 94703	R-3
09/16/2024	ESR-2024-02877	Closed Expired	1326 BERKELEY Way, BERKELEY CA 94702	R-3
09/16/2024	ESR-2024-02876	Closed Expired	1937 OREGON St, BERKELEY CA 94703	R-3
09/15/2024	24TMP-027231		74 POPPY Ln, BERKELEY CA 94708	R-3
09/14/2024	ESR-2024-02871	Closed Expired	1726 BERKELEY Way, A, BERKELEY CA 94703	R-3
09/12/2024	ESR-2024-02845	Closed Expired	1111 CAMELIA St, BERKELEY CA 94702	R-3
09/12/2024	ESR-2024-02840	Closed Expired	1613 KAINS Ave, BERKELEY CA 94702	R-3
09/11/2024	ESR-2024-02824	Closed Expired	1729 FRANCISCO St, BERKELEY CA 94703	R-3
09/11/2024	ESR-2024-02819	Closed Expired	600 SPRUCE St, BERKELEY CA 94707	R-3
09/10/2024	ESR-2024-02797	Closed Expired	2564 VIRGINIA St, 7, BERKELEY CA 94709	R-3
09/10/2024	ESR-2024-02803	Closed Expired	3111 DEAKIN St, BERKELEY CA 94705	R-3
09/10/2024	24TMP-026961		833 OXFORD St, BERKELEY CA 94707	R-3
09/09/2024	24TMP-026898		2318 TENTH St, BERKELEY CA 94710	R-3
09/09/2024	ESR-2024-02778	Closed Expired	3117 LEWISTON Ave, BERKELEY CA 94705	R-3
09/08/2024	ESR-2024-02776	Closed Expired	1030 KEITH Ave, BERKELEY CA 94708	R-3
09/06/2024	ESR-2024-02767	Closed Expired	1506 CALIFORNIA St, BERKELEY CA 94703	R-3
09/06/2024	ESR-2024-02764	Closed Expired	1615 FRANKLIN St, BERKELEY CA 94702	R-3
09/05/2024	ESR-2024-02749	Closed Expired	2805 HILGARD Ave, BERKELEY CA 94709	R-3
09/05/2024	ESR-2024-02751	Closed Expired	1812 CARLETON St, B, BERKELEY CA 94703	R-3
09/05/2024	ESR-2024-02752	Closed Expired	1697 HOPKINS St, BERKELEY CA 94707	R-3
09/05/2024	ESR-2024-02760	Closed Expired	1236 CARLOTTA Ave, BERKELEY CA 94707	R-3
09/04/2024	ESR-2024-02741	Closed Expired	3030 STANTON St, BERKELEY CA 94702	R-3
09/04/2024	ESR-2024-02734	Closed Expired	1595 CURTIS St, BERKELEY CA 94702	R-3
08/30/2024	ESR-2024-02705	Closed Expired	1475 HOPKINS St, BERKELEY CA 94702	R-3
08/30/2024	ESR-2024-02706	Closed Expired	1930 FRANCISCO St, BERKELEY CA 94709	R-3
08/30/2024	ESR-2024-02709	Closed Expired	1318 ORDWAY St, BERKELEY CA 94702	R-3
08/29/2024	ESR-2024-02699	Closed Expired	2320 ACTON St, BERKELEY CA 94702	R-3
08/29/2024	ESR-2024-02688	Closed Expired	1937 OREGON St, BERKELEY CA 94703	R-3
08/27/2024	ESR-2024-02670	Closed Expired	144 HILL Rd, BERKELEY CA 94708	R-3
08/27/2024	ESR-2024-02669	Closed Expired	2951 ASHBY Ave, BERKELEY CA 94705	R-3
08/23/2024	ESR-2024-02636	Closed Expired	20 VIRGINIA GARDENS, BERKELEY CA 94702	R-3
08/22/2024	ESR-2024-02625	Closed Expired	1510 ASHBY Ave, BERKELEY CA 94703	R-3
08/22/2024	ESR-2024-02624	Closed Expired	2247 SUMMER St, BERKELEY CA 94709	R-3
08/22/2024	ESR-2024-02622	Closed Expired	1303 SIXTY-SIXTH St, BERKELEY CA 94702	R-3
08/21/2024	ESR-2024-02617	Closed Expired	547 SPRUCE St, BERKELEY CA 94707	R-3
08/20/2024	ESR-2024-02601	Closed Expired	2808 GARBER St, BERKELEY CA 94705	R-3
08/20/2024	ESR-2024-02595	Closed Expired	600 SPRUCE St, BERKELEY CA 94707	R-3
08/19/2024	24TMP-025840		1010 DELAWARE St, BERKELEY CA 94710	R-3
08/16/2024	ESR-2024-02578	Closed Expired	3035 MABEL St, BERKELEY CA 94702	R-3
08/16/2024	24TMP-025766		612 EUCLID Ave, BERKELEY CA 94708	R-3
08/15/2024	ESR-2024-02570	Closed Expired	1029 PARDEE St, BERKELEY CA 94710	R-3
08/14/2024	ESR-2024-02562	Closed Expired	1937 OREGON St, BERKELEY CA 94703	R-3
08/14/2024	24TMP-025663		117 EL CAMINO REAL, BERKELEY CA 94705	R-3
08/12/2024	ESR-2024-02521	Closed Expired	1401 ADA St, BERKELEY CA 94702	R-3
08/12/2024	24TMP-025457		1947 CENTER St, BERKELEY CA 94704	R-3
08/11/2024	ESR-2024-02501	Closed Expired	117 EL CAMINO REAL, BERKELEY CA 94705	R-3
08/08/2024	ESR-2024-02483	Closed Expired	2317 VALLEY St, BERKELEY CA 94702	R-3
08/07/2024	24TMP-025236		2440 CEDAR St, 2, BERKELEY CA 94708	R-3
08/06/2024	ESR-2024-02458	Closed Expired	1357 QUEENS Rd, BERKELEY CA 94708	R-3
08/04/2024	ESR-2024-02439	Closed Expired	1152 EUCLID Ave, BERKELEY CA 94708	R-3
08/02/2024	ESR-2024-02433	Closed Expired	160 VICENTE Rd, BERKELEY CA 94705	R-3
08/01/2024	ESR-2024-02421	Closed Expired	2919 DEAKIN St, BERKELEY CA 94705	R-3
07/31/2024	24TMP-024900		2832 DERBY St, BERKELEY CA 94705	R-3
07/31/2024	ESR-2024-02405	Closed Expired	1146 KEELER Ave, BERKELEY CA 94708	R-3
07/30/2024	ESR-2024-02391	Closed Expired	547 SPRUCE St, BERKELEY CA 94707	R-3
07/30/2024	ESR-2024-02371	Closed Expired	1477 STANNAGE Ave, BERKELEY CA 94702	R-3
07/29/2024	ESR-2024-02369	Closed Expired	1079 EUCLID Ave, BERKELEY CA 94708	R-3
07/29/2024	ESR-2024-02366	Closed Expired	964 KEELER Ave, BERKELEY CA 94708	R-3
07/29/2024	ESR-2024-02362	Closed Expired	1630 FAIRVIEW St, BERKELEY CA 94703	R-3
07/29/2024	ESR-2024-02358	Closed Expired	973 OXFORD St, BERKELEY CA 94707	R-3
07/29/2024	ESR-2024-02356	Closed Expired	862 CONTRA COSTA Ave, BERKELEY CA 94707	R-3
07/25/2024	ESR-2024-02344	Closed Expired	1214 WALNUT St, BERKELEY CA 94709	R-3
07/24/2024	ESR-2024-02327	Closed Expired	3041 DOHR St, BERKELEY CA 94702	R-3
07/24/2024	ESR-2024-02320	Closed Expired	1601 FIFTH St, BERKELEY CA 94710	R-3
07/23/2024	ESR-2024-02298	Closed Expired	1321 CALIFORNIA St, BERKELEY CA 94703	R-3
07/23/2024	ESR-2024-02305	Closed Expired	1133 KEITH Ave, BERKELEY CA 94708	R-3
07/22/2024	ESR-2024-02290	Closed Expired	1812 FRANKLIN St, BERKELEY CA 94702	R-3
07/22/2024	ESR-2024-02278	Closed Expired	92 NORTHGATE Ave, BERKELEY CA 94708	R-3
07/19/2024	ESR-2024-02263	Closed Expired	2108 SIXTH St, BERKELEY CA 94710	R-3
07/18/2024	ESR-2024-02246	Closed Expired	830 ADDISON St, BERKELEY CA 94710	R-3
07/18/2024	ESR-2024-02248	Closed Expired	2843 PRINCE St, BERKELEY CA 94705	R-3
07/17/2024	ESR-2024-02237	Closed Expired	1030 DELAWARE St, B, BERKELEY CA 94710	R-3
07/17/2024	ESR-2024-02226	Closed Expired	981 INDIAN ROCK Ave, BERKELEY CA 94707	R-3
07/15/2024	ESR-2024-02188	Closed Expired	1827 CATALINA Ave, BERKELEY CA 94707	R-3
07/15/2024	ESR-2024-02191	Closed Expired	1019 MIDDLEFIELD Rd, BERKELEY CA 94708	R-3
07/15/2024	ESR-2024-02193	Closed Expired	956 SHATTUCK Ave, BERKELEY CA 94707	R-3
07/12/2024	ESR-2024-02173	Closed Expired	3200 TREMONT St, BERKELEY CA 94703	R-3
07/12/2024	24TMP-023866		1827 SIXTY-SECOND St, BERKELEY CA 94703	R-3
07/09/2024	ESR-2024-02135	Closed Expired	2820 OAK KNOLL Ter, BERKELEY CA 94705	R-3
07/09/2024	ESR-2024-02128	Closed Expired	2442 CEDAR St, COM, BERKELEY CA 94708	R-3
07/09/2024	ESR-2024-02126	Closed Expired	694 HILLDALE Ave, BERKELEY CA 94708	R-3
07/08/2024	ESR-2024-02118	Closed Expired	2635 MARIN Ave, BERKELEY CA 94708	R-3
07/08/2024	ESR-2024-02116	Closed Expired	2735 WALLACE St, BERKELEY CA 94702	R-3
07/05/2024	24TMP-023491		1701 STUART St, BERKELEY CA 94703	R-3
07/04/2024	ESR-2024-02099	Closed Expired	15 ALVARADO Rd, BERKELEY CA 94705	R-3
07/03/2024	ESR-2024-02089	Closed Expired	595 SANTA BARBARA Rd, BERKELEY CA 94707	R-3
07/02/2024	ESR-2024-02085	Closed Expired	1704 BANCROFT Way, BERKELEY CA 94703	R-3
07/02/2024	ESR-2024-02083	Closed Expired	2610 RUSSELL St, BERKELEY CA 94705	R-3
07/02/2024	ESR-2024-02073	Closed Expired	1089 KEELER Ave, BERKELEY CA 94708	R-3
07/02/2024	ESR-2024-02071	Closed Expired	3329 CALIFORNIA St, BERKELEY CA 94703	R-3
07/01/2024	ESR-2024-02067	Closed Expired	2423 HASTE St, BERKELEY CA 94704	R-3
06/28/2024	ESR-2024-02033	Closed Expired	2410 BYRON St, BERKELEY CA 94702	R-3
06/27/2024	ESR-2024-02031	Closed Expired	1328 BURNETT St, BERKELEY CA 94702	R-3
06/27/2024	ESR-2024-02020	Closed Expired	830 ADDISON St, BERKELEY CA 94710	R-3
06/26/2024	ESR-2024-02015	Closed Expired	92 NORTHGATE Ave, BERKELEY CA 94708	R-3
06/26/2024	ESR-2024-02014	Closed Expired	1401 GREENWOOD Ter, BERKELEY CA 94708	R-3
06/26/2024	ESR-2024-02013	Closed Expired	2910 HILLEGASS Ave, 3, BERKELEY CA 94705	R-3
06/26/2024	ESR-2024-02008	Closed Expired	70 LATHAM Ln, BERKELEY CA 94708	R-3
06/26/2024	ESR-2024-02002	Closed Expired	2731 FULTON St, 3, BERKELEY CA 94705	R-3
06/25/2024	ESR-2024-01993	Closed Expired	1120 SUTTER St, BERKELEY CA 94707	R-3
06/24/2024	ESR-2024-01981	Closed Expired	1368 HOPKINS St, BERKELEY CA 94702	R-3
06/24/2024	ESR-2024-01970	Closed Expired	1812 PRINCE St, BERKELEY CA 94703	R-3
06/23/2024	24TMP-022794		654 SANTA ROSA Ave, BERKELEY CA 94707	R-3
06/22/2024	ESR-2024-01961	Closed Expired	140 FAIRLAWN Dr, BERKELEY CA 94708	R-3
06/21/2024	ESR-2024-01955	Closed Expired	1421 FIFTH St, BERKELEY CA 94710	R-3
06/21/2024	ESR-2024-01952	Closed Expired	1909 STUART St, BERKELEY CA 94703	R-3
06/21/2024	24TMP-022745		1624 SHATTUCK Ave, BERKELEY CA 94709	R-3
06/20/2024	ESR-2024-01931	Closed Expired	2673 HILGARD Ave, BERKELEY CA 94709	R-3
06/20/2024	ESR-2024-01933	Closed Expired	2234 CALIFORNIA St, BERKELEY CA 94703	R-3
06/20/2024	ESR-2024-01941	Closed Expired	1830 CARLETON St, BERKELEY CA 94703	R-3
06/20/2024	ESR-2024-01943	Closed Expired	1342 DERBY St, BERKELEY CA 94702	R-3
06/20/2024	ESR-2024-01946	Closed Expired	1851 CAPISTRANO Ave, BERKELEY CA 94707	R-3
06/19/2024	ESR-2024-01926	Closed Expired	1103 SUTTER St, BERKELEY CA 94707	R-3
06/18/2024	ESR-2024-01920	Closed Expired	1603 MCGEE Ave, BERKELEY CA 94703	R-3
06/18/2024	ESR-2024-01914	Closed Expired	551 GRIZZLY PEAK Blvd, BERKELEY CA 94708	R-3
06/18/2024	ESR-2024-01913	Closed Expired	1406 SIXTY-SIXTH St, BERKELEY CA 94702	R-3
06/14/2024	ESR-2024-01883	Closed Expired	2929 BUENA VISTA Way, BERKELEY CA 94708	R-3
06/13/2024	ESR-2024-01868	Closed Expired	1173 KEELER Ave, BERKELEY CA 94708	R-3
06/12/2024	ESR-2024-01858	Closed Expired	1423 CAMPUS Dr, BERKELEY CA 94708	R-3
06/12/2024	ESR-2024-01851	Closed Expired	1249 FRANCISCO St, BERKELEY CA 94702	R-3
06/12/2024	24TMP-022296		1604 CAPISTRANO Ave, BERKELEY CA 94707	R-3
06/11/2024	ESR-2024-01843	Closed Expired	2240 PRINCE St, BERKELEY CA 94705	R-3
06/10/2024	ESR-2024-01828	Closed Expired	3202 SHATTUCK Ave, BERKELEY CA 94705	R-3
06/08/2024	ESR-2024-01815	Closed Expired	1701 TACOMA Ave, BERKELEY CA 94707	R-3
06/07/2024	ESR-2024-01792	Closed Expired	729 ARLINGTON Ave, BERKELEY CA 94707	R-3
06/06/2024	ESR-2024-01762	Closed Expired	1030 DELAWARE St, B, BERKELEY CA 94710	R-3
06/06/2024	ESR-2024-01766	Closed Expired	1355 ADDISON St, BERKELEY CA 94702	R-3
06/06/2024	ESR-2024-01769	Closed Expired	1119 HEARST Ave, BERKELEY CA 94702	R-3
06/06/2024	ESR-2024-01778	Closed Expired	2334 GRANT St, BERKELEY CA 94703	R-3
06/05/2024	ESR-2024-01760	Closed Expired	2247 GLEN Ave, BERKELEY CA 94709	R-3
06/04/2024	24TMP-021764		2331 ROOSEVELT Ave, BERKELEY CA 94703	R-3
06/03/2024	24TMP-021708		2533 DANA St, BERKELEY CA 94704	R-3
06/03/2024	24TMP-021679		100 TAMALPAIS Rd, BERKELEY CA 94708	R-3
06/03/2024	ESR-2024-01711	Closed Expired	2128 TENTH St, BERKELEY CA 94710	R-3
05/30/2024	ESR-2024-01686	Closed Expired	3228 BOISE St, BERKELEY CA 94702	R-3
05/30/2024	ESR-2024-01683	Closed Expired	1008 MIDDLEFIELD Rd, BERKELEY CA 94708	R-3
05/29/2024	24TMP-021385		612 EUCLID Ave, BERKELEY CA 94708	R-3
05/29/2024	ESR-2024-01661	Closed Expired	3111 DEAKIN St, BERKELEY CA 94705	R-3
05/29/2024	ESR-2024-01674	Closed Expired	1200 DWIGHT Way, BERKELEY CA 94702	R-3
05/29/2024	ESR-2024-01679	Closed Expired	1384 CEDAR St, BERKELEY CA 94702	R-3
05/28/2024	ESR-2024-01649	Closed Expired	92 NORTHGATE Ave, BERKELEY CA 94708	R-3
05/28/2024	ESR-2024-01643	Closed Expired	2448 PRINCE St, BERKELEY CA 94705	R-3
05/27/2024	ESR-2024-01639	Closed Expired	1604 CAPISTRANO Ave, BERKELEY CA 94707	R-3
05/23/2024	24TMP-021105		562 NEILSON St, BERKELEY CA 94707	R-3
05/23/2024	ESR-2024-01614	Closed Expired	124 PARKSIDE Dr, BERKELEY CA 94705	R-3
05/21/2024	ESR-2024-01592	Closed Expired	1646 CURTIS St, BERKELEY CA 94702	R-3
05/21/2024	ESR-2024-01589	Closed Expired	1843 BERRYMAN St, BERKELEY CA 94703	R-3
05/20/2024	24TMP-020947		1226 CORNELL Ave, BERKELEY CA 94706	R-3
05/20/2024	ESR-2024-01565	Closed Expired	1032 DELAWARE St, A, BERKELEY CA 94710	R-3
05/20/2024	ESR-2024-01566	Closed Expired	1375 SUMMIT Rd, BERKELEY CA 94708	R-3
05/18/2024	ESR-2024-01562	Closed Expired	2639 DANA St, BERKELEY CA 94704	R-3
05/16/2024	ESR-2024-01554	Closed Expired	1815 SIXTY-SECOND St, BERKELEY CA 94703	R-3
05/16/2024	ESR-2024-01551	Closed Expired	626 SANTA BARBARA Rd, BERKELEY CA 94707	R-3
05/16/2024	ESR-2024-01548	Closed Expired	2611 GRANT St, BERKELEY CA 94703	R-3
05/15/2024	ESR-2024-01532	Closed Expired	1342 DERBY St, BERKELEY CA 94702	R-3
05/14/2024	ESR-2024-01513	Closed Expired	1709 MADERA St, BERKELEY CA 94707	R-3
05/13/2024	ESR-2024-01485	Closed Expired	6422 MYSTIC St, BERKELEY CA 94618	R-3
05/13/2024	24TMP-020475		1931 CEDAR St, BERKELEY CA 94709	R-3
05/11/2024	ESR-2024-01482	Closed Expired	1640 BANCROFT Way, BERKELEY CA 94703	R-3
05/10/2024	ESR-2024-01475	Closed Expired	22 ROBLE Rd, BERKELEY CA 94705	R-3
05/09/2024	24TMP-020326		987 CRAGMONT Ave, BERKELEY CA 94708	R-3
05/09/2024	ESR-2024-01463	Closed Expired	1619 KAINS Ave, BERKELEY CA 94702	R-3
05/09/2024	ESR-2024-01462	Closed Expired	1726 BERKELEY Way, A, BERKELEY CA 94703	R-3
05/09/2024	ESR-2024-01459	Closed Expired	2801 STANTON St, BERKELEY CA 94702	R-3
05/09/2024	ESR-2024-01458	Closed Expired	1742 CEDAR St, BERKELEY CA 94703	R-3
05/09/2024	ESR-2024-01452	Closed Expired	1735 MADERA St, BERKELEY CA 94707	R-3
05/09/2024	ESR-2024-01451	Closed Expired	1227 PERALTA Ave, BERKELEY CA 94706	R-3
05/08/2024	ESR-2024-01445	Closed Expired	470 SPRUCE St, BERKELEY CA 94708	R-3
05/08/2024	ESR-2024-01444	Closed Expired	1340 ADDISON St, BERKELEY CA 94702	R-3
05/08/2024	ESR-2024-01448	Closed Expired	1303 SIXTY-SIXTH St, BERKELEY CA 94702	R-3
05/07/2024	ESR-2024-01431	Closed Expired	1355 ADDISON St, BERKELEY CA 94702	R-3
05/07/2024	ESR-2024-01426	Closed Expired	2417 EIGHTH St, BERKELEY CA 94710	R-3
05/06/2024	ESR-2024-01418	Closed Expired	595 SANTA BARBARA Rd, BERKELEY CA 94707	R-3
05/06/2024	24TMP-020109		2918 REGENT St, BERKELEY CA 94705	R-3
05/06/2024	24TMP-020099		1316 SPRUCE St, BERKELEY CA 94709	R-3
05/06/2024	24TMP-020081		1321 SIXTY-SIXTH St, BERKELEY CA 94702	R-3
05/06/2024	ESR-2024-01389	Closed Expired	2113 NINTH St, BERKELEY CA 94710	R-3
05/02/2024	24TMP-019934		1738 ADDISON St, BERKELEY CA 94703	R-3
05/02/2024	ESR-2024-01344	Closed Expired	51 DEL MAR Ave, BERKELEY CA 94708	R-3
05/02/2024	ESR-2024-01348	Closed Expired	2910 HILLEGASS Ave, 3, BERKELEY CA 94705	R-3
05/02/2024	ESR-2024-01349	Closed Expired	1423 ARCH St, BERKELEY CA 94708	R-3
05/02/2024	ESR-2024-01357	Closed Expired	1830 CARLETON St, BERKELEY CA 94703	R-3
05/02/2024	ESR-2024-01358	Closed Expired	1065 MARIPOSA Ave, BERKELEY CA 94707	R-3
05/01/2024	ESR-2024-01325	Closed Expired	1329 CALIFORNIA St, BERKELEY CA 94703	R-3
05/01/2024	ESR-2024-01329	Closed Expired	1529 SPRUCE St, BERKELEY CA 94709	R-3
05/01/2024	ESR-2024-01343	Closed Expired	940 EUCLID Ave, BERKELEY CA 94708	R-3
04/30/2024	24TMP-019788		1321 SIXTY-SIXTH St, BERKELEY CA 94702	R-3
04/29/2024	ESR-2024-01310	Closed Expired	30 PARNASSUS Rd, BERKELEY CA 94708	R-3
04/28/2024	ESR-2024-01292	Closed Expired	2673 HILGARD Ave, BERKELEY CA 94709	R-3
04/25/2024	ESR-2024-01274	Closed Expired	2064 LOS ANGELES Ave, BERKELEY CA 94707	R-3
04/25/2024	ESR-2024-01273	Closed Expired	1252 VIRGINIA St, A, BERKELEY CA 94702	R-3
04/25/2024	24TMP-019576		1636 LA LOMA Ave, BERKELEY CA 94709	R-3
04/23/2024	ESR-2024-01244	Closed Expired	2003 WOOLSEY St, BERKELEY CA 94703	R-3
04/23/2024	ESR-2024-01238	Closed Expired	51 DEL MAR Ave, BERKELEY CA 94708	R-3
04/23/2024	ESR-2024-01237	Closed Expired	957 THE ALAMEDA, BERKELEY CA 94707	R-3
04/23/2024	ESR-2024-01228	Closed Expired	3110 CLAREMONT Ave, BERKELEY CA 94705	R-3
04/22/2024	ESR-2024-01220	Closed Expired	2821 MATHEWS St, BERKELEY CA 94702	R-3
04/22/2024	ESR-2024-01210	Closed Expired	619 COLUSA Ave, BERKELEY CA 94707	R-3
04/18/2024	ESR-2024-01176	Closed Expired	1375 SUMMIT Rd, BERKELEY CA 94708	R-3
04/17/2024	ESR-2024-01165	Closed Expired	1735 MADERA St, BERKELEY CA 94707	R-3
04/16/2024	24TMP-018965		67 ROCK Ln, BERKELEY CA 94708	R-3
